Measure:volume	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	MaskVol	EstimatedTotalIntraCranialVol
sub-0066	1736.7	2840.2	8170.0	2879.1	1238.3	7040.5	10470.6	6166.3	4213.3	9845.8	6738.3	5111.9	3986.8	4866.2	1714.9	4355.0	3498.4	906.4	3293.2	3327.3	7773.3	5173.1	16461.5	10179.0	3061.6	12712.9	18460.4	14249.0	8001.7	11520.9	300.1	842.3	922.6	10182.8	2586.4	2753.0	5748.0	2469.5	1065.4	7075.6	9979.2	6792.5	3704.7	12123.9	6813.0	5635.3	3956.0	6360.7	1540.6	5550.9	3189.3	1395.2	3854.7	3640.8	7087.0	4524.1	14982.9	11559.8	2056.9	14718.6	20536.0	12111.8	7212.7	10213.7	342.1	726.7	638.0	9279.1	41705.4	38837.0	254344.711784	255264.403498	509609.115282	1550541.0	1314873.090574
sub-0067	2779.5	2602.4	5643.5	3010.6	841.7	7560.9	9075.7	6021.8	3703.9	10717.6	6415.7	5304.5	2933.9	5893.6	1570.4	3623.0	3076.8	1005.2	3249.9	3899.5	7074.8	3996.8	12533.3	7824.7	2308.3	12393.1	18448.3	11741.1	7344.9	8697.9	278.1	533.8	583.2	9851.9	2718.4	2280.9	6992.1	2789.1	854.2	6168.7	10265.0	6213.3	3115.4	9574.9	6905.2	5310.0	3605.5	6725.6	1214.1	4344.1	2927.1	1289.4	3130.9	3472.1	7924.1	4151.4	12185.1	10375.4	1928.6	10960.9	18514.5	10778.4	6384.6	7461.3	375.7	552.1	587.8	9257.4	23538.5	22335.0	215616.687298	214896.550409	430513.237707	1418319.0	1454330.520659
sub-0068	3317.0	2292.5	7519.9	2721.8	1053.4	6594.6	7574.8	6359.6	3696.3	8533.0	6261.7	4905.6	4417.5	5105.9	1681.3	3862.1	3646.1	847.7	2736.6	3238.3	6127.1	5073.7	12044.8	9669.2	2145.4	11880.6	18657.4	12700.2	9608.0	9296.1	218.5	767.3	771.0	9023.3	2982.2	2519.7	6414.4	3331.0	1037.0	6297.0	11668.4	6230.7	3595.4	11068.2	6157.0	5413.4	3582.2	6587.6	1424.5	5103.0	3409.6	1155.6	3282.6	3053.6	6490.7	3838.9	13076.1	9519.0	1704.1	14586.1	18667.7	12154.3	6015.7	6098.2	262.7	651.1	563.9	8559.8	30350.4	30197.8	225112.901393	228909.367506	454022.268899	1407664.0	1186125.767314
sub-0069	2215.1	3155.8	7423.8	2188.4	1038.8	6579.2	6387.2	6332.2	3902.9	9875.6	6631.9	5540.4	4037.4	4981.8	1528.8	4136.0	3797.6	1101.1	2800.5	3078.9	7767.4	4100.2	13426.5	8421.3	2198.7	12533.2	17689.8	11673.7	7189.1	8225.7	225.6	550.8	746.8	9386.5	2628.5	2922.3	6357.9	2757.9	805.8	6405.5	9615.8	5466.6	2989.3	9645.4	7568.4	5478.9	4011.1	6442.5	1376.0	4633.6	3753.9	1248.0	3889.4	3861.8	6526.8	4322.7	12942.8	8482.6	1792.6	13609.3	18014.2	11338.7	5539.4	7665.6	307.3	638.8	492.2	7865.3	28693.0	28826.3	220290.849198	221082.314596	441373.163795	1401484.0	1221414.088014
sub-0070	3264.5	4742.8	8101.1	3444.2	1469.7	8267.3	11903.6	8089.9	4413.9	14071.8	7537.2	6308.3	4127.6	6174.5	1822.7	3827.2	4199.8	884.9	3314.3	5112.7	7551.2	4387.4	15236.4	9862.9	2469.3	12502.1	18806.1	11612.1	7643.3	8230.4	318.5	834.9	801.8	12528.6	2768.6	3141.3	6105.0	3742.7	1311.0	8044.8	11848.5	6869.6	4055.3	12954.7	8179.2	7342.6	4500.5	7682.1	1996.3	4837.6	3191.3	1313.6	4275.8	6354.0	8567.3	3971.9	13134.1	10166.9	2609.0	16489.1	20872.3	10370.8	6009.4	8675.1	341.6	920.1	492.6	11321.1	33518.4	34007.7	257387.462525	258709.641666	516097.104191	1643488.0	1755328.487204
sub-0071	3385.7	2880.8	5564.1	2597.4	815.5	7013.8	12409.6	8036.8	3900.0	11265.4	6758.7	5398.3	4088.6	6217.1	1324.8	3899.6	3340.9	1097.6	3545.7	3237.0	7938.3	4637.2	12716.1	9829.0	2244.9	13925.8	17768.5	13770.9	8181.6	9125.6	267.0	605.1	941.2	10366.7	3470.4	2693.1	5652.8	2994.0	621.0	5950.7	13147.6	6443.7	3589.4	11490.5	7283.0	6255.9	4093.3	6806.2	1507.7	5359.0	3229.7	1323.2	3400.0	3363.7	8351.1	4312.4	13566.0	9948.7	2017.9	13789.0	18287.0	13198.7	7477.6	9023.6	261.0	609.5	642.9	10381.2	35817.3	34926.6	244886.176867	245553.441516	490439.618382	1568195.0	1634089.751352
sub-0072	3288.8	2882.8	6882.0	2285.9	1199.0	6403.9	9764.7	7333.7	2891.9	7716.9	6956.1	4385.3	4079.8	5893.4	1435.0	3893.4	2981.2	1116.8	2709.2	2647.7	7215.4	4328.6	12101.5	10045.4	2688.1	12135.2	18056.8	13035.8	8437.1	9856.6	252.7	595.7	764.8	9439.6	2577.6	2290.0	5362.7	2270.7	815.3	6713.6	11221.4	6400.9	3256.6	8397.3	7757.3	3962.6	3554.4	7053.2	1583.5	5057.4	3063.3	1267.2	3112.3	2273.9	7733.5	3443.5	13507.4	11011.0	2164.2	14208.9	18308.2	12648.8	7501.0	9982.6	370.4	637.3	526.1	8892.1	33820.3	33129.8	230063.983792	233010.710782	463074.694574	1455668.0	1303487.747039
sub-0073	3274.5	2474.8	7122.4	2193.8	840.6	5838.7	6847.8	5592.3	3313.5	8956.1	6074.9	4534.7	3619.4	4181.7	1399.5	3767.1	3697.7	826.5	2968.0	2432.9	6255.5	3552.4	13217.3	8018.3	2330.3	12022.5	15810.3	10573.5	7022.8	7737.5	270.2	534.4	609.8	8851.5	2438.0	2403.4	6114.5	2659.9	884.5	5207.3	8489.3	4910.2	2710.2	8305.0	6680.6	5845.8	3241.3	5694.0	1376.1	4444.7	2582.1	985.1	2700.6	3203.0	6084.2	3908.4	13217.5	7635.8	1875.6	12640.6	16322.1	9861.5	6142.5	7144.3	333.5	569.3	651.0	8424.6	29162.0	26282.3	206675.464827	204578.290718	411253.755544	1360071.0	1187048.694322
sub-0074	4152.0	4155.6	9195.4	2682.2	1105.8	8536.3	14146.8	7888.5	5186.0	11274.1	9241.2	6616.7	5994.4	7822.2	1935.6	5283.9	3410.6	1567.1	4043.9	3948.6	10328.9	6428.6	16206.0	13017.1	3059.0	19229.1	23551.4	14440.5	11661.1	12615.5	454.2	779.8	880.1	11454.8	4125.1	4831.9	7688.9	2610.0	1222.0	7864.3	17500.0	8401.4	3477.6	11107.4	9512.4	5681.2	4831.9	9020.1	2457.3	6632.2	4181.0	1748.7	4702.6	3320.1	9219.4	6534.3	15855.3	15140.5	2702.0	20859.9	21495.7	15181.8	8796.6	12276.3	478.5	904.9	628.0	12692.2	39953.8	40983.3	303515.502091	306001.147733	609516.649824	1870561.0	1961809.725767
sub-0075	3720.0	3108.5	6901.2	2758.3	944.5	7926.0	12550.3	7410.7	4782.2	12620.3	7381.6	6204.2	4302.8	7296.9	1921.8	4090.3	3821.0	952.4	3406.7	3442.3	7385.8	5299.8	13017.6	11434.2	3177.2	14508.1	23008.4	15138.4	9338.9	10941.2	249.3	601.5	913.4	10702.6	3493.7	3610.5	5110.8	3147.7	1117.8	7225.8	14164.2	8232.6	4624.0	12180.9	7347.6	6204.8	4683.9	7718.1	2480.5	5629.1	3269.1	1363.6	3381.5	3804.9	7814.7	5280.4	14375.9	10630.0	2237.4	16069.9	21297.0	15259.2	8468.4	10251.4	446.4	606.0	875.4	11191.3	40068.6	41499.2	271988.110029	275161.39458	547149.504609	1699993.0	1699569.476078
sub-0076	4747.7	3606.6	9150.6	3754.8	1462.9	8379.2	14076.6	9062.1	4986.6	15104.2	8362.4	6737.7	4599.9	8745.3	1837.4	4690.2	5282.8	1068.4	3642.3	3743.0	8603.4	7035.6	15714.2	15760.1	3427.6	15807.0	21518.4	14522.1	10147.8	11585.1	402.8	897.9	1165.1	12745.6	3952.7	3361.9	9473.4	3015.9	1189.3	8620.2	15202.7	8374.5	3976.9	13281.0	8074.0	7018.1	4778.0	9049.2	1743.4	6456.1	5170.3	1418.8	4017.9	4315.1	8247.0	5305.9	16411.7	14922.5	2132.6	17250.1	23620.4	14716.4	9170.4	12150.2	470.2	1057.5	850.9	11683.1	42334.3	42156.4	306226.090319	304403.662096	610629.752415	1738867.0	1624560.177194
sub-0077	2391.4	2342.6	5808.5	2375.2	606.4	5040.5	9203.5	4722.8	3878.5	9429.3	6172.5	5295.5	3558.8	5076.8	1380.9	3567.0	2950.2	770.4	2904.9	3271.7	6378.0	4066.3	10203.4	8614.6	2544.6	11273.6	17619.0	9777.9	8140.9	8377.5	273.3	516.0	702.4	9204.0	2641.0	2412.8	6094.3	2699.6	493.6	5023.1	10755.7	4599.5	3313.0	7000.3	5824.2	5288.3	3154.4	5617.3	1461.7	4689.6	3141.8	1014.0	3494.5	3301.5	6619.2	4147.6	10812.6	8382.0	1987.8	10035.3	16708.6	9489.2	6321.4	8156.7	262.3	748.4	646.1	9808.0	23450.9	22169.9	202099.027804	199356.921729	401455.949534	1343918.0	1438180.560507
sub-0078	3043.1	2714.9	5808.6	2719.1	1051.8	5860.7	10454.0	7623.2	4133.1	8200.5	6764.5	4465.3	3612.3	5899.9	1547.7	3843.5	4394.7	1227.4	3629.5	3537.7	6113.8	4644.5	12333.4	9407.1	2234.6	14355.0	19730.6	13293.6	8205.2	9824.5	256.4	672.0	689.9	10072.7	2679.9	3217.3	5614.2	2810.2	997.5	5250.2	10782.9	6150.1	3577.8	10288.8	6593.1	5254.5	4037.0	6630.1	1444.6	5001.0	3743.7	1198.2	3946.2	3391.5	6330.0	4844.4	13217.2	9345.1	2018.3	15128.5	18143.1	11522.0	7200.6	7963.9	425.3	772.6	503.3	10094.7	30540.1	31582.0	234377.790568	231772.056128	466149.846696	1501823.0	1405179.745512
sub-0079	2708.9	3719.5	6892.1	3516.5	756.7	5777.6	9436.1	5470.7	3786.4	12072.0	7078.7	7230.1	4017.0	5179.5	1414.7	4113.8	3202.9	1226.8	3333.9	4721.9	8694.4	4583.9	12449.0	10095.6	2603.6	13329.1	19479.8	12110.9	10293.3	9263.4	268.0	640.2	960.1	10416.1	1888.0	2678.4	6226.4	3733.8	701.3	6045.8	10358.3	5576.0	3185.7	11392.0	7311.7	6801.8	3894.9	5027.1	1542.4	4754.7	3707.5	1392.5	4102.5	4994.6	7380.4	4940.1	12806.0	10467.2	1983.5	14587.8	19502.7	12256.3	8397.2	10554.3	279.3	813.3	600.4	10804.4	22113.7	22820.1	231906.493603	233964.70389	465871.197493	1573004.0	1670680.937755
sub-0080	3274.4	3274.0	6418.8	2387.4	1280.1	7446.3	10304.8	7431.6	3636.8	10001.0	6412.9	4739.0	2860.7	6103.9	1707.1	4086.4	3543.3	944.1	2938.4	1924.1	7356.6	5076.7	12881.8	8925.4	2714.1	12405.9	16326.2	11191.0	7936.2	9380.1	213.1	661.5	848.8	10561.8	2911.2	2634.5	4613.7	2766.3	887.1	7753.5	13361.1	6708.0	2923.3	9970.4	6814.0	4708.6	3723.0	7497.5	1462.9	5014.3	2686.6	1399.8	3873.1	2314.4	6482.1	4087.4	12163.0	9867.5	2223.7	14664.1	17359.9	11365.5	6666.8	8633.6	370.9	727.9	696.9	9507.9	33015.7	31960.1	230010.441552	233526.830939	463537.272491	1448664.0	1245058.25468
sub-0081	4223.3	2731.6	8409.6	2494.2	1221.4	7785.6	12985.5	8129.4	4448.1	12485.9	7328.8	5793.6	4399.0	7443.1	2044.5	3783.4	3792.2	1051.2	3553.4	3847.1	8048.1	4559.2	14391.5	11507.1	3693.5	14746.9	24474.6	14346.6	11190.0	11692.9	449.9	626.1	994.3	11664.0	3622.6	2973.2	5052.4	2985.3	1179.8	8234.0	14095.1	7688.5	3851.5	13635.4	7507.0	7365.0	4615.2	8939.2	1643.8	5816.4	4512.8	1463.4	4229.7	3729.3	9411.8	4667.7	17727.3	13427.5	2418.0	16109.0	21641.6	13298.6	8856.5	9866.2	421.1	722.9	880.5	12275.3	36409.1	36735.4	276924.066353	281954.641625	558878.707978	1734848.0	1813905.93453
sub-0082	3384.5	2967.6	7224.1	2498.2	1079.2	6971.3	8824.7	6384.9	4120.4	10459.5	7629.9	5233.6	4200.3	5387.2	1957.6	4897.3	3941.8	1189.4	3587.5	3680.2	6855.7	4558.0	12408.5	8636.6	2394.0	15710.0	21442.7	14046.0	8076.1	9941.4	336.8	634.2	682.0	9632.4	3481.0	2809.4	5863.5	2211.3	1073.7	6333.7	11234.5	6485.2	3883.6	9381.7	7992.2	5657.2	4161.9	6813.9	1730.4	6640.2	3806.9	1328.8	3371.1	3411.5	8261.6	4753.0	13396.3	9581.9	2062.7	15515.8	20354.5	13275.8	6355.8	8904.6	280.8	838.9	626.5	9381.4	40660.1	39510.1	252336.109559	252133.15932	504469.26888	1546427.0	1664552.018743
sub-0083	3709.5	3554.3	5894.2	2799.6	868.2	8146.7	12127.1	7419.8	3509.1	10968.1	7633.3	6281.1	3566.3	6198.5	1832.6	4347.4	3982.9	1110.6	4019.6	2861.6	7660.3	5181.8	13727.1	9862.3	2783.1	14274.2	19852.9	14667.8	8615.0	10885.3	234.9	675.5	913.9	10756.8	3353.2	3334.2	6573.1	2895.9	874.7	7423.3	13822.6	6282.1	3771.7	10383.1	8169.8	5855.5	4214.8	7576.8	1681.3	4045.1	3421.2	1644.0	4336.5	3033.3	7801.8	5005.4	12778.1	10846.2	2286.6	15477.4	18759.1	14146.2	6611.4	10011.9	388.6	651.4	470.9	9958.8	31526.0	31999.9	253352.926487	251376.623035	504729.549522	1604502.0	1642311.48061
sub-0084	2183.2	2562.6	7740.0	2956.5	663.6	7062.1	10164.0	6373.8	4218.0	12216.5	7195.0	6662.5	4323.8	6091.9	1523.3	4015.2	4579.9	1135.4	4000.3	4730.4	7971.0	5690.9	13315.3	10858.3	3463.7	15917.2	19291.6	13786.4	9723.4	9349.9	267.3	570.6	1108.5	9882.3	3185.6	2691.5	5882.1	2861.1	785.6	6921.4	12318.7	6637.0	3246.3	10979.7	7896.6	6636.9	4067.2	6341.4	1549.2	5912.5	3775.3	1518.8	3568.2	4646.3	7170.2	4313.3	14255.1	10828.6	2476.3	16194.0	20839.3	13251.2	8220.9	8853.9	294.4	647.5	687.6	10089.0	39000.5	37241.2	262853.781753	259306.248018	522160.029771	1550841.0	1375169.673746
sub-0085	1960.4	2311.5	5562.0	2319.1	822.6	5539.1	7263.4	5616.8	3432.7	8264.9	5905.7	5196.8	2639.7	4482.2	1461.8	2873.7	3496.8	767.2	3010.7	3294.2	5246.2	3795.8	9874.4	6998.9	2478.1	10907.5	13640.3	8953.2	7050.0	7476.3	210.9	464.8	793.4	7976.8	2121.1	2470.0	5491.3	2385.6	514.4	5640.0	7925.7	4847.6	2891.7	9089.0	5694.1	5572.9	2743.9	4899.5	1260.4	3878.8	3218.8	1171.1	3420.9	3244.6	5399.2	3553.6	10630.3	6383.0	1791.2	10370.2	13065.3	8867.8	5894.5	6243.6	294.5	575.6	613.7	8066.8	24779.1	23600.4	188440.146248	184764.758263	373204.904512	1215460.0	1025878.102196
sub-0086	2150.1	3597.7	7116.7	2559.9	1085.7	8769.0	12060.9	5851.2	3830.3	12731.0	7176.6	5405.2	4070.6	6180.1	1771.9	4229.9	4467.8	1128.1	3895.8	2785.1	7221.9	4494.7	13070.1	9724.1	2572.5	13949.3	20902.3	12029.6	9098.6	10446.5	264.0	560.9	857.8	11199.5	2773.5	2844.8	7283.4	2638.4	869.3	8626.4	13463.1	5556.7	3431.6	10258.4	8290.7	5424.4	4663.3	5561.8	1978.0	4218.6	3660.2	1553.0	3858.4	2869.5	7581.7	4513.2	14256.1	10186.1	2190.3	12620.9	20219.1	11918.6	8126.3	10806.9	321.6	475.4	706.3	10344.5	30987.2	32545.5	249041.55795	247512.466688	496554.024637	1605554.0	1557559.838422
sub-0087	1824.0	3169.8	6183.6	2234.8	1103.9	7452.3	9949.8	5564.9	3270.4	9359.7	5928.1	4185.9	3768.6	5160.7	1603.5	3726.2	3742.9	940.5	2717.2	3511.3	6768.2	3896.0	10752.8	10980.3	2090.4	11941.6	15653.3	9400.1	7986.5	8007.9	238.6	579.5	818.7	9823.9	3016.9	2738.7	5204.9	2251.6	865.8	6869.7	9439.1	6655.8	2799.3	10350.3	6951.4	4345.2	3670.1	5984.4	1529.8	4788.3	2977.7	1140.1	3241.4	2999.7	5893.9	4084.1	12056.3	10379.1	2009.7	11471.5	16740.8	10280.2	5848.0	8771.2	277.5	664.4	591.8	8515.8	23843.8	23738.1	210058.210991	210376.82825	420435.039241	1419720.0	1199212.396541
sub-0088	3093.0	2676.9	8062.1	3083.8	1146.5	7195.9	11534.1	8207.4	5130.8	9991.9	7712.0	5311.4	4463.3	7677.8	1631.5	3971.0	4270.0	1223.0	3434.1	3199.1	7988.1	4415.6	12770.6	11953.2	3966.3	15202.7	20658.7	13231.2	9820.3	10348.2	366.1	709.8	712.3	12255.0	4003.9	2933.2	6881.2	2951.8	1175.6	7269.8	11223.2	7693.4	3427.0	11978.8	7864.9	4873.4	3987.5	7961.9	1497.2	4509.3	3257.7	1426.7	3302.2	3499.1	8255.4	4243.7	14045.9	12939.1	2550.3	14323.8	23166.2	12386.8	9234.6	8568.4	420.9	946.7	732.6	12770.4	31434.9	29829.0	259411.965862	257154.472174	516566.438036	1734109.0	1749974.361296
sub-0089	2996.1	3011.0	5991.2	2426.7	858.8	6084.2	7844.7	5746.4	3554.4	8382.7	6564.8	5876.7	3736.2	5510.4	1404.6	3696.8	3004.3	945.3	2981.9	3753.9	6263.1	4669.3	12314.3	7873.0	2138.4	13050.4	16281.7	10390.9	7015.5	8353.8	267.1	503.7	699.0	8842.5	2691.8	2891.3	6523.2	2488.0	732.4	5728.8	9872.1	5491.9	2905.1	8804.7	6785.6	5982.4	3764.7	5902.5	1182.5	4312.6	3063.4	1203.1	3008.9	3708.2	6544.2	4108.1	11264.9	9092.9	1899.1	13314.3	16924.4	10592.3	5943.3	8029.3	334.7	533.2	771.8	8955.6	22008.9	20378.7	204361.426634	206763.326666	411124.7533	1457659.0	1266847.45001
sub-0090	3664.5	2506.1	6849.3	2385.2	1037.2	6497.0	10595.2	6750.6	3523.2	8499.4	6929.1	4902.2	3955.8	5879.3	1599.1	3612.6	3763.0	834.7	3117.9	2639.9	7343.3	4027.7	13460.9	9561.1	2445.5	11741.0	17085.4	13038.7	7607.1	9078.0	289.2	632.5	757.2	9420.5	2858.8	2754.6	6533.0	2500.5	734.5	6472.3	9613.3	5850.9	3424.4	9843.6	7654.7	5045.8	3809.1	6534.7	1384.2	4185.5	2659.0	1225.9	2963.3	2260.2	7602.0	3558.6	14113.3	10149.9	1790.3	11753.4	17012.9	10743.7	6722.5	8862.6	397.6	634.5	510.8	9272.8	31902.7	30505.2	228998.155057	224813.588125	453811.743182	1415879.0	1379263.516306
sub-0091	3565.0	2507.6	5452.9	3027.1	539.5	6600.0	10809.2	7409.2	4167.6	9510.3	6541.2	5485.6	3546.8	5620.2	1422.6	4013.1	3885.7	893.5	3878.7	4260.9	7718.9	4201.1	14316.1	9730.8	2792.6	13709.4	21840.4	11238.1	8459.5	8572.0	292.2	791.6	731.3	12456.1	2800.4	2676.2	5700.3	2960.2	640.4	6491.8	10975.8	7691.0	3139.6	8399.7	7672.1	5953.8	3837.0	6392.1	1442.3	4694.9	3204.0	1564.8	4177.5	4120.4	7367.0	4323.9	13346.1	10610.1	2403.6	13729.3	19941.5	12158.3	7845.7	9140.8	299.3	610.0	578.4	11638.1	25023.1	24504.7	235821.266526	234064.505153	469885.771679	1526024.0	1582574.563044
sub-0092	2570.6	2952.3	6218.9	2823.7	553.7	6660.5	12486.6	7202.1	3827.8	11658.4	7457.0	5697.0	4143.3	6623.1	1435.2	4299.3	3820.1	1396.0	3261.5	3219.2	7202.4	4665.0	13254.6	11060.6	3173.0	15781.0	20424.9	11859.2	9218.6	9517.2	334.0	689.3	826.6	11395.3	2973.7	2844.7	5678.8	2693.3	502.5	6988.6	12167.5	6656.2	3478.7	12707.4	7093.1	5843.3	4666.4	7561.2	1804.2	5409.8	3402.4	1434.4	3509.0	3193.3	7653.7	4659.4	13493.3	11159.1	2668.3	16240.2	19999.1	12940.2	8012.4	10390.7	382.8	661.8	667.1	11868.7	33562.9	33285.3	251391.357347	254740.74444	506132.101787	1650008.0	1766651.713107
sub-0093	3410.3	2792.3	6293.6	2340.2	648.1	5297.3	11221.8	6493.4	3874.7	9473.2	6243.1	4547.8	3078.4	5894.4	1250.8	3382.6	3980.3	703.2	2986.9	3371.3	6590.9	3979.1	11774.1	9658.5	2402.9	10488.8	16101.5	12323.7	6842.8	6814.9	229.0	636.2	806.3	9792.4	3407.3	3079.4	5378.1	2434.8	537.6	5234.1	9543.7	5736.1	3086.9	9130.3	6073.9	5622.7	3650.3	6301.8	1365.3	3723.0	3325.4	1000.6	3190.1	3370.6	5555.8	3886.2	10747.1	11806.4	1739.8	13163.7	13781.5	12185.0	6452.7	7592.1	436.0	681.3	659.5	9467.7	26042.1	26946.4	211822.163562	211446.295359	423268.458921	1389664.0	1460791.342004
sub-0094	3104.8	2482.4	6529.5	2334.6	897.2	5376.7	7911.7	5134.3	3439.7	9664.1	5968.7	5255.4	3210.1	4987.5	1354.6	3147.2	2975.2	731.3	2484.0	2996.9	6406.8	4244.4	11456.4	9146.7	2252.6	11098.4	16199.1	11501.2	6550.3	8925.7	202.3	530.9	632.8	8534.5	2889.3	3175.9	5334.8	2461.2	480.1	5510.8	11127.7	4663.6	2827.4	9023.6	6167.3	5863.1	3172.2	5651.2	1416.2	3901.9	2299.7	1005.4	2773.2	3124.0	6198.6	4365.8	10677.3	8340.6	1756.2	12576.8	14387.2	11228.6	5476.3	7189.8	361.7	543.8	574.1	9000.4	23573.4	24019.5	201337.408611	200322.29632	401659.704931	1352222.0	1225095.466245
sub-0095	3300.5	3032.8	7163.8	3051.4	889.7	7080.2	9818.2	6419.3	4071.5	10014.6	6799.6	5991.6	3857.2	5660.1	1622.4	4033.1	3639.6	880.1	2921.7	3725.3	6622.4	4424.5	12790.5	9201.6	2581.3	12469.8	19371.6	11100.8	7146.1	8815.5	319.8	691.5	956.4	9606.0	3435.1	2367.8	7587.7	3139.5	821.5	6399.1	11649.6	5423.2	3237.9	11698.0	6591.9	5842.5	3817.4	6655.9	1532.9	4572.6	3520.4	1137.6	3039.3	3315.3	6789.4	3942.0	12962.8	9719.0	2244.4	13416.2	18907.8	12384.4	6389.8	8116.8	374.8	655.3	658.7	9035.1	26530.1	26012.5	226167.130737	228359.061778	454526.192515	1500727.0	1393838.718019
sub-0096	2850.4	2351.3	6220.3	2061.1	909.3	6149.3	9390.7	5261.1	3392.9	9559.9	6470.9	4458.6	3528.5	5598.8	1334.6	3387.5	3673.4	928.2	3048.5	2630.1	6393.6	4131.9	11868.4	8167.8	2332.6	12113.9	15902.3	10629.2	6411.9	8055.9	242.4	557.6	765.6	8603.0	2773.2	2684.8	5227.7	1914.8	759.7	5625.4	9373.1	5390.5	3105.4	8271.6	6194.3	4271.4	3602.1	6469.0	1157.0	3788.0	3077.4	1454.0	3038.1	2263.1	6496.4	4482.3	12284.2	9068.6	1839.3	11370.7	15298.1	10980.0	6711.4	8174.3	400.4	451.6	607.1	8973.9	27716.2	26944.5	207513.879376	205133.106328	412646.985704	1397747.0	1267541.963561
sub-0097	1978.5	2349.2	6205.4	2822.3	632.7	6111.0	9889.7	5805.3	3852.5	10881.5	6212.2	4775.3	2696.7	5030.9	1468.1	4019.1	3058.9	922.8	3081.8	3051.1	6714.3	5564.9	13191.7	7788.9	2481.5	12162.5	16826.4	12612.9	7238.2	8748.5	268.9	589.0	731.3	10032.0	2623.6	2226.3	5552.1	2174.4	697.1	5600.5	11739.3	5378.0	3540.2	9820.2	6517.3	4499.8	3638.3	5653.2	1380.9	4623.0	2770.1	1411.1	2609.2	3074.9	7503.3	4225.1	13352.9	9303.0	1832.2	13347.3	18194.3	12076.2	5802.7	8239.6	276.8	449.2	413.1	8953.4	32571.4	31153.9	223167.573338	222460.526043	445628.099381	1401215.0	1291641.31448
sub-0098	3203.9	2851.0	8929.2	2512.5	1439.6	8631.6	10599.8	8513.2	3762.0	12384.9	7657.5	6190.8	3998.8	5768.5	1775.2	4284.2	4435.1	1259.6	3383.6	2600.1	8231.4	5398.7	13394.0	9617.1	3107.0	16070.2	18853.5	12176.4	8782.1	9083.7	252.1	837.7	753.7	12421.3	2722.3	3326.4	6001.4	2850.1	1268.1	8997.4	11601.3	8435.0	4080.2	11505.2	8858.7	5521.9	4757.4	7222.9	1833.1	5344.7	4453.2	1691.8	4043.2	2589.6	7720.2	4798.9	14787.3	10681.6	2432.2	16111.4	18870.2	12444.1	7538.4	10568.1	328.4	1022.3	548.4	10475.1	30481.5	30250.9	253422.057701	255055.778987	508477.836688	1717680.0	1767706.388905
sub-0099	3575.4	3178.4	8084.2	3395.0	941.1	7424.5	10500.0	7916.7	4750.7	12601.3	8059.3	7548.9	4296.2	6335.5	1627.3	4071.8	4601.7	1067.3	4354.0	5008.8	7402.7	5620.9	14931.5	11759.3	3997.8	15210.0	18803.5	16156.4	8681.6	9758.9	386.6	712.9	948.0	10573.9	3680.5	3029.0	6316.7	4311.1	1003.5	5956.5	11292.1	7615.1	4616.9	15609.7	8526.1	7945.3	4303.7	7324.3	1692.6	4864.3	3642.2	1329.5	3380.7	5441.8	8419.2	5111.5	15869.8	10991.0	2412.2	15980.1	20255.9	12643.9	7329.7	10154.0	647.7	923.8	794.0	10657.6	39878.8	39729.3	275757.185847	275789.874309	551547.060155	1708225.0	1787979.018134
