Measure:volume	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	MaskVol	EstimatedTotalIntraCranialVol
sub-0202	2158.4	2752.5	7438.5	3288.9	1176.3	7394.4	9413.7	7489.3	4043.8	12783.7	6894.4	5874.9	3679.2	6378.5	1751.8	3344.5	3212.7	979.8	2896.1	3144.7	7384.0	3982.5	13132.4	11243.8	3248.4	13716.5	18562.9	15140.3	8681.3	8844.8	303.7	673.7	810.6	9526.8	3262.7	3165.3	5690.9	3631.7	994.9	5419.0	10901.0	7116.0	3319.9	11339.6	7252.1	6932.3	4256.6	7190.5	1484.2	5341.8	2950.8	1264.4	3152.2	3340.6	7440.6	4245.0	13680.8	11138.2	1821.1	13504.7	19722.9	14052.1	7649.6	7979.3	416.7	643.9	626.0	9056.4	33782.8	31997.3	245978.132188	242725.063447	488703.195635	1548244.0	1521786.356362
sub-0203	1923.7	2510.3	7280.4	2375.8	825.6	7177.3	8560.5	6513.2	3156.7	10243.1	5794.6	5091.1	2591.7	5118.9	1468.5	3780.7	3321.1	879.2	2817.3	2722.4	6565.1	3911.1	12022.7	7876.1	2167.9	9777.5	16835.9	11163.4	7422.1	8103.9	268.6	621.3	799.7	9020.3	3049.1	2029.4	5520.0	2223.7	695.8	6877.3	10287.8	6685.2	3003.4	9256.3	5763.7	4513.0	3824.1	6080.7	1425.2	3421.1	2991.5	1259.3	2589.7	2488.1	6590.1	3465.1	12257.6	9372.2	1627.8	10835.7	16074.1	12391.1	6210.7	7859.1	313.6	537.8	641.6	8449.6	27979.8	29144.8	210910.557266	210886.010589	421796.567855	1359392.0	1041570.907857
sub-0204	3272.2	2655.7	7489.9	2799.7	866.6	8033.3	12132.1	8009.5	3461.0	13044.8	7049.4	5952.7	3103.9	7523.2	1822.5	3976.8	4292.7	909.7	3312.8	4304.6	6923.9	4655.7	13279.5	10816.9	2997.3	13490.8	18299.3	12558.7	8624.6	9068.7	335.3	544.2	683.3	10407.3	3652.7	3301.7	5735.0	2831.6	585.3	6654.8	15631.6	7032.8	3939.0	10803.7	6553.3	6070.6	3879.7	7505.4	1783.1	5079.1	3284.2	1255.1	3448.6	4020.1	7593.9	4141.7	12493.6	11287.3	1839.2	15735.5	17837.2	12452.7	7458.9	7403.6	431.9	755.6	715.6	10686.3	36100.6	35780.4	253248.05174	251604.045166	504852.096906	1573119.0	1446981.337919
sub-0205	3653.2	2414.2	6460.2	1691.1	696.5	5491.0	10746.5	6338.7	3334.8	7065.5	6158.8	3724.8	2805.9	4408.9	1332.1	3630.8	3399.7	1018.3	3267.7	2011.5	6185.1	4093.3	11226.2	10004.7	2540.5	11054.6	15453.6	13018.3	6735.9	10648.8	249.1	514.6	595.7	9894.9	2990.2	2561.2	5698.5	1810.8	733.4	5087.2	12849.2	6161.9	3212.7	7819.2	6554.4	4503.2	3488.5	6015.5	1238.9	4047.5	2898.6	1033.7	3177.3	2272.5	6623.4	4481.0	11416.0	9855.1	1881.4	11863.0	14011.6	11025.5	5049.5	9035.0	243.6	531.7	644.3	8689.0	33148.5	32640.8	216371.631113	214108.604345	430480.235458	1374649.0	1209532.464622
sub-0206	3332.9	3078.9	5111.4	2564.5	675.3	7275.3	10047.6	6751.2	4515.8	10138.2	7397.3	5113.0	4009.9	5482.6	1542.6	3046.7	4689.1	1017.6	3799.9	3925.2	7287.8	4942.5	12729.9	8578.8	3104.4	16647.6	20407.2	10117.2	8431.2	10209.9	362.0	828.2	805.6	11310.6	2131.5	3408.1	7064.9	2880.7	756.9	6542.5	10516.4	7033.0	4111.1	11204.7	7203.4	6087.4	3913.6	6478.7	1278.9	3792.2	3630.6	1530.3	4115.1	4140.5	7951.0	4862.4	13209.0	9576.9	2090.8	15351.8	19579.8	8941.3	7794.1	9731.5	451.3	820.6	702.5	11091.3	33905.2	32668.0	244149.350534	244090.724391	488240.074925	1501061.0	1381212.6498
sub-0207	2780.2	2936.5	7532.8	2433.4	1129.4	7660.8	10619.4	6645.3	3117.9	9123.7	6382.4	4895.4	3093.0	6224.9	1555.8	4075.4	3725.7	960.2	3023.6	2565.2	6905.7	3695.9	12353.8	9647.8	2676.3	12076.4	18106.7	12074.1	7648.1	8379.7	359.8	733.8	666.5	9588.6	3919.4	2724.2	7227.7	1849.3	1117.4	6576.0	11651.2	7626.6	3168.4	9754.3	7177.8	5837.4	3981.3	6250.2	1487.0	5058.7	3337.9	1177.9	2996.2	3075.1	6297.7	4166.0	12222.1	10260.7	1662.4	10745.7	18734.5	10579.0	6336.5	7412.0	324.8	815.8	725.8	9459.7	26476.6	25273.0	222763.537923	221582.059406	444345.597328	1430720.0	1220692.410509
sub-0208	3418.7	2620.5	6791.2	2112.3	920.0	6855.8	10075.6	7044.4	3657.3	10570.5	7533.3	4140.6	3263.7	7007.2	1762.1	3961.6	3183.0	975.6	2605.7	2166.1	7449.1	4205.6	12888.4	8628.6	3332.3	12238.0	19275.1	11531.1	7203.7	9096.0	265.3	674.2	650.7	10738.5	2951.3	2761.8	6267.4	2417.5	885.4	7094.9	12254.1	7280.3	3659.1	8917.5	7128.1	3510.9	3286.3	7077.5	1794.7	4788.0	2664.1	1332.5	3056.9	2040.3	7808.9	4072.5	13834.9	9603.5	2203.0	10310.3	19002.3	10849.2	5968.7	8114.8	324.2	662.8	442.2	11361.8	29058.4	29351.8	228076.521548	225563.618793	453640.140341	1538818.0	1447359.780846
sub-0209	2995.0	2790.1	5577.8	1760.3	684.0	5864.1	8929.1	5913.2	3223.5	8578.9	5865.4	4303.6	2699.0	5500.3	1239.9	3606.7	3434.2	736.9	2488.3	2714.3	6414.6	3916.1	11955.7	8022.4	1727.0	10290.8	16775.5	9482.9	7084.8	8461.2	212.1	495.2	554.5	8477.8	2596.5	2102.2	5815.8	2130.6	636.7	4968.2	10669.1	5306.9	3346.3	8169.2	5906.5	5555.6	2978.2	6156.1	1557.8	4010.6	3238.1	1160.0	2920.3	2901.0	5453.1	3195.2	11645.2	8267.0	1617.9	10589.9	16765.6	9377.7	6337.1	7548.5	263.1	562.1	575.1	8317.2	27944.8	27559.2	202047.844077	201352.609128	403400.453205	1352303.0	1170960.651366
sub-0210	2769.6	2610.8	5857.7	2485.8	1276.8	6295.0	9494.0	7029.5	4251.8	9176.7	6902.1	4537.8	3207.8	5884.3	1489.8	3755.3	4327.0	999.8	3187.1	2947.5	7719.7	4499.9	11613.4	9643.6	2331.6	12558.7	16490.6	10753.5	6283.9	6830.7	263.3	665.4	767.8	9966.0	3322.0	2629.0	5789.3	2368.7	1106.5	5776.4	10435.4	6476.8	3434.0	9364.8	6711.1	5712.6	3497.0	6321.1	1548.2	3860.2	4029.5	1438.5	3844.8	2523.0	6666.9	3952.4	11539.6	9797.6	1865.2	13399.2	14179.6	9509.6	5868.1	8657.1	396.0	670.3	577.9	8707.2	27812.5	27817.6	216257.140148	216554.447214	432811.587363	1425448.0	1216146.373715
sub-0211	2116.4	2564.9	5003.7	2191.6	914.7	5697.3	7979.1	5799.0	3408.3	9565.0	6488.1	3826.2	2598.1	4784.8	1367.9	4091.8	3601.7	931.5	3354.2	2071.7	5339.3	4479.6	12644.6	8939.4	2787.4	13867.2	14904.9	11382.1	7373.0	8430.9	249.8	465.5	813.7	9559.3	2756.4	2822.0	4922.6	2339.4	888.5	6020.4	9465.5	5739.1	3333.2	8379.7	6886.7	3784.5	3532.1	5812.6	1359.1	4389.7	3380.0	1395.8	3898.6	2023.0	5262.2	4200.2	11015.4	9616.4	2038.8	14083.4	14907.2	12085.6	5925.3	6973.9	331.5	506.8	539.3	10259.3	23456.1	24768.7	204521.562255	204972.875225	409494.43748	1394595.0	1404315.885957
sub-0212	2077.1	2641.3	5620.8	2072.7	943.2	5315.7	7515.1	4435.1	3507.4	8145.0	6154.7	4468.4	2542.4	3541.2	1365.2	3085.2	2558.7	842.8	2530.7	2866.8	6797.2	3197.1	12372.9	6626.9	2144.7	11409.0	14475.9	10365.8	6497.1	7176.4	258.1	509.7	511.2	8823.9	2358.7	2252.1	4768.5	2537.8	976.1	4947.9	8595.7	4246.3	3393.9	8204.7	6766.3	4796.6	3297.8	5030.5	1281.4	4063.7	2591.1	982.7	3106.6	2838.6	6255.8	3246.6	12933.4	7064.4	1680.7	9641.7	15992.2	9183.3	5214.6	6456.7	301.2	591.6	616.3	7606.6	24571.1	26520.8	189172.809271	191812.409286	380985.218556	1284602.0	1190722.360776
sub-0213	2955.9	2831.5	7763.9	2565.8	1058.1	7068.0	10590.6	7360.8	3740.5	12092.6	6294.3	6323.7	3362.5	6943.1	1564.8	3068.7	3511.3	845.8	3229.1	3563.8	7632.6	4580.5	12165.6	9488.7	3227.2	14421.5	19976.3	11128.1	9903.5	12372.4	367.3	798.6	622.0	9133.1	2048.3	2635.3	6668.1	2596.6	881.5	6971.8	12119.4	8431.9	3809.5	11240.2	6367.1	6181.2	3185.1	7440.7	1607.2	3917.4	3975.3	1254.5	3644.9	3882.2	8187.1	4112.6	12522.4	10907.9	2569.1	15885.4	19958.5	11594.0	7052.9	9569.2	322.2	812.8	910.4	9706.5	30303.3	29597.8	242518.125118	243332.320813	485850.445931	1649952.0	1694139.422312
sub-0214	2993.6	2549.4	7190.7	2929.3	870.4	6992.3	8928.2	7630.0	4282.6	11062.3	6365.2	5452.8	3065.2	6571.7	1672.4	3773.4	3959.9	1093.9	3745.3	3337.4	8683.0	4835.3	14189.2	11213.2	2369.2	12887.5	18633.0	12479.1	8716.6	10376.1	314.2	893.0	1133.4	10182.3	2425.2	2499.6	5663.8	2827.5	654.1	7026.7	12467.5	6486.3	3778.9	10810.8	7027.5	7027.7	3970.6	6890.6	1476.0	4210.1	3323.7	1608.2	3531.5	3823.5	7473.8	3906.7	14723.6	11357.9	1798.4	14954.5	17882.6	13252.9	8060.7	8327.3	355.9	619.9	800.3	8702.2	34247.7	34457.4	247074.892268	245962.588999	493037.481267	1532408.0	1571735.586718
sub-0215	1732.6	1949.3	4987.1	1795.3	883.6	5768.1	8035.0	4557.6	3335.7	10263.9	5419.0	5388.3	2936.0	5034.7	1691.3	3509.0	2925.7	769.9	2604.1	2505.8	5991.9	3288.1	9663.5	7017.1	2025.1	9074.9	14121.0	10427.5	6499.2	7718.4	268.9	513.8	690.5	7174.2	1613.9	2474.1	5227.1	2115.7	852.3	4687.6	9541.0	4108.6	2862.5	9214.3	5284.6	5145.4	2919.1	5145.3	1563.7	3923.9	2482.8	1005.3	2801.2	2871.5	6226.4	2968.6	9488.8	7577.9	1499.1	8747.7	13084.2	9338.1	5511.1	8053.0	369.3	568.3	524.5	7211.3	24497.6	24183.2	186721.243722	183470.303618	370191.54734	1207416.0	1203225.534668
sub-0216	1624.4	2548.8	6291.0	2848.1	713.1	5803.0	10940.2	5031.5	3637.5	9239.9	6273.5	4839.8	3287.7	4808.5	1176.0	3449.1	3528.2	712.3	2691.5	3278.7	7214.2	4559.6	13237.6	9318.9	2902.9	10520.8	16049.6	12080.8	8097.9	7563.7	306.6	427.2	755.9	10213.5	2540.0	3095.4	5945.9	3248.8	836.5	5356.5	10190.7	4551.5	3319.9	11178.0	7425.3	5495.4	3527.3	4593.3	1322.5	4265.6	2531.0	1194.9	3039.1	3030.0	6596.9	4569.7	12083.0	9027.5	2071.5	11779.1	16174.5	10980.3	5965.7	7451.1	281.9	461.7	547.3	9083.1	25346.5	25041.5	212971.193819	210139.277958	423110.471776	1407394.0	1187253.773448
