rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0068	704.0	944.0	979.0	918.0	816.0	1896.0	945.0	1036.0	366.0	235.0	1641.0	951.0	260.0	804.0	2991.0	4436.0	361.0	456.0	1883.0	1289.0	1251.0	1726.0	898.0	1680.0	1814.0	1353.0	1603.0	1410.0	1552.0	1624.0	544.0	97.0	245.0	1195.0	603.0	497.0	2054.0	1807.0	293.0	217.0	889.0	2398.0	1366.0	1757.0	1930.0	1018.0	372.0	776.0	825.0	895.0	336.0	1581.0	1857.0	2427.0	206.0	2122.0	826.0	1333.0	478.0	656.0	1292.0	350.0	407.0	943.0	1887.0	753.0	1567.0	1206.0	1030.0	270.0	750.0	801.0	4185.0	178.0	86039.6	1126409.0	1186125.767314
sub-0069	753.0	869.0	850.0	1055.0	782.0	2103.0	907.0	974.0	329.0	212.0	1579.0	940.0	248.0	733.0	2531.0	4880.0	342.0	574.0	1279.0	1110.0	1288.0	1844.0	876.0	1932.0	1671.0	1660.0	1691.0	1175.0	1613.0	1883.0	543.0	332.0	213.0	1016.0	578.0	567.0	1593.0	1713.0	266.0	227.0	914.0	2273.0	1408.0	1693.0	1847.0	826.0	318.0	754.0	890.0	806.0	370.0	1729.0	1574.0	1654.0	262.0	2063.0	565.0	1023.0	380.0	612.0	1199.0	412.0	492.0	1061.0	1096.0	838.0	1541.0	1259.0	865.0	296.0	775.0	976.0	3616.0	235.0	82354.9	1094167.0	1221414.088014
sub-0070	727.0	1071.0	860.0	928.0	879.0	2734.0	1320.0	1285.0	386.0	292.0	2167.0	1016.0	325.0	1016.0	3591.0	5192.0	431.0	726.0	1869.0	1163.0	1200.0	2432.0	1023.0	2229.0	2236.0	1654.0	1535.0	1714.0	1655.0	1681.0	651.0	538.0	275.0	1159.0	873.0	562.0	2356.0	2205.0	250.0	177.0	986.0	3171.0	1428.0	2672.0	2113.0	855.0	374.0	922.0	1095.0	1063.0	464.0	1908.0	2078.0	1809.0	441.0	2072.0	962.0	966.0	730.0	940.0	1633.0	438.0	677.0	1165.0	1866.0	1032.0	2127.0	1095.0	930.0	423.0	801.0	1318.0	4155.0	48.0	99140.3	1292486.0	1755328.487204
sub-0071	679.0	1008.0	939.0	1156.0	849.0	2065.0	1034.0	988.0	373.0	226.0	1743.0	951.0	329.0	717.0	2848.0	4469.0	426.0	632.0	1876.0	1149.0	1422.0	2066.0	828.0	1839.0	2081.0	1750.0	1844.0	1422.0	1527.0	1750.0	583.0	352.0	294.0	1343.0	661.0	673.0	1651.0	2600.0	295.0	162.0	1054.0	2610.0	1201.0	1631.0	2082.0	917.0	503.0	902.0	1100.0	664.0	448.0	1439.0	1536.0	1663.0	294.0	2489.0	686.0	1010.0	605.0	916.0	1459.0	543.0	604.0	933.0	1514.0	997.0	2305.0	1181.0	862.0	272.0	974.0	878.0	5078.0	232.0	91180.1	1249893.0	1634089.751352
sub-0072	915.0	824.0	823.0	850.0	798.0	1963.0	778.0	975.0	406.0	167.0	1385.0	919.0	235.0	490.0	2767.0	4799.0	388.0	511.0	1427.0	1106.0	1164.0	1418.0	753.0	2150.0	2202.0	1700.0	1806.0	1341.0	1664.0	1926.0	556.0	257.0	306.0	1378.0	496.0	481.0	1918.0	2267.0	265.0	191.0	928.0	1739.0	1269.0	1381.0	1957.0	797.0	366.0	807.0	841.0	752.0	302.0	1343.0	1797.0	1831.0	534.0	2530.0	436.0	1048.0	649.0	816.0	1441.0	296.0	530.0	1182.0	1802.0	800.0	1904.0	1057.0	1072.0	255.0	1158.0	1046.0	4103.0	204.0	85735.2	1157016.0	1303487.747039
sub-0073	635.0	600.0	886.0	776.0	636.0	1980.0	826.0	997.0	280.0	199.0	1652.0	752.0	216.0	544.0	3082.0	4261.0	428.0	510.0	1182.0	1183.0	856.0	1768.0	900.0	1912.0	2042.0	1587.0	1794.0	1230.0	2052.0	1536.0	590.0	309.0	261.0	1094.0	489.0	641.0	1741.0	1713.0	233.0	159.0	875.0	2551.0	1233.0	1688.0	2087.0	870.0	396.0	773.0	746.0	680.0	292.0	1324.0	1712.0	1998.0	125.0	1949.0	566.0	722.0	326.0	683.0	1315.0	320.0	732.0	974.0	1166.0	653.0	1372.0	1054.0	959.0	194.0	835.0	941.0	3363.0	253.0	80260.3	1058891.0	1187048.694322
sub-0074	948.0	1085.0	1350.0	1418.0	1058.0	2803.0	1400.0	1568.0	484.0	219.0	1684.0	1121.0	382.0	683.0	4949.0	5439.0	522.0	686.0	2181.0	1483.0	1662.0	2271.0	1050.0	2701.0	3511.0	2273.0	2212.0	1976.0	2118.0	2639.0	670.0	668.0	319.0	1588.0	1035.0	671.0	2304.0	3085.0	324.0	124.0	978.0	2390.0	1443.0	1847.0	2361.0	1106.0	736.0	932.0	1188.0	861.0	287.0	2475.0	2795.0	2400.0	528.0	3254.0	805.0	1339.0	618.0	1142.0	1894.0	426.0	799.0	1423.0	2129.0	1692.0	2406.0	1464.0	1219.0	409.0	1353.0	1402.0	6497.0	214.0	117478.0	1500430.0	1961809.725767
sub-0075	831.0	1169.0	964.0	932.0	1130.0	2279.0	910.0	1075.0	446.0	196.0	1772.0	983.0	309.0	484.0	2813.0	5613.0	514.0	472.0	2010.0	1277.0	1442.0	1947.0	957.0	2096.0	2438.0	2106.0	1927.0	1502.0	1513.0	1987.0	649.0	476.0	255.0	1548.0	782.0	672.0	2054.0	2308.0	375.0	167.0	964.0	2735.0	1325.0	1699.0	1999.0	1072.0	421.0	812.0	1054.0	839.0	281.0	1207.0	1845.0	2115.0	327.0	2928.0	778.0	1141.0	602.0	925.0	1944.0	386.0	645.0	1023.0	1646.0	1290.0	1973.0	1107.0	1145.0	367.0	920.0	1223.0	4610.0	167.0	96894.5	1318890.0	1699569.476078
sub-0076	618.0	1141.0	977.0	1319.0	1090.0	2320.0	1194.0	1265.0	473.0	278.0	1766.0	1181.0	298.0	816.0	3698.0	5510.0	823.0	516.0	2172.0	1178.0	1635.0	2497.0	1081.0	2126.0	2545.0	2577.0	2457.0	1350.0	1798.0	2268.0	624.0	472.0	304.0	1543.0	780.0	789.0	2280.0	2514.0	354.0	200.0	987.0	2485.0	1609.0	2052.0	1905.0	1201.0	422.0	973.0	1075.0	1195.0	430.0	1930.0	1944.0	2548.0	604.0	3374.0	706.0	1120.0	683.0	969.0	1515.0	388.0	684.0	1118.0	2004.0	1069.0	1916.0	1741.0	943.0	285.0	1244.0	1085.0	5667.0	222.0	106922.0	1389071.0	1624560.177194
sub-0077	503.0	833.0	741.0	928.0	674.0	2047.0	1160.0	991.0	362.0	276.0	1604.0	974.0	260.0	745.0	2228.0	4226.0	509.0	640.0	1252.0	981.0	1211.0	1696.0	727.0	1773.0	1949.0	1634.0	1403.0	1177.0	1406.0	1465.0	537.0	165.0	264.0	1113.0	557.0	602.0	1728.0	1765.0	281.0	207.0	991.0	2083.0	1267.0	1913.0	1746.0	849.0	432.0	776.0	911.0	502.0	228.0	1418.0	1138.0	1834.0	193.0	2239.0	549.0	933.0	417.0	607.0	1462.0	200.0	522.0	817.0	1537.0	769.0	1674.0	1128.0	682.0	273.0	857.0	651.0	3905.0	237.0	79335.5	1031018.0	1438180.560507
sub-0078	758.0	808.0	861.0	866.0	1114.0	2233.0	1244.0	1034.0	383.0	243.0	1619.0	1030.0	311.0	919.0	2925.0	4929.0	403.0	401.0	1587.0	1186.0	1201.0	1905.0	741.0	2061.0	2308.0	1690.0	1787.0	1197.0	1797.0	1858.0	606.0	299.0	305.0	1444.0	536.0	692.0	2025.0	1964.0	285.0	330.0	1037.0	2439.0	1350.0	1920.0	2006.0	921.0	428.0	835.0	1016.0	809.0	413.0	1556.0	2149.0	1996.0	159.0	2294.0	809.0	960.0	521.0	637.0	1182.0	345.0	443.0	982.0	1834.0	949.0	1532.0	1220.0	1019.0	252.0	796.0	977.0	4805.0	307.0	90784.2	1163738.0	1405179.745512
sub-0079	642.0	982.0	888.0	1125.0	963.0	2424.0	1307.0	1250.0	428.0	263.0	2483.0	1361.0	385.0	908.0	3867.0	5274.0	551.0	667.0	1652.0	1496.0	1627.0	2490.0	783.0	2168.0	1912.0	2670.0	1567.0	1311.0	1781.0	1867.0	626.0	215.0	335.0	1656.0	532.0	1023.0	1716.0	2017.0	414.0	161.0	1450.0	2771.0	1391.0	2398.0	1951.0	966.0	484.0	867.0	1153.0	564.0	468.0	2125.0	1987.0	2109.0	189.0	2863.0	744.0	1467.0	581.0	935.0	1429.0	411.0	593.0	1039.0	1945.0	1129.0	1611.0	1165.0	1039.0	319.0	985.0	912.0	4191.0	342.0	100356.0	1237550.0	1670680.937755
sub-0080	826.0	929.0	858.0	792.0	914.0	2295.0	932.0	1037.0	342.0	172.0	1470.0	864.0	269.0	504.0	2632.0	4581.0	474.0	456.0	1558.0	994.0	1414.0	1813.0	1033.0	1934.0	2385.0	1787.0	1704.0	1238.0	1591.0	1771.0	604.0	160.0	292.0	1301.0	467.0	558.0	1876.0	2301.0	328.0	122.0	954.0	2060.0	1322.0	1351.0	2059.0	973.0	369.0	873.0	855.0	907.0	260.0	1313.0	1878.0	1617.0	445.0	2580.0	626.0	853.0	866.0	754.0	1525.0	537.0	562.0	1103.0	1710.0	918.0	1585.0	945.0	742.0	350.0	730.0	1206.0	4849.0	313.0	87566.3	1152858.0	1245058.25468
sub-0081	731.0	1031.0	1156.0	1402.0	1111.0	2625.0	1197.0	1176.0	389.0	214.0	1930.0	1470.0	327.0	920.0	3279.0	6108.0	472.0	886.0	1895.0	1388.0	1757.0	2758.0	1220.0	2233.0	2432.0	2221.0	1888.0	1783.0	2168.0	2023.0	758.0	558.0	326.0	1637.0	828.0	766.0	2101.0	3216.0	314.0	275.0	947.0	2951.0	1378.0	2225.0	2429.0	1063.0	435.0	895.0	1181.0	1042.0	384.0	2124.0	1833.0	1698.0	418.0	2488.0	943.0	1040.0	831.0	1136.0	1807.0	378.0	743.0	1140.0	2076.0	1068.0	1961.0	1276.0	1558.0	424.0	1012.0	1449.0	5896.0	272.0	109470.0	1429029.0	1813905.93453
sub-0082	819.0	752.0	1141.0	868.0	955.0	2081.0	1008.0	1096.0	451.0	205.0	1481.0	953.0	387.0	567.0	3141.0	4991.0	540.0	445.0	1394.0	1204.0	1353.0	1766.0	845.0	1856.0	2189.0	1643.0	1882.0	1504.0	1603.0	1762.0	629.0	269.0	211.0	1144.0	550.0	548.0	1740.0	1948.0	404.0	233.0	818.0	2167.0	1261.0	1791.0	2209.0	1118.0	392.0	710.0	918.0	700.0	222.0	1347.0	1948.0	1829.0	580.0	2432.0	389.0	1045.0	321.0	637.0	1423.0	358.0	718.0	1194.0	1400.0	1076.0	1993.0	1300.0	727.0	305.0	958.0	983.0	4295.0	119.0	88240.0	1204055.0	1664552.018743
sub-0083	645.0	895.0	793.0	1046.0	814.0	2399.0	1171.0	1196.0	557.0	203.0	1545.0	1060.0	348.0	1052.0	3805.0	4655.0	429.0	621.0	1674.0	1301.0	1100.0	2045.0	949.0	2275.0	2847.0	1934.0	2017.0	1520.0	1684.0	1904.0	675.0	197.0	323.0	1277.0	642.0	516.0	2087.0	2330.0	330.0	231.0	988.0	2371.0	1047.0	1540.0	2025.0	703.0	394.0	868.0	1076.0	887.0	403.0	1843.0	1728.0	1859.0	427.0	2829.0	678.0	1277.0	501.0	695.0	1599.0	397.0	641.0	1173.0	1691.0	1053.0	1994.0	1103.0	990.0	315.0	941.0	1149.0	4742.0	295.0	95310.1	1263837.0	1642311.48061
sub-0084	749.0	1044.0	1069.0	1068.0	921.0	2485.0	1117.0	1147.0	355.0	207.0	1760.0	1155.0	240.0	721.0	3053.0	5145.0	513.0	538.0	1821.0	1111.0	1450.0	2224.0	704.0	2212.0	2328.0	1785.0	2047.0	1310.0	1730.0	1899.0	627.0	433.0	310.0	1370.0	591.0	694.0	1824.0	1959.0	262.0	268.0	994.0	2455.0	1276.0	2153.0	1967.0	942.0	381.0	845.0	1014.0	718.0	466.0	1668.0	1725.0	2152.0	239.0	2363.0	730.0	987.0	438.0	755.0	1499.0	391.0	553.0	1215.0	1880.0	778.0	1702.0	1146.0	964.0	366.0	724.0	776.0	4242.0	198.0	92947.3	1251650.0	1375169.673746
sub-0085	573.0	748.0	694.0	878.0	685.0	1815.0	872.0	729.0	290.0	188.0	1377.0	1039.0	268.0	841.0	2136.0	3309.0	275.0	364.0	1354.0	930.0	1014.0	1945.0	694.0	1691.0	1356.0	1185.0	1212.0	992.0	1336.0	1280.0	456.0	317.0	213.0	1133.0	671.0	475.0	1447.0	1696.0	306.0	124.0	785.0	2095.0	1059.0	1701.0	1597.0	702.0	381.0	675.0	801.0	782.0	341.0	1510.0	1433.0	1477.0	250.0	1547.0	565.0	993.0	536.0	618.0	1114.0	294.0	465.0	949.0	1256.0	772.0	1154.0	1278.0	580.0	152.0	734.0	773.0	3448.0	175.0	71901.1	962921.0	1025878.102196
sub-0086	709.0	977.0	893.0	1267.0	802.0	2491.0	1033.0	1156.0	400.0	207.0	1500.0	997.0	404.0	873.0	3176.0	5349.0	452.0	498.0	1830.0	1273.0	1646.0	1932.0	1205.0	2172.0	2746.0	2013.0	1615.0	1502.0	1899.0	1551.0	576.0	440.0	299.0	1409.0	488.0	920.0	1451.0	1991.0	289.0	238.0	1130.0	2181.0	1187.0	1729.0	2100.0	798.0	488.0	923.0	1177.0	873.0	357.0	1699.0	1467.0	2362.0	562.0	2292.0	571.0	1320.0	422.0	873.0	1494.0	494.0	673.0	1175.0	1846.0	1135.0	1816.0	1323.0	1092.0	257.0	812.0	821.0	4820.0	303.0	95244.2	1277219.0	1557559.838422
sub-0087	805.0	1066.0	843.0	1055.0	909.0	2188.0	1092.0	959.0	296.0	151.0	1485.0	939.0	248.0	635.0	2369.0	4643.0	413.0	524.0	1652.0	946.0	1485.0	1587.0	1037.0	1886.0	2210.0	1853.0	1524.0	1101.0	1472.0	1871.0	559.0	404.0	239.0	1140.0	560.0	703.0	1919.0	2009.0	309.0	232.0	966.0	2403.0	1374.0	1756.0	1853.0	977.0	444.0	838.0	918.0	981.0	315.0	1554.0	1701.0	1524.0	418.0	2115.0	737.0	917.0	620.0	792.0	1441.0	349.0	556.0	1075.0	1700.0	1012.0	1411.0	1487.0	691.0	308.0	991.0	1007.0	3595.0	230.0	86375.6	1135006.0	1199212.396541
sub-0088	818.0	1153.0	1014.0	1494.0	1067.0	2718.0	1166.0	1370.0	396.0	179.0	1929.0	1011.0	272.0	637.0	3663.0	6436.0	694.0	869.0	1916.0	1404.0	1750.0	1805.0	1018.0	2528.0	2219.0	1736.0	2064.0	1502.0	2119.0	2138.0	656.0	340.0	371.0	1852.0	788.0	831.0	2020.0	2638.0	280.0	247.0	1190.0	2555.0	1525.0	1841.0	2419.0	927.0	475.0	1008.0	1051.0	1020.0	328.0	1487.0	2139.0	2577.0	326.0	2621.0	570.0	1173.0	857.0	959.0	1344.0	341.0	739.0	1392.0	2387.0	1003.0	1678.0	1530.0	1077.0	240.0	1065.0	1223.0	5648.0	307.0	106132.0	1367947.0	1749974.361296
sub-0089	739.0	966.0	862.0	1102.0	983.0	2496.0	1045.0	1076.0	388.0	254.0	1608.0	927.0	304.0	756.0	3353.0	4673.0	376.0	388.0	1776.0	992.0	1287.0	2189.0	863.0	2119.0	2250.0	1929.0	1822.0	1382.0	1600.0	1756.0	722.0	213.0	250.0	1444.0	717.0	504.0	2010.0	2085.0	252.0	206.0	890.0	2459.0	1242.0	2014.0	1821.0	790.0	365.0	836.0	829.0	901.0	328.0	1675.0	1625.0	1852.0	288.0	2328.0	570.0	1064.0	541.0	697.0	1220.0	403.0	639.0	1151.0	1689.0	872.0	1769.0	1394.0	766.0	364.0	784.0	1121.0	3955.0	289.0	90196.1	1109753.0	1266847.45001
sub-0090	641.0	989.0	908.0	1050.0	781.0	2337.0	976.0	1054.0	456.0	187.0	1273.0	920.0	246.0	456.0	2930.0	4062.0	419.0	490.0	1450.0	925.0	1369.0	1872.0	826.0	1953.0	1894.0	1908.0	1638.0	1551.0	1931.0	1851.0	664.0	154.0	265.0	1333.0	554.0	555.0	1794.0	2323.0	302.0	201.0	971.0	1768.0	1230.0	1282.0	2309.0	666.0	489.0	830.0	898.0	670.0	261.0	1449.0	1407.0	1524.0	181.0	2184.0	576.0	774.0	659.0	728.0	1399.0	416.0	508.0	1175.0	1564.0	1000.0	1934.0	1046.0	1198.0	224.0	865.0	1218.0	4270.0	274.0	85434.0	1083879.0	1379263.516306
sub-0091	697.0	1009.0	978.0	1125.0	1007.0	2358.0	1131.0	1134.0	531.0	261.0	1911.0	1154.0	396.0	799.0	3088.0	5652.0	670.0	779.0	1218.0	1129.0	1441.0	2164.0	668.0	2031.0	2388.0	2240.0	1692.0	1465.0	1791.0	1888.0	632.0	218.0	298.0	1422.0	587.0	636.0	2256.0	2393.0	382.0	208.0	1027.0	2464.0	1408.0	2134.0	2076.0	1061.0	533.0	856.0	1279.0	748.0	322.0	1639.0	1955.0	1990.0	481.0	2889.0	464.0	933.0	425.0	1104.0	1459.0	342.0	667.0	1072.0	2013.0	997.0	1872.0	1136.0	1002.0	312.0	712.0	1280.0	4490.0	297.0	97272.0	1197099.0	1582574.563044
sub-0092	693.0	1036.0	1040.0	1350.0	1098.0	2536.0	1083.0	1103.0	362.0	198.0	1698.0	1043.0	251.0	785.0	3039.0	5164.0	543.0	514.0	1946.0	1234.0	1704.0	2119.0	703.0	1941.0	1877.0	2199.0	1763.0	1373.0	1519.0	2131.0	589.0	550.0	294.0	1528.0	743.0	704.0	2009.0	2370.0	348.0	198.0	1107.0	2602.0	1183.0	1718.0	1991.0	1037.0	411.0	954.0	1167.0	476.0	449.0	1774.0	1723.0	2469.0	276.0	2471.0	785.0	1173.0	915.0	1052.0	1705.0	400.0	630.0	1131.0	1385.0	951.0	1675.0	1095.0	940.0	322.0	1117.0	762.0	4834.0	281.0	96339.8	1297126.0	1766651.713107
sub-0093	690.0	932.0	828.0	1027.0	724.0	2134.0	938.0	1057.0	430.0	195.0	1633.0	912.0	300.0	741.0	2748.0	3646.0	530.0	437.0	1434.0	1138.0	1347.0	2142.0	723.0	1990.0	1836.0	1447.0	2067.0	1086.0	1520.0	1981.0	612.0	356.0	311.0	1204.0	526.0	598.0	1648.0	2045.0	305.0	104.0	826.0	2235.0	1285.0	1732.0	1802.0	783.0	306.0	869.0	784.0	652.0	288.0	1824.0	1796.0	1867.0	407.0	2151.0	713.0	1056.0	508.0	709.0	1400.0	303.0	487.0	1012.0	1756.0	994.0	1729.0	1274.0	842.0	298.0	1151.0	1183.0	4291.0	181.0	85817.3	1087119.0	1460791.342004
sub-0094	757.0	909.0	912.0	925.0	917.0	2175.0	940.0	1083.0	346.0	175.0	1549.0	829.0	376.0	452.0	3034.0	3897.0	459.0	566.0	1415.0	1149.0	1049.0	2374.0	652.0	1988.0	2062.0	1423.0	1839.0	1318.0	1511.0	1819.0	610.0	304.0	254.0	1132.0	662.0	464.0	1620.0	2107.0	347.0	152.0	817.0	2241.0	1172.0	1480.0	1932.0	923.0	412.0	757.0	922.0	467.0	365.0	1568.0	1721.0	1713.0	352.0	2895.0	499.0	1050.0	612.0	658.0	1514.0	395.0	619.0	1076.0	1356.0	910.0	1668.0	916.0	814.0	115.0	806.0	660.0	4688.0	135.0	84782.5	1090472.0	1225095.466245
sub-0095	747.0	1106.0	916.0	1004.0	893.0	2408.0	938.0	1046.0	423.0	229.0	1701.0	972.0	341.0	524.0	2967.0	4866.0	410.0	475.0	1963.0	1253.0	1287.0	2090.0	840.0	1837.0	2131.0	1703.0	1899.0	1398.0	1577.0	1593.0	552.0	277.0	232.0	1341.0	548.0	477.0	1698.0	1998.0	218.0	179.0	807.0	2520.0	1214.0	1849.0	1924.0	789.0	502.0	842.0	1017.0	789.0	238.0	1458.0	1724.0	2196.0	274.0	2417.0	849.0	1174.0	628.0	766.0	1363.0	352.0	632.0	985.0	1933.0	871.0	1724.0	1347.0	1006.0	103.0	897.0	914.0	4301.0	186.0	89645.8	1176761.0	1393838.718019
sub-0096	717.0	789.0	875.0	856.0	935.0	1890.0	890.0	1033.0	478.0	229.0	1233.0	823.0	270.0	417.0	2607.0	3918.0	359.0	554.0	1412.0	858.0	1112.0	1659.0	764.0	1964.0	2019.0	1492.0	1742.0	1274.0	1672.0	1641.0	653.0	338.0	202.0	1301.0	495.0	544.0	1793.0	2027.0	336.0	221.0	831.0	1884.0	1060.0	1369.0	1951.0	764.0	350.0	775.0	920.0	795.0	177.0	1085.0	1858.0	1483.0	398.0	2145.0	536.0	965.0	609.0	741.0	1162.0	323.0	604.0	955.0	1402.0	1107.0	1827.0	1166.0	853.0	350.0	892.0	1165.0	4328.0	218.0	81441.2	1103258.0	1267541.963561
sub-0097	611.0	975.0	805.0	817.0	810.0	1812.0	904.0	970.0	334.0	211.0	1468.0	780.0	282.0	714.0	2720.0	4662.0	440.0	481.0	1354.0	1168.0	1374.0	1696.0	742.0	1889.0	1934.0	2021.0	1833.0	1387.0	1893.0	1818.0	530.0	258.0	255.0	1178.0	509.0	466.0	1720.0	1864.0	242.0	200.0	792.0	2451.0	1274.0	1521.0	2047.0	868.0	382.0	709.0	861.0	494.0	409.0	1456.0	1402.0	2140.0	195.0	2402.0	509.0	1033.0	414.0	642.0	1335.0	289.0	506.0	985.0	1595.0	774.0	1981.0	1131.0	1025.0	261.0	780.0	865.0	4114.0	229.0	83998.7	1105184.0	1291641.31448
sub-0098	798.0	1078.0	956.0	1319.0	934.0	3008.0	1251.0	1296.0	443.0	233.0	1618.0	1314.0	295.0	682.0	3511.0	4707.0	393.0	483.0	2109.0	1259.0	2028.0	2049.0	1608.0	2378.0	1843.0	2106.0	1492.0	1316.0	1848.0	1901.0	657.0	436.0	296.0	1244.0	797.0	840.0	2272.0	2148.0	337.0	183.0	1136.0	2271.0	1496.0	1815.0	2392.0	1089.0	443.0	904.0	1210.0	1395.0	385.0	1876.0	2009.0	2132.0	410.0	2579.0	754.0	1248.0	774.0	1127.0	1615.0	446.0	744.0	1404.0	1601.0	1224.0	1359.0	1215.0	1052.0	391.0	1191.0	1160.0	4289.0	307.0	100905.0	1324428.0	1767706.388905
sub-0099	832.0	1217.0	1050.0	1490.0	1066.0	2309.0	1035.0	1155.0	540.0	332.0	2349.0	1295.0	274.0	592.0	3164.0	5013.0	431.0	776.0	1953.0	1368.0	1427.0	2866.0	819.0	2331.0	1994.0	1867.0	1924.0	1549.0	1893.0	1837.0	659.0	462.0	266.0	1403.0	656.0	611.0	1931.0	2246.0	291.0	116.0	999.0	3776.0	1568.0	2569.0	2168.0	897.0	432.0	794.0	917.0	668.0	503.0	1367.0	2278.0	2262.0	277.0	2357.0	1362.0	1110.0	580.0	849.0	1481.0	387.0	704.0	1275.0	1765.0	1153.0	1982.0	1182.0	1302.0	155.0	1211.0	1095.0	4321.0	249.0	101387.0	1340357.0	1787979.018134
sub-0100	819.0	912.0	1239.0	1215.0	889.0	2389.0	1237.0	1376.0	446.0	200.0	1580.0	904.0	285.0	548.0	3400.0	5992.0	555.0	450.0	1654.0	1172.0	1492.0	1987.0	749.0	2335.0	2552.0	2055.0	2071.0	1604.0	2071.0	2071.0	769.0	403.0	268.0	1484.0	694.0	656.0	2205.0	2356.0	293.0	165.0	1118.0	2264.0	1512.0	1485.0	2214.0	1193.0	483.0	889.0	1053.0	710.0	310.0	1545.0	1765.0	2333.0	455.0	3223.0	668.0	1270.0	512.0	740.0	1514.0	359.0	660.0	1273.0	1731.0	1339.0	2146.0	1468.0	1225.0	361.0	989.0	1260.0	4724.0	221.0	100553.0	1326269.0	1662847.267452
sub-0101	603.0	980.0	838.0	1130.0	742.0	2001.0	876.0	1073.0	363.0	172.0	1388.0	867.0	267.0	621.0	2614.0	3927.0	457.0	366.0	1491.0	1002.0	1610.0	2155.0	885.0	2182.0	2384.0	1871.0	1669.0	1355.0	1645.0	1717.0	634.0	443.0	256.0	1253.0	710.0	612.0	1699.0	1956.0	186.0	138.0	957.0	1877.0	1226.0	1759.0	1864.0	926.0	360.0	829.0	958.0	797.0	391.0	1562.0	1372.0	1701.0	239.0	2477.0	464.0	1199.0	600.0	832.0	1284.0	323.0	642.0	1055.0	1489.0	869.0	1769.0	1019.0	640.0	342.0	958.0	819.0	4681.0	233.0	85648.1	1170530.0	1448074.530533
sub-0102	760.0	1081.0	1077.0	1309.0	870.0	2815.0	1269.0	1339.0	430.0	225.0	1697.0	1093.0	340.0	995.0	3454.0	5162.0	574.0	886.0	2033.0	1137.0	1430.0	2053.0	671.0	2507.0	3287.0	2465.0	2337.0	1541.0	1675.0	2302.0	699.0	408.0	308.0	1739.0	837.0	890.0	2781.0	3243.0	315.0	234.0	1103.0	2411.0	1323.0	1610.0	1897.0	1093.0	467.0	764.0	1143.0	851.0	445.0	1692.0	1991.0	2075.0	364.0	3347.0	820.0	1043.0	728.0	1225.0	1786.0	438.0	848.0	1334.0	2373.0	1169.0	2314.0	1218.0	955.0	211.0	1211.0	1539.0	6405.0	286.0	108749.0	1366345.0	1743921.110547
