Measure:mean	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
sub-0072	98.7774	102.1601	96.5319	90.9143	84.2886	91.7426	100.7429	89.7075	99.7841	94.1464	95.2088	88.6673	93.7129	90.239	88.8297	95.4698	95.5599	88.2448	96.2433	91.5668	93.5523	100.2378	95.8876	98.2293	97.6873	97.5317	96.157	97.7259	94.863	97.9267	89.9924	78.3564	95.6113	92.6585	94.4569	101.1573	96.8191	92.4881	81.1479	89.4992	96.5995	87.2362	99.1983	91.6806	93.1153	84.5539	94.5768	87.7081	86.6558	95.7641	95.4814	87.574	93.5326	86.6324	92.6034	99.2279	94.5498	97.1642	101.0058	95.7185	95.7714	97.8164	91.7117	98.1457	89.8112	76.373	93.9278	90.8757	101.3867	100.3502
sub-0073	97.3067	104.2053	97.2436	93.8598	79.1341	90.9367	97.9487	87.5211	104.1315	91.5256	93.1083	90.1404	92.5179	85.8185	87.534	96.1876	95.2953	84.9731	92.9637	91.8301	90.89	104.4812	95.0863	99.105	99.9061	95.2097	93.7624	95.9007	91.2767	95.8339	88.1333	73.8604	94.2492	93.4554	97.3568	104.6191	93.7551	95.1664	79.0081	89.7615	94.2998	83.7764	103.9568	90.7168	96.6119	92.1569	95.6436	87.6862	87.5617	98.2484	94.6277	83.9501	91.0175	93.5778	90.9632	103.9618	94.363	98.5731	104.3915	94.767	94.2057	95.2326	89.2699	97.2084	86.9179	73.9945	95.5326	91.9042	102.1196	102.3245
sub-0074	99.5041	102.9181	96.7187	89.0462	83.065	92.8509	98.2314	90.5889	101.7168	90.9666	92.4993	88.8984	93.7184	90.9908	92.7196	96.4544	97.8932	87.6552	95.7445	88.0109	94.9169	100.7723	96.0001	98.0443	95.6913	96.4313	96.0213	97.0004	93.473	98.2688	92.9648	74.6645	95.9189	92.176	99.4949	100.394	93.479	86.5655	83.0025	90.3283	96.0157	88.371	101.7355	88.2113	95.5845	87.3984	95.8137	88.9924	91.1905	95.7254	97.0345	88.0198	95.4164	84.799	92.0414	99.8051	94.4621	96.9612	97.5718	95.3533	94.5386	96.6877	92.1544	97.8053	92.1012	78.9487	94.7427	90.8891	100.9402	100.293
sub-0075	98.8446	103.7796	97.0447	95.6119	79.2813	89.7643	99.5268	89.0349	101.9164	93.3959	95.0526	89.0718	90.5654	93.6577	89.6467	95.2079	98.1515	88.8692	96.3757	87.894	92.0725	102.1464	94.966	99.4281	99.4219	97.2182	94.9394	99.1385	96.8776	98.4812	88.8992	82.9423	96.7534	94.2145	96.6909	103.3232	94.8693	93.5265	78.7365	88.3113	95.0601	86.428	103.3534	90.4041	96.4455	88.1401	98.5776	88.5042	88.8087	96.4674	97.4427	86.1472	94.1817	84.7053	90.9454	102.5629	94.3646	98.3654	99.9212	96.4684	96.5686	96.5685	92.0657	95.5021	91.4348	79.9873	99.9459	91.6048	100.7997	100.3353
sub-0076	99.1934	100.9562	97.9435	94.4597	83.1102	92.8375	99.1729	89.774	102.7327	95.3286	93.7023	88.8735	97.2149	91.7737	91.7261	95.7803	100.2084	86.3843	95.4421	87.4254	94.3708	101.2732	96.6357	99.5441	100.1055	98.0912	95.6769	97.6911	95.2723	98.7298	94.5461	78.6603	99.8392	93.4882	98.6492	100.8661	96.2882	93.9784	80.9902	90.3577	98.616	88.4332	103.3084	95.3624	95.8853	90.359	98.8834	91.1005	89.2085	96.9323	98.4937	85.9236	93.7379	90.0195	93.6941	101.623	95.0483	99.9006	99.1412	95.7515	95.724	96.7252	93.825	98.3361	91.1482	79.3932	100.2326	92.1176	100.9842	100.9675
sub-0077	95.3903	101.7806	96.5279	99.3453	75.8883	89.1871	99.6308	87.6611	98.2844	94.602	92.8095	88.3698	89.5248	88.021	84.472	95.2068	97.4055	89.5493	95.4284	93.7659	93.1013	98.5128	94.7002	97.0728	98.2348	96.9158	93.1505	97.9986	93.4828	99.3578	92.4352	75.5567	94.0855	92.7383	96.6434	100.485	95.7877	96.0034	73.3549	86.6346	96.8634	86.2691	99.4459	92.2784	94.7376	88.7692	93.7081	88.5685	83.9276	96.7366	96.2267	91.9151	95.7772	92.0688	92.9358	98.6857	94.7393	97.5282	99.3557	96.5532	93.5306	97.614	90.2311	98.2528	92.365	76.7386	92.8224	91.1251	97.8753	98.5713
sub-0078	96.6795	103.7431	96.1072	94.7044	83.9481	91.4566	98.0278	90.0161	100.1677	90.6116	95.1362	86.5639	96.3953	90.2566	90.6692	97.3274	98.7891	91.1917	97.3536	90.2535	92.9909	100.9395	96.0276	99.0867	99.8682	96.709	94.546	97.8686	94.0383	97.1714	85.369	80.3475	96.0594	93.9809	99.3678	103.4521	94.4038	94.5231	82.5664	91.0586	96.9282	89.0776	101.368	91.4606	94.881	89.5292	95.7341	91.0752	90.396	98.2874	96.4971	87.1897	93.4064	90.9581	93.0644	101.4311	95.7002	99.1695	101.3991	94.8151	95.2503	96.9331	93.2819	98.2328	88.0564	80.8844	94.9349	91.6498	100.6121	100.459
sub-0079	99.4455	102.0689	97.7855	92.8264	81.8679	90.7681	99.0783	91.9789	98.9131	94.1454	94.7286	87.3271	92.4016	91.6455	88.981	96.3921	97.2954	90.6616	97.5691	90.3258	94.5284	98.3556	96.0501	98.2029	95.3731	96.043	94.8128	97.682	95.437	99.7469	91.6863	80.939	95.0604	92.0974	96.4787	99.8051	95.5201	92.2637	79.1855	89.7357	97.6599	88.554	98.6925	94.392	94.5005	89.035	96.441	87.9933	87.3034	96.9128	95.4114	88.4359	94.7279	90.5154	93.8996	97.1225	94.624	97.3965	97.9053	94.7541	94.4792	96.4444	91.8948	97.6139	88.4089	79.1062	92.7052	92.1158	99.2145	98.9843
sub-0080	97.5433	100.4584	97.0598	91.702	82.6637	93.2018	97.6704	90.0889	102.2956	95.1522	94.8665	90.0813	94.334	91.4371	89.3983	95.4258	97.3757	86.859	96.8734	89.5847	93.2344	99.6572	95.6238	97.9525	96.5017	96.8749	93.6391	97.3062	94.957	96.9763	89.5773	79.7746	98.071	93.8039	97.3468	101.1682	95.5935	92.9982	80.0083	90.7666	96.1514	87.8216	102.4639	92.6976	97.0905	88.3947	96.4979	88.9969	87.3474	96.7371	96.2983	88.9937	95.6131	86.9781	91.8338	100.4981	94.8444	98.6815	101.2279	96.5263	94.5197	96.4668	90.89	96.5741	89.3297	77.2263	97.11	92.0463	102.0876	101.2482
sub-0081	96.5095	103.0395	97.6917	91.7816	84.0152	90.975	98.5068	92.0612	98.6022	93.4024	93.6828	88.6469	94.5365	89.5206	89.9602	95.9839	97.7623	87.5855	94.5349	90.0324	94.4849	99.6971	96.3757	97.9208	99.4027	96.5025	95.8328	98.0405	94.2214	99.7385	93.2923	77.5058	96.7451	93.2493	97.9101	101.6007	94.9713	90.93	81.3473	90.0275	97.7508	87.2885	99.0704	93.2643	95.0382	89.1388	96.8215	88.0251	89.5773	94.9555	94.3898	90.195	94.3731	88.8557	94.0379	99.7472	94.6873	98.4539	101.2591	95.8275	94.6033	98.1337	92.359	98.5871	94.5025	79.4686	97.3565	89.9319	100.63	99.7101
sub-0082	97.3239	102.9818	96.5431	94.0032	81.3411	92.4654	98.0837	89.3474	99.6922	93.7549	92.6897	88.0399	92.0064	89.6205	89.129	95.5817	96.3057	86.7958	96.3072	91.3269	90.8223	100.0332	94.5323	97.5613	97.6082	97.628	95.3429	99.1249	91.9394	96.6862	91.0151	79.5743	95.347	91.3958	98.7524	101.7583	96.5971	92.7159	80.1769	91.8352	96.6536	89.5258	99.9123	93.5007	93.8381	91.2565	95.8024	91.8006	90.1022	96.4533	97.6372	87.0978	94.1723	92.3135	92.8756	99.183	94.9844	97.318	99.5992	95.7932	94.8025	97.9305	92.3779	99.3792	88.8056	79.8539	96.54	90.2778	100.6556	100.7107
sub-0083	97.638	101.8141	95.2155	94.747	81.7917	91.6577	98.7729	88.1087	100.9415	93.5704	93.1776	87.2006	95.0375	89.0224	88.1199	91.994	94.713	85.2083	91.8835	86.5364	91.7183	98.8802	93.8487	98.8106	100.0829	95.9146	93.9002	97.1288	94.4184	97.4878	85.082	77.627	98.1169	93.488	97.6446	102.4209	93.2847	93.1889	80.6295	90.6957	95.6923	85.6605	99.5483	91.1588	94.6069	86.9381	97.1657	88.1381	88.8656	92.8621	93.9108	87.9681	92.3415	87.551	92.2727	97.5984	93.188	97.856	101.6505	95.4729	93.8631	95.8577	91.1152	97.2522	88.1756	77.0833	94.8935	92.1531	99.3042	100.0659
sub-0084	97.4762	104.44	96.2905	95.5754	81.9903	91.7288	96.1615	90.5893	104.8878	87.8227	95.1822	92.6791	96.3813	92.0386	93.8491	94.1763	98.3102	87.7107	96.128	93.6675	90.8084	104.2983	95.0122	99.2975	100.4808	96.52	93.9003	97.4426	95.8688	98.1637	86.5748	76.8283	101.1843	95.9609	96.6882	106.7386	94.6551	93.6307	79.5054	90.3484	94.5328	86.0747	105.7573	88.1942	96.5123	92.399	97.6095	86.1961	91.0999	95.3944	95.8792	86.1393	93.685	93.179	89.83	104.8954	93.3687	101.5155	105.1261	95.843	94.7288	95.2688	91.0614	95.5925	85.9809	79.3742	96.3304	94.3282	103.4234	103.3859
sub-0085	95.8944	102.6269	97.8354	94.312	78.6624	91.6629	96.8564	90.7253	102.0894	93.5187	93.1273	90.8879	90.1536	91.0516	90.7578	96.0575	98.5081	85.9383	94.8629	93.4962	93.5782	101.6628	96.2755	98.8177	98.8485	96.0609	94.9205	95.8181	94.4163	98.501	84.1065	75.0423	99.6225	94.1658	96.8009	102.6494	96.3974	94.3784	75.8344	90.9101	94.8613	88.4009	102.7074	92.8437	96.6294	92.0504	94.97	88.8971	88.9428	97.4994	98.4558	90.3056	96.1802	93.8127	91.385	101.5435	95.1678	97.9805	102.4359	96.4142	94.1403	94.966	91.5389	97.473	86.1304	79.2393	96.3344	92.915	101.6935	101.6171
sub-0086	98.0927	100.2735	97.2902	90.3482	78.7996	91.2659	99.2042	90.0505	100.0496	91.8472	93.8552	87.8773	95.1418	93.059	89.4025	96.3215	96.1692	88.4698	95.3401	86.3105	94.4888	99.2759	96.5736	97.6384	97.0181	96.3838	94.1275	98.6163	96.7806	98.3945	93.8151	73.8956	98.7783	92.2631	98.8165	97.2986	95.5474	92.8095	75.0649	90.7669	96.856	90.4504	100.1602	92.2425	95.1209	89.0268	95.5114	89.8264	87.4149	96.0331	96.266	88.1237	94.1544	89.7749	94.2536	98.0384	96.2926	97.8881	99.1045	94.091	94.2082	97.6058	93.893	98.6001	87.6483	73.8344	97.5145	92.5721	99.5514	99.807
sub-0087	92.1424	106.4207	95.345	95.9283	78.2471	91.2561	95.8408	86.2614	103.2395	89.278	93.7201	92.0207	94.8814	85.471	89.3887	94.6326	94.4644	82.9947	94.3159	94.3413	90.4164	101.8072	92.5492	101.1188	100.3463	95.077	92.9011	94.8722	91.3071	94.1261	86.4622	69.9194	94.7891	92.5037	98.9413	100.4564	91.6364	94.7965	76.6945	90.9622	93.2441	84.8675	104.5445	89.6968	94.2876	92.208	94.2152	86.4175	87.9781	95.1948	96.7543	82.6526	91.1273	92.223	87.4756	101.156	91.9696	99.3424	105.4629	92.7018	92.8538	93.7614	89.905	95.1547	83.6778	73.7741	96.9323	93.9417	102.816	102.8295
sub-0088	98.0776	103.1782	96.8798	89.1081	81.2782	89.7596	98.5255	89.1292	101.2435	90.6269	92.9214	84.9404	89.1721	89.6375	88.3555	95.41	97.0455	88.1987	95.5821	82.5284	95.1036	97.9222	96.8636	97.0968	95.8918	96.283	93.8501	96.9793	93.7542	99.8148	88.374	79.3692	94.4408	93.3897	98.8617	101.1325	95.8634	90.8634	80.6996	87.9225	96.4357	88.3519	101.0207	92.298	95.1961	86.5529	94.5037	88.561	88.1337	94.8672	95.6377	88.7914	93.7127	85.2255	92.9641	97.5527	95.0396	97.3473	100.1455	95.2464	94.738	96.7878	90.6958	96.7572	87.6381	78.7073	94.3928	91.8262	98.8965	99.6542
sub-0089	100.4543	100.2051	96.4969	94.6883	83.0687	92.7162	97.0032	89.6677	101.4848	93.2778	94.7823	92.2756	94.4526	92.0121	88.5228	96.3443	97.2557	87.3889	96.223	95.3092	93.9547	100.9955	96.1315	98.5525	95.8922	96.9151	95.6657	95.8982	95.4897	99.0875	86.5776	76.6496	99.0584	93.8649	99.2699	103.1064	95.6383	93.5684	80.3142	90.3496	94.2699	86.1948	101.0153	91.52	96.6145	90.3587	97.0148	88.1262	86.2961	96.4024	97.4398	87.5907	94.4893	91.6546	92.1424	99.5232	94.3444	98.0263	102.0772	96.0588	95.0797	94.504	89.9324	96.968	89.1756	76.5549	97.9486	92.3759	100.5112	100.5186
sub-0090	96.9006	103.303	94.9454	89.6774	81.3425	89.4538	96.5499	86.9454	102.1004	90.2214	93.7488	85.6069	90.899	89.4453	89.2239	93.8872	95.1722	81.3981	93.2098	86.8853	90.6408	100.6944	94.1741	97.7288	98.4128	93.5333	93.8556	96.0813	94.0666	96.345	81.8728	75.1448	97.0094	93.3442	96.201	102.2666	94.4989	91.5714	76.69	88.0923	95.3232	84.041	103.0574	92.42	93.6884	87.8137	93.56	85.6637	86.8053	94.4437	93.9507	84.7234	92.2088	88.651	90.4233	99.2785	94.0186	99.0476	100.1004	92.3076	93.6733	95.6405	90.5442	97.2527	84.59	75.7666	94.3613	92.3447	100.8745	100.8365
sub-0091	96.6042	104.9894	94.9433	93.6984	77.2457	89.6421	96.9031	87.5907	99.8503	90.3368	94.345	90.1551	92.6743	86.5297	89.9328	95.5117	95.3277	86.2416	94.6297	93.1962	92.5736	100.4762	93.7231	98.379	101.1562	95.2267	94.0358	95.5701	93.7644	96.1544	92.4067	77.8491	98.1044	94.2666	97.2724	102.5325	93.7917	93.6152	74.1274	88.9586	96.7799	86.9432	99.2811	90.2568	94.2856	88.9883	95.6119	86.3965	86.0989	93.451	94.8739	87.177	95.3061	92.0953	91.9922	97.3395	93.7096	98.5348	101.0721	93.6759	93.1484	97.0376	92.2334	97.0227	87.2349	76.0365	95.6359	93.7564	99.8784	99.9719
sub-0092	99.6867	103.8936	98.5569	93.808	80.0759	91.2885	100.4072	92.7151	100.4017	95.6584	95.4658	89.0838	93.295	93.2823	87.7948	96.9835	98.0129	92.4633	99.4549	89.9125	96.5851	100.7866	98.0074	99.0846	98.5107	98.944	95.3404	99.1618	95.9231	101.3526	91.3555	78.0831	98.9975	94.7954	98.2445	102.5752	96.9271	92.465	77.9538	88.7721	96.3174	88.6662	100.5218	95.0495	95.4339	87.8712	96.7647	90.0698	87.6908	97.4082	96.9356	92.0965	94.2341	89.5214	95.0411	99.6156	96.9089	97.513	97.8186	97.259	95.0107	98.3848	93.1474	98.597	91.0745	77.724	98.3579	92.1956	100.7079	99.2243
sub-0093	100.8531	103.3457	95.6268	90.3212	77.931	90.2516	99.0331	91.7032	99.1799	96.021	95.2289	86.1948	93.8862	93.538	88.6426	94.5171	98.4456	87.7149	97.152	90.554	93.9788	98.0644	94.9013	97.0948	96.3431	95.7581	94.0139	97.5518	95.2713	99.2776	87.7563	79.0411	98.2713	94.4879	99.7441	102.7879	97.1565	90.85	76.2363	88.365	97.5235	87.1066	98.6619	93.8891	96.3994	87.5343	96.4412	89.9292	87.4253	95.2656	98.4221	90.7174	96.9165	88.5525	93.7095	97.7995	94.9099	97.4908	99.065	97.6767	94.7834	97.6223	92.5654	98.4392	90.2709	78.5517	97.8661	92.6084	100.0687	100.7677
sub-0094	97.8322	103.5754	97.3349	90.997	81.8086	90.8864	98.3285	90.2309	99.5325	93.734	95.3789	88.0711	95.4251	90.7756	86.4647	95.7014	97.2178	84.6635	95.7972	89.8496	94.1383	99.9761	95.7093	97.5967	98.3887	97.5327	94.7734	97.3413	93.5539	98.273	87.3805	75.3685	96.6789	92.1839	96.8459	100.3641	95.5775	89.8013	72.2467	89.7391	95.6598	87.0175	99.4797	91.818	95.6277	85.7827	97.0228	87.2348	83.6846	94.4678	96.4363	87.4811	96.8813	82.9508	92.7135	98.8543	94.329	96.6414	99.8631	96.2965	93.7066	95.5523	90.7269	97.9171	89.9192	77.7202	96.3725	90.1923	100.8901	99.748
sub-0095	100.0452	102.0367	97.0158	95.9382	83.6009	92.2176	99.1713	90.9775	102.0622	92.9505	94.428	90.6521	93.59	91.2629	90.5035	97.2873	97.7055	86.4857	94.7247	93.0468	92.8524	101.2258	96.3212	99.6157	99.7254	95.9511	96.1124	97.2996	93.5947	99.0734	87.6523	77.0765	100.8835	93.8583	99.8914	102.3715	97.1817	94.4773	80.5155	90.5763	97.1421	87.5936	102.1283	91.1037	94.8579	89.9959	95.488	90.3301	88.9993	97.1597	99.0368	86.5296	94.4473	89.4854	92.5949	100.4088	96.2488	98.5839	102.0926	95.9668	95.011	96.5117	91.2352	98.2241	88.2597	75.5822	98.9893	93.3741	100.7586	100.5657
sub-0096	97.1376	105.0387	96.7913	92.5972	77.1993	90.8563	99.551	89.7407	100.2909	92.9942	93.4674	89.1496	90.1354	91.6653	87.6919	94.4128	96.8933	85.4325	95.3326	92.1989	93.2681	99.7191	94.6421	98.6351	102.2056	95.6186	94.5697	98.8823	93.36	99.6086	84.5656	74.1726	97.5829	92.3634	100.1375	102.5281	95.5448	93.8012	78.9297	91.8312	97.6353	87.8818	99.3989	93.3733	94.4575	88.5358	95.3784	91.0394	87.0852	94.488	97.7496	90.8667	95.6467	90.2118	93.5101	98.9498	94.4413	98.607	100.4035	94.5732	94.7696	98.992	92.1602	98.6215	90.9446	73.8148	97.4544	90.9617	100.6203	101.0469
sub-0097	97.485	100.8371	97.1395	93.1531	77.4083	91.3316	99.9031	91.0221	100.6153	95.0725	93.1563	87.1861	94.1265	90.779	89.3428	95.2805	96.7895	89.1364	93.7723	90.6935	93.3687	100.7089	95.3482	98.0809	98.7632	96.5933	94.2339	98.7865	95.8383	99.5072	90.3523	79.986	95.1997	91.7096	96.7525	102.0063	95.5641	91.4609	79.8297	89.831	97.5556	87.3128	99.7675	92.2037	94.5139	86.5113	95.1046	89.1365	86.4543	95.4681	96.7125	89.9156	92.6562	88.6663	93.5846	99.306	94.189	97.8109	103.9226	95.6846	94.0322	98.2467	90.0691	98.5511	90.094	77.0993	90.1235	90.5752	99.8745	99.97
sub-0098	99.2421	99.7824	97.687	90.9082	80.7347	89.3773	99.3788	91.6047	99.5799	93.4452	92.3946	86.0117	94.7595	90.265	87.2215	97.3485	98.7392	92.0974	95.3744	85.5554	95.1456	99.3063	96.8005	98.0075	96.1804	98.4999	95.8236	98.7138	94.4473	100.0418	86.5	77.3925	95.3633	91.1857	99.2448	99.2011	94.3319	90.5096	80.3183	88.5486	97.6085	90.8699	98.7054	92.9142	92.5139	86.0281	95.3648	92.5357	86.7532	97.0892	97.0778	90.2907	95.8305	86.6961	93.5838	97.5498	95.1756	97.303	99.4458	96.0578	94.8901	97.7768	93.6514	97.6177	88.1681	81.0957	94.3459	90.5636	97.8784	98.4735
sub-0099	98.3469	99.8783	94.7785	92.049	85.5315	90.5948	97.3691	92.4012	100.1687	91.9113	95.2183	86.8772	89.2221	91.7052	91.3975	95.6117	96.5581	88.7869	95.5461	89.2512	92.0054	100.7183	95.1662	96.502	98.7018	95.5955	94.593	97.5794	94.0258	97.946	87.3627	82.8948	97.7764	93.7762	98.7753	100.5144	93.8044	96.2603	82.0199	89.5853	96.2815	88.7225	101.2231	94.6514	95.9181	88.7065	96.3907	89.3043	88.5784	94.8373	96.7823	89.6318	94.4922	90.9391	91.1432	99.8929	94.2406	97.1822	99.0625	95.2443	93.9161	98.2582	92.7452	97.5416	92.9646	81.5436	97.7559	91.4539	100.4933	99.7564
sub-0100	97.1757	103.1391	98.5795	90.4366	82.9229	88.3418	98.5559	88.499	99.4478	91.7944	92.8942	87.0259	89.5821	88.2891	88.6569	95.5046	98.2974	90.9575	97.3715	89.6328	94.1127	98.37	95.9809	96.2664	98.9497	97.5576	95.7227	97.5229	93.2545	97.4442	90.2986	77.322	95.3278	93.5022	97.9899	101.0973	95.8697	90.9525	81.908	88.1997	97.3357	86.6021	99.6785	92.3324	92.8787	86.322	94.5501	90.3374	88.6615	95.9908	97.1406	86.3374	95.291	85.4036	92.7189	97.8181	94.3621	96.1387	96.437	95.6985	94.6263	97.7944	92.3102	96.8849	90.308	79.3374	95.0793	91.8164	98.6404	98.6201
sub-0101	100.4887	105.9448	96.2048	98.128	82.6914	91.9235	98.4832	92.1912	103.4645	96.7796	94.2041	91.3479	97.0959	91.6579	91.2055	96.3641	96.0939	83.0691	94.4594	93.3551	93.3103	103.7687	95.2921	100.6253	103.1884	96.2637	96.5815	95.1195	95.261	97.7853	87.8081	77.2638	97.5766	95.5185	97.81	106.0387	93.7995	95.6379	80.6557	89.7893	95.5028	87.9856	104.9246	92.7243	95.1028	89.1772	96.4603	89.0628	88.9706	97.0187	94.572	83.8261	93.6417	89.6827	91.4589	104.0294	93.8313	99.6999	105.1013	96.1183	95.2401	95.1061	92.3349	95.9278	88.2722	80.5197	96.8916	93.6108	103.5046	102.5445
sub-0102	99.0165	100.8754	96.5196	91.4773	75.9984	91.0873	98.5542	89.1236	100.69	91.0527	93.8521	87.8191	92.3006	91.4581	86.6063	96.4291	96.8954	86.8975	94.0095	87.6336	93.9985	100.1508	95.6495	97.9235	95.2352	96.3314	95.3022	97.4068	95.3784	97.6763	85.4189	76.424	99.1336	93.5125	98.851	101.0459	95.1925	89.4205	76.6339	90.8576	98.1318	87.958	100.4911	91.8373	95.168	86.2493	95.6985	90.2796	88.4041	96.5985	95.8587	90.0632	92.8409	85.7707	93.6939	99.9322	94.7474	98.7558	99.5603	94.0052	94.3993	97.2986	94.1874	99.0374	86.3934	75.998	99.1791	91.525	100.0561	100.2785
sub-0103	98.437	103.1985	98.6465	97.5567	77.969	91.0239	99.4145	89.5376	101.0855	94.5431	95.7045	91.0331	94.0483	90.2281	86.8806	95.4672	98.7503	87.4834	97.7768	94.3108	94.7285	100.3527	95.8603	99.7956	95.5663	95.7181	94.4893	98.9233	94.1726	99.1577	83.1311	72.2505	99.8691	94.6329	99.4667	101.2663	95.3339	97.4489	76.7738	88.673	98.3245	86.0923	102.4216	95.9116	94.5761	90.6765	95.8325	90.7472	85.5132	96.2935	97.4473	91.4505	95.5755	93.0204	92.8899	100.0634	95.0481	98.5956	98.9837	95.4219	94.6273	97.4621	93.8846	100.1135	86.7593	73.9921	97.212	93.4239	100.968	100.643
sub-0104	99.9911	104.2485	97.1689	93.2581	82.7955	92.4861	99.7004	91.0	103.8674	93.8353	96.9466	91.2839	95.9425	90.4768	87.7835	95.7508	97.7272	89.1866	98.1673	88.9656	92.6544	102.779	96.1949	99.9275	102.0382	98.1358	94.6721	99.4898	95.5164	98.4494	93.2038	80.4652	95.7808	94.0892	97.8381	102.4221	94.4371	93.7358	78.1241	89.7838	95.9661	89.041	104.2585	92.8211	97.6247	89.7011	94.9619	91.6562	87.1918	95.9002	97.4687	89.0886	95.4657	89.6515	90.7439	101.4785	94.2089	99.926	104.7779	95.6241	93.0339	98.0112	93.2958	98.3985	89.1123	77.8667	95.2979	93.9958	101.8436	101.2134
sub-0105	96.5187	105.9966	96.6036	96.6177	82.1278	91.2482	96.8932	90.6542	104.1666	91.5493	96.6131	91.3881	94.8775	91.2112	91.2013	95.5212	99.6342	88.9058	96.529	91.7836	92.7518	102.8129	95.2688	99.9944	99.9274	97.6605	95.0449	97.2628	95.6968	98.7273	88.6571	82.4075	97.2459	96.3519	95.1342	104.9197	96.1931	97.3812	80.0304	89.1691	93.6791	85.5413	103.8119	91.6854	96.2126	92.2815	98.2671	85.123	88.2904	95.3444	95.5489	85.5405	93.1273	92.0291	90.3134	102.0682	93.1054	100.4616	101.6021	95.3431	94.7897	95.2876	89.5686	96.4702	94.1146	78.1964	92.3327	93.5587	101.5573	101.1903
sub-0106	98.7602	102.091	97.3489	94.18	80.5836	91.4344	97.7446	89.9704	102.1856	94.5304	95.0562	90.179	92.2831	88.6066	89.4524	96.016	95.9357	86.0264	94.7393	92.4901	92.1807	100.8799	95.9124	98.3323	102.4728	96.0345	94.358	95.4902	93.6551	98.755	81.0769	75.0565	96.8801	94.7015	98.5247	101.8579	95.7541	93.691	76.085	89.2615	95.7648	86.457	101.7458	94.6009	95.9386	89.3437	95.2963	87.7938	87.1441	95.9253	96.9103	86.3381	94.3754	87.5854	91.8505	99.4303	95.2207	97.1345	101.7986	95.1838	93.4642	94.6935	89.5609	96.4415	86.7188	72.6215	97.7505	92.6849	100.9225	100.4067
sub-0107	100.023	99.0989	97.4297	91.8654	77.7793	91.7641	97.8635	90.2767	101.6575	92.0253	92.9522	86.76	92.8257	91.3868	88.7256	95.4172	95.4805	83.6138	95.3607	88.0059	93.7731	101.4185	96.3903	98.7564	98.1934	96.5067	95.5032	96.8519	95.7845	97.8382	86.7757	76.3226	100.1474	93.5683	100.2074	102.1162	94.9141	91.105	77.7026	91.4248	98.1267	88.8463	100.2785	93.4016	96.9012	88.6185	95.5065	91.6515	90.0609	95.8319	94.6127	87.1291	95.0892	88.0169	92.2784	99.814	94.2159	97.5489	102.8863	95.1452	94.2358	95.7529	93.0375	96.0581	83.7118	76.091	99.2077	92.6369	100.2827	100.3602
sub-0108	97.752	101.8414	96.8625	90.4337	84.4045	91.761	99.0946	90.3816	101.4872	91.9003	92.2061	84.7328	91.7979	91.7332	91.1655	94.8841	97.7526	88.6978	94.5531	87.867	93.9713	100.8284	95.144	98.8888	95.9354	96.1353	94.9601	96.9574	94.8198	99.0822	88.1458	82.0674	95.5415	92.4302	96.8443	103.1258	93.1381	88.4942	79.4318	90.2869	96.0843	86.4546	99.5438	89.8608	93.9489	87.5269	94.5971	89.9566	89.7518	94.8762	95.6283	84.9625	92.0189	86.31	92.3309	100.5832	93.648	97.4789	99.3817	93.8859	94.3732	96.9426	93.0315	98.5309	89.367	79.1531	96.2198	90.6306	99.7169	99.389
