Measure:mean	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus-Proper	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus-Proper	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior
sub-0121	18.256	40.1372	86.3457	58.3447	85.0754	70.2547	77.0028	95.2177	31.4982	19.4899	83.4056	60.8646	59.1505	36.9448	65.0984	87.9291	55.0	48.9032	22.2689	38.3183	85.5345	55.8701	84.1219	69.5436	76.1676	93.1099	58.8124	59.2959	66.1886	87.4733	53.75	51.6852	0.0	66.0357	0.0	0.0	0.0	0.0	0.0	71.1497	98.2454	87.8805	94.4846	98.0558	101.8858
sub-0122	23.203	32.1743	85.7363	57.1174	81.5531	68.745	74.6442	92.1428	28.7164	21.2885	83.7641	55.9835	54.5482	35.399	63.4745	87.5136	53.6	51.0542	22.869	32.9432	85.6165	55.8982	81.0385	68.1752	74.3106	92.1389	54.9879	55.5915	65.7077	87.2441	59.1	48.4402	0.0	69.1309	0.0	0.0	0.0	0.0	0.0	72.2313	104.7451	93.3344	92.0826	93.8571	107.0203
sub-0123	24.6248	25.7325	85.1008	54.9537	83.1926	70.911	77.7736	96.8445	28.9185	19.4731	81.9578	59.5202	58.0395	34.6075	62.8392	87.3165	49.1753	50.5788	21.108	41.214	84.9322	53.8993	80.6925	68.6954	72.5914	92.5552	60.369	58.5346	64.1247	85.322	42.1538	46.774	0.0	61.3675	0.0	0.0	0.0	0.0	0.0	77.4667	100.6206	93.278	96.9728	96.6172	102.4444
sub-0124	29.2832	35.038	83.4634	55.5327	83.5786	69.8087	75.5334	92.0851	34.013	21.0302	79.557	59.3729	57.4775	34.4737	65.2616	86.7129	54.8636	51.7652	28.9314	28.6343	82.8395	53.2006	81.7892	69.8052	74.6617	91.9914	58.4036	56.6934	66.0829	86.6243	55.4	51.7321	0.0	68.4321	0.0	0.0	0.0	0.0	0.0	75.7423	103.9244	96.3072	94.604	100.2542	103.7937
sub-0125	27.8049	40.071	85.0403	56.318	84.4493	68.7322	74.3386	91.6052	31.637	20.1502	81.6483	60.3515	58.3405	39.595	63.8896	87.5161	49.7647	54.5461	22.2298	41.2406	85.3675	55.4567	83.4954	68.899	75.0371	91.8905	58.36	58.1188	65.2904	85.4899	48.5789	47.9019	0.0	67.6479	0.0	0.0	0.0	0.0	0.0	69.6188	103.2673	96.4518	94.0694	95.1248	104.8476
sub-0126	23.6883	44.2634	84.0921	55.8161	83.6148	71.09	78.1075	96.7977	29.0467	17.1629	83.4118	60.704	60.5908	35.2558	66.2247	87.9843	51.4643	50.8278	21.3609	43.3011	84.4265	53.7515	82.0562	71.7214	77.8591	96.0692	59.0072	59.0956	67.4432	87.5061	50.0455	51.8315	0.0	68.4311	0.0	0.0	0.0	0.0	0.0	73.8534	100.3866	90.6783	97.7006	97.8752	104.1203
sub-0127	17.5019	39.2511	85.2672	56.9751	82.2946	68.5849	75.9527	93.5799	27.6607	18.0991	82.6112	58.6644	58.8692	30.0602	63.8811	88.351	51.7273	45.6197	18.8513	30.6633	85.1779	55.2976	79.6692	66.5572	73.8664	92.0107	55.0783	57.6052	65.2706	86.9364	49.3182	49.1552	0.0	66.5049	0.0	0.0	0.0	0.0	0.0	75.7533	104.1256	89.8847	96.259	101.0844	101.6337
sub-0128	25.6059	34.9753	85.9878	55.8881	79.2579	70.4363	74.6304	92.7998	34.0638	18.4539	81.8243	60.8851	56.3764	35.1362	65.6659	88.3565	53.9697	51.4534	24.3156	33.6007	85.25	54.2586	78.621	71.3007	75.3721	95.3035	58.5737	55.4732	65.8199	87.9511	49.9429	52.7653	0.0	66.3166	0.0	0.0	0.0	0.0	0.0	74.069	100.1801	96.0107	95.1227	92.8175	106.5139
sub-0129	21.3071	42.5877	85.0717	57.7255	83.5236	72.0966	78.1998	95.3653	33.9423	23.3298	84.3089	59.8901	56.6697	38.2995	65.3564	88.3017	53.6667	48.3862	23.3277	26.7549	85.6912	57.1456	81.7681	71.1118	76.6044	94.7492	56.9142	56.815	66.7235	86.9398	55.5385	48.8642	0.0	65.0183	0.0	0.0	0.0	0.0	0.0	72.3772	100.478	93.6012	94.6332	98.8818	101.8826
sub-0130	21.3278	35.8323	85.6596	55.6094	83.3061	67.504	73.6273	92.8811	29.3252	19.8784	84.4695	59.0047	56.695	32.0403	63.2988	88.9631	50.3077	49.7546	20.6153	25.0525	85.0394	53.3601	82.3311	67.228	72.3827	91.8799	57.3243	56.4712	64.1967	88.7901	44.25	47.8431	0.0	64.6911	0.0	0.0	0.0	0.0	0.0	71.8769	101.593	95.2586	93.988	97.5365	103.5384
sub-0131	20.3592	36.7963	85.9473	59.481	83.4195	72.7653	79.2796	94.9415	26.8069	21.6373	82.4376	60.9353	56.6268	37.2337	66.8122	88.1559	55.9184	47.945	20.1828	28.4951	84.599	56.3064	83.4608	73.3598	79.5442	95.5636	59.2479	58.1075	69.8526	87.068	49.2051	48.479	0.0	66.3904	0.0	0.0	0.0	0.0	0.0	74.113	100.7751	88.5809	90.8286	98.1456	100.3123
sub-0132	27.6757	35.3149	84.9476	56.3073	82.4958	70.3308	76.3206	96.0972	36.4548	20.6172	81.5309	58.2636	57.3577	36.553	67.1053	87.4158	51.9524	47.4571	26.6459	33.6817	84.0312	54.6561	81.9574	71.638	75.6342	95.3963	57.3922	55.3969	67.3803	86.7467	52.6522	48.1089	0.0	66.2484	0.0	0.0	0.0	0.0	0.0	69.6789	102.6775	94.559	93.4671	93.9812	106.0471
sub-0133	23.4212	32.3062	85.4886	56.9853	83.3535	70.318	76.5986	95.1734	32.8015	20.5255	83.8197	60.0225	58.7888	38.4433	65.5758	88.846	48.4058	47.277	27.0538	28.7697	86.3783	56.4762	81.4737	71.2505	75.837	92.8386	58.0801	56.934	66.9603	87.023	53.5625	49.1076	0.0	64.866	0.0	0.0	0.0	0.0	0.0	69.1408	97.7743	92.9223	94.3581	97.4331	100.1959
sub-0134	19.4201	36.6261	83.9795	52.6531	81.9732	66.2843	73.1327	91.1051	30.1749	18.8694	82.4294	57.9079	54.5345	33.4444	62.1078	87.6818	46.5294	46.0106	23.4371	34.7687	83.336	50.6548	82.2291	66.536	72.3637	91.2978	56.5352	55.5119	63.2326	88.2509	46.5	42.8162	0.0	65.9654	0.0	0.0	0.0	0.0	0.0	73.0821	101.0846	87.1852	92.3298	97.5575	100.2098
sub-0135	20.5736	35.8711	84.0341	56.6019	84.1942	71.7766	76.6582	95.3544	34.0218	21.5546	81.8901	59.4128	59.5398	38.8475	66.5316	87.8454	52.15	45.6209	22.6653	25.8166	83.4715	55.0753	83.8173	71.7663	76.5866	94.9078	57.4536	57.9299	66.9749	87.1671	51.7333	51.0786	0.0	66.5954	0.0	0.0	0.0	0.0	0.0	72.4167	101.2141	90.167	92.6604	100.1089	101.9561
sub-0136	16.8536	32.856	85.0994	55.4887	83.3695	68.4333	74.3367	93.8069	23.3573	17.4312	81.4395	55.9513	55.6922	30.7864	62.7224	86.8981	48.7027	44.9674	15.8266	34.1592	83.5041	53.2597	81.5632	66.7535	72.5376	91.9963	55.4029	55.3503	63.8111	86.8138	45.9118	44.93	0.0	66.166	0.0	0.0	0.0	0.0	0.0	66.0517	96.8048	91.3421	99.4644	100.5786	96.1388
sub-0137	20.333	40.7903	85.7937	53.4657	83.7113	67.6314	73.4049	93.5132	25.5275	18.4265	82.4136	58.1469	57.3962	36.9379	62.0531	89.7306	54.875	47.0044	19.885	38.7843	84.1483	49.6367	81.3892	67.1816	72.3783	93.3168	56.0427	54.6828	64.3263	89.506	47.7407	45.4092	0.0	69.0052	0.0	0.0	0.0	0.0	0.0	67.5987	107.8111	90.3415	94.9226	101.0036	103.9549
sub-0138	23.8769	35.97	85.1274	58.1171	82.3631	73.1101	80.0839	93.7846	33.4478	19.1107	82.7407	60.195	57.4485	37.7068	68.1582	87.9647	55.875	53.674	21.7351	33.192	84.2108	55.0434	82.2943	72.9417	79.949	94.1084	58.2751	57.3871	69.2691	87.4778	49.8	50.7693	0.0	56.5512	0.0	0.0	0.0	0.0	0.0	69.6404	99.6628	88.5756	93.7903	97.2661	98.7065
sub-0139	30.72	32.9904	86.479	57.8899	83.8792	71.1969	75.3625	93.8695	36.6701	28.099	84.1429	60.5043	61.0168	42.9985	65.632	87.67	50.2727	48.435	38.1807	33.4116	85.9186	57.1867	83.0223	71.5294	75.6127	93.8802	58.3472	60.6583	67.3937	87.8233	58.0	52.0324	0.0	68.2164	0.0	0.0	0.0	0.0	0.0	73.9071	100.4052	95.3002	96.1219	97.1632	107.0244
sub-0140	21.4572	39.6364	86.9316	56.4384	80.4028	69.3011	74.9818	93.0879	29.0852	17.6805	84.8633	60.1281	57.7917	35.1608	63.7251	88.0157	50.5	50.5959	21.4527	26.5435	86.3805	54.7064	80.7034	68.7731	74.0641	91.724	58.0	57.6502	64.444	87.9594	48.7059	49.6179	0.0	64.2192	0.0	0.0	0.0	0.0	0.0	68.2534	100.0297	90.6616	97.0582	99.193	102.744
sub-0141	26.4285	38.2984	87.7905	57.9109	77.5827	66.132	72.1735	89.5594	31.0838	23.5857	84.3291	57.4148	56.2676	36.8422	59.4031	87.3987	52.75	56.1797	22.1206	36.273	87.762	58.0436	75.6166	66.1039	70.9556	88.6352	55.7078	55.2116	62.7884	85.2136	55.4444	50.3837	0.0	68.8151	0.0	0.0	0.0	0.0	0.0	70.8565	100.8244	92.4541	92.5077	90.8033	104.1593
sub-0142	17.8111	33.5216	83.9779	56.4814	82.0006	71.0726	77.8742	95.1807	27.5495	20.6253	83.4447	57.4996	55.6213	31.9104	66.1439	88.6036	54.6154	45.0734	17.946	29.1318	84.098	55.0063	81.4383	70.8112	77.5543	95.0	56.2284	57.0123	66.8618	86.829	52.1176	45.536	0.0	67.1542	0.0	0.0	0.0	0.0	0.0	71.7241	101.6054	85.2794	98.9596	99.6971	104.2247
sub-0143	22.8255	38.6781	86.7653	57.2859	78.8635	64.9347	71.1304	88.8292	30.0099	25.2687	81.8083	58.1977	56.393	33.9889	58.7151	83.9674	54.0	48.1359	22.1937	28.9976	85.6396	54.9386	78.9162	66.3766	71.1966	88.3033	55.8528	55.068	62.2252	83.8146	54.6154	45.7874	0.0	67.3759	0.0	0.0	0.0	0.0	0.0	70.5608	98.9248	90.6293	96.3754	95.8258	106.5138
sub-0144	27.7582	42.5758	84.2122	55.4834	83.1249	70.0897	76.0384	94.8063	36.1587	17.2606	81.3891	58.7524	56.3767	37.3078	67.6536	87.9828	46.3846	50.7206	26.7849	33.7041	85.6013	54.4277	81.8616	68.541	75.0731	95.5486	56.0095	55.6186	66.4439	87.5051	53.2857	52.144	0.0	66.1523	0.0	0.0	0.0	0.0	0.0	79.2647	100.5826	92.5175	91.4644	90.616	103.0306
sub-0145	28.8681	41.1944	83.7208	54.0864	81.2733	69.7617	76.2905	94.9356	29.7822	18.2901	81.9576	57.4684	56.0737	33.7471	63.944	87.3741	54.679	56.6419	24.708	38.2515	84.4451	52.1493	81.4527	69.5943	75.6544	93.9063	57.6479	56.693	65.2735	88.1543	55.6923	51.2523	0.0	68.8535	0.0	0.0	0.0	0.0	0.0	67.4286	102.7024	97.0156	93.987	98.1551	103.5426
sub-0146	22.4937	40.8235	84.4275	56.7393	82.1938	70.2815	77.4313	93.2006	27.9251	21.8378	80.8141	60.3309	57.2355	38.5232	65.0321	86.5706	50.2619	48.4298	17.9298	31.3632	83.3261	53.7972	81.1786	67.5609	75.6616	90.9845	57.8062	55.8038	66.0347	84.7211	53.4375	45.3093	0.0	66.8364	0.0	0.0	0.0	0.0	0.0	66.6099	101.4192	93.626	98.2733	94.7496	103.0979
sub-0147	21.2517	43.5455	85.1484	57.7025	81.4962	71.8895	77.3797	94.0491	30.3176	20.4415	82.1475	58.6389	56.8799	33.75	67.3769	86.3855	57.8929	50.3885	20.3167	37.4396	85.0703	55.7196	81.3315	70.6049	76.4824	93.3418	58.0812	57.4054	67.9243	86.3142	54.875	47.6805	0.0	68.1073	0.0	0.0	0.0	0.0	0.0	74.1287	100.2667	92.1804	94.7483	96.9318	102.7708
sub-0148	23.3927	35.8785	85.5279	58.0476	82.5971	69.45	75.717	91.7529	29.8476	19.1429	83.6308	59.9135	58.6598	38.3826	63.7511	88.5949	51.25	51.7388	22.5764	32.63	84.861	55.4632	80.8029	69.3435	75.5062	91.5292	57.8444	58.2966	65.528	88.1645	51.8571	47.9573	0.0	66.213	0.0	0.0	0.0	0.0	0.0	70.4551	98.4383	92.9382	91.7957	94.9464	104.833
sub-0149	25.533	31.378	87.1677	57.7328	81.2266	69.739	74.4799	92.846	34.165	22.3935	82.8664	59.7576	54.3112	37.1472	61.5063	86.6231	47.0635	49.3404	28.6291	24.9381	86.8673	55.7581	80.1675	71.147	72.1297	90.4306	56.6577	56.5758	63.7548	85.8259	54.3333	51.1557	0.0	66.6089	0.0	0.0	0.0	0.0	0.0	68.5329	100.613	93.8602	93.8314	94.878	104.5511
sub-0150	22.8665	35.17	86.641	55.4979	84.2147	70.6981	76.4459	93.396	27.1712	20.1729	84.1874	60.2756	57.4143	35.237	63.9723	88.3721	54.6296	49.9579	22.399	29.3397	84.9978	52.8168	83.8485	71.6062	76.4139	93.5206	58.3459	57.3485	66.2674	88.728	47.7917	47.4608	0.0	67.7242	0.0	0.0	0.0	0.0	0.0	74.3582	106.9132	94.993	96.1341	101.4472	104.4364
sub-0151	30.7297	29.8647	87.0529	58.3538	85.6673	72.1831	78.7281	94.9505	32.0041	23.3992	83.8475	60.5067	58.7612	38.0929	64.5409	88.6818	50.4545	54.7632	29.1546	28.6667	85.6766	57.0973	82.5487	70.7306	76.7565	92.9207	59.2982	58.7433	66.7753	88.286	52.2222	49.4183	0.0	67.0776	0.0	0.0	0.0	0.0	0.0	68.1807	97.5411	91.6667	90.6689	91.0712	104.0103
sub-0152	30.7029	37.8802	84.9434	57.9463	84.1228	71.5047	77.2196	91.3761	38.4003	23.5503	83.1072	59.9626	57.9607	41.051	67.5109	87.8861	43.7273	51.835	30.6748	33.8903	84.7847	56.2368	82.5661	71.6519	77.5018	92.364	59.7662	59.6585	67.7016	88.1245	51.0189	53.3064	0.0	66.042	0.0	0.0	0.0	0.0	0.0	73.0847	99.0482	90.1638	92.2487	96.3462	106.2321
sub-0153	24.7127	40.6631	86.4447	56.8715	83.6691	70.0433	75.9421	92.7448	36.5612	24.1774	83.6802	60.5297	56.7927	39.5243	62.5725	88.4319	55.15	48.7733	22.071	35.2546	85.0925	54.3376	81.5328	69.7742	75.9777	93.1941	58.7702	55.4871	65.0204	87.9489	56.2	46.939	0.0	64.4328	0.0	0.0	0.0	0.0	0.0	74.3657	101.5677	86.4418	95.3624	97.2663	102.215
sub-0154	16.9387	37.6381	85.9479	54.9861	82.586	69.7997	77.8321	95.2247	25.0557	18.4155	82.2949	58.9733	57.4395	34.0271	63.3847	88.1617	58.5714	44.0558	18.6135	34.7357	86.7067	53.637	82.526	69.7534	77.4108	94.9455	58.4409	57.5768	66.0087	87.2283	55.3333	45.0539	0.0	66.348	0.0	0.0	0.0	0.0	0.0	73.3333	101.259	90.5767	96.3708	98.17	102.439
sub-0155	28.1851	33.629	85.1092	55.9815	84.355	72.7147	79.0752	94.7054	29.4902	20.2278	83.0311	59.2364	57.7259	37.6386	67.4246	89.7144	51.4483	51.8886	25.3644	29.5254	83.9894	53.7292	82.6529	72.4874	78.9824	94.9121	57.0251	58.0839	69.3728	88.949	46.069	48.4213	0.0	68.9689	0.0	0.0	0.0	0.0	0.0	72.4248	107.8287	99.0799	99.3248	104.5221	107.0024
sub-0156	27.2385	33.7022	85.1992	55.7448	83.9034	70.519	75.4976	92.9966	30.6969	21.8588	81.2062	59.0799	58.1216	38.5195	66.0723	85.5555	54.1875	53.7305	26.1909	32.9841	85.0535	54.3634	82.7313	68.9467	74.7234	92.8904	58.2205	57.0428	67.1879	85.9065	47.5238	47.6058	0.0	66.377	0.0	0.0	65.0	0.0	0.0	68.2045	99.9059	91.4618	93.6112	95.9454	101.1982
sub-0157	13.4112	25.2329	87.2683	58.0495	80.4916	65.0928	72.0995	93.2796	17.2578	19.2471	81.0047	55.957	54.8709	28.5268	60.0367	86.1429	46.7887	43.312	11.6757	21.0454	85.3736	55.2068	78.4509	63.7591	70.135	89.7613	54.4302	53.8425	61.2196	84.5853	50.303	41.5928	0.0	37.0647	0.0	0.0	0.0	0.0	0.0	75.5685	85.6351	90.7996	97.1493	94.4421	95.5772
sub-0158	21.7961	37.306	85.45	55.2197	80.0898	67.6425	73.7165	90.8462	25.5669	20.4051	80.7214	59.6609	57.0348	36.7089	61.5	86.7383	54.1154	46.8684	21.3378	35.4064	84.1947	52.9199	79.3162	66.5935	72.6229	90.6347	58.051	55.9876	61.9515	85.9762	48.2593	47.4475	0.0	65.4345	0.0	0.0	0.0	0.0	0.0	67.8092	103.2384	91.0036	95.6375	94.5252	103.6701
sub-0159	27.0201	33.9583	84.7995	55.7376	82.4282	70.622	77.0992	93.1442	27.5958	16.8206	82.1758	58.7775	57.6873	31.1852	66.5549	86.9367	54.7333	48.3211	24.6508	27.7178	85.5518	55.1252	79.1006	69.5596	75.6054	92.3782	58.0833	57.6515	65.9867	86.0888	47.2333	48.7149	0.0	67.3042	0.0	0.0	0.0	0.0	0.0	70.5969	100.4489	92.0451	93.048	96.5548	100.265
sub-0160	23.9599	33.0371	84.052	55.2393	84.849	71.4626	78.5927	96.4966	26.9848	21.3884	82.0975	59.2104	56.8494	35.36	64.8228	88.7838	59.1538	56.2525	19.593	22.5554	83.9453	54.1838	81.8505	69.5095	76.7267	93.997	56.7111	56.5095	64.9758	86.8495	55.4483	50.6024	0.0	66.6198	0.0	0.0	0.0	0.0	0.0	71.3529	102.9278	92.2886	95.8556	99.1684	104.4481
sub-0161	23.649	39.3561	86.2682	57.4322	81.5293	67.2903	74.2155	91.3023	30.1787	18.9733	84.7692	58.6208	57.9228	37.6963	63.8293	88.8066	50.6296	46.6268	20.0188	31.7885	86.0887	55.5234	78.2079	67.408	73.4454	90.2767	56.4179	55.9579	65.9583	87.3895	54.5	46.3735	0.0	68.2219	0.0	0.0	0.0	0.0	0.0	64.6504	98.9148	90.6273	94.5184	94.494	104.9246
sub-0162	26.8364	36.94	85.1499	57.7547	81.7611	68.1133	73.1277	91.6357	36.5384	23.7221	82.7656	58.3561	57.4316	39.4889	63.3669	87.4312	56.4062	53.2397	28.4128	23.1823	85.1935	56.0325	81.0569	67.1427	72.383	90.8803	56.4664	56.8391	64.1353	87.7031	55.5	53.9177	0.0	67.7671	0.0	0.0	0.0	0.0	0.0	73.8222	99.0728	94.6809	94.569	99.1047	104.7136
sub-0163	24.2019	38.8476	83.5798	55.1446	83.319	70.6172	77.0624	93.2262	28.9819	18.6006	82.4205	59.8606	58.2461	35.4576	65.1426	87.9769	51.2857	49.0974	24.497	36.7376	82.5992	53.058	82.8893	70.7725	77.2567	94.1028	60.3464	58.8113	66.5404	87.8538	51.9231	47.8394	0.0	66.9569	0.0	0.0	0.0	0.0	0.0	70.3467	101.5566	94.4741	95.0282	95.5534	103.6011
sub-0164	25.6521	39.4006	85.2003	57.9697	84.4968	72.29	79.3059	95.9889	30.7154	23.0506	84.2741	60.394	58.6955	37.0976	66.6015	88.8611	56.8	52.8662	25.3519	36.2376	85.6279	57.4007	82.5117	71.9557	78.7733	96.7583	59.9627	60.0587	68.1808	87.7537	47.0909	49.3696	0.0	67.3401	0.0	0.0	0.0	0.0	0.0	74.5122	103.5621	99.5113	96.846	98.449	108.2995
sub-0165	17.6532	35.756	84.774	57.1838	79.3815	70.3529	80.1427	95.0605	27.1959	20.1888	82.5509	59.4137	58.4242	36.8354	66.6007	87.3604	55.4286	47.9779	22.1196	32.4772	83.2271	56.1532	79.411	72.1962	79.7688	95.2285	56.8809	57.3067	68.821	86.8399	54.7273	48.7038	0.0	66.4565	0.0	0.0	0.0	0.0	0.0	72.2661	101.6563	89.6842	91.8378	95.6323	99.655
sub-0166	29.567	32.3297	85.2571	59.4167	85.482	69.0406	77.0753	95.3105	31.3048	28.125	84.1726	62.0551	58.5345	40.0466	66.1036	89.4091	54.7333	48.3753	29.8723	32.6725	85.2845	57.7005	83.8477	70.2942	76.155	93.2899	58.14	56.6794	68.3181	87.3241	54.3333	52.4027	0.0	68.4355	0.0	0.0	0.0	0.0	0.0	72.0239	103.0534	95.0304	92.7099	96.3785	102.4303
sub-0167	18.9823	29.7813	86.4252	53.8357	83.9915	70.0508	75.197	91.5562	26.1944	19.5685	83.4667	58.3128	57.1204	30.8998	64.1424	87.9114	57.6	43.1946	18.011	27.2187	86.728	52.6889	81.8157	69.5799	74.3121	91.4866	56.1733	57.131	66.4258	87.1372	48.8276	43.4203	0.0	63.0091	0.0	0.0	0.0	0.0	0.0	71.8352	100.4255	90.6268	92.4849	97.6593	99.8489
sub-0168	25.3033	45.9846	86.6549	58.4118	84.8561	72.0477	77.8199	96.0298	35.0791	22.8816	84.5261	62.8008	60.8512	40.2408	64.7761	87.5767	52.7838	50.3715	24.6403	28.4317	85.6646	57.2301	82.4652	70.2103	76.0683	93.5604	59.8312	59.3116	65.7682	86.718	55.1667	52.6775	0.0	56.8246	0.0	0.0	0.0	0.0	0.0	73.237	99.6114	94.7885	96.3583	95.5901	103.3754
sub-0169	27.4635	34.8891	86.1256	57.7741	83.6096	70.7888	74.5927	89.9691	29.6848	22.7364	83.3319	59.4861	55.4301	40.8711	62.8078	88.2114	51.0	52.0844	22.412	33.8211	85.915	55.6345	81.1376	69.6645	73.6827	89.6315	58.5181	57.6167	64.1237	86.2583	56.0	46.8735	0.0	63.353	0.0	0.0	0.0	0.0	0.0	68.189	98.8765	91.08	93.8063	97.8552	99.8969
sub-0170	27.8574	37.1775	85.416	57.7543	81.7547	69.0802	77.3534	92.62	30.8621	22.0708	82.0671	58.8433	57.7238	38.0855	66.0715	84.894	51.9545	49.5023	25.6882	38.9336	85.1004	55.5534	81.7016	71.1919	76.3931	91.1938	58.7592	57.8776	67.4373	85.4029	51.25	50.4778	0.0	67.9903	0.0	0.0	0.0	0.0	0.0	75.8319	103.778	94.3687	94.058	95.7843	106.5824
sub-0171	24.9	36.7483	85.2497	54.8999	79.7134	67.7287	71.8455	91.4015	36.9112	21.9953	82.0706	57.0481	54.7047	34.0976	60.8054	88.1771	50.4783	51.6829	23.6242	28.1453	83.1939	51.2397	79.1682	66.7789	70.4212	90.2944	55.7781	54.5436	63.2665	86.0841	45.4118	47.7032	0.0	67.4833	0.0	0.0	0.0	0.0	0.0	70.7651	102.7005	95.8542	95.0399	98.5646	100.112
sub-0172	23.9715	41.7654	84.2928	53.9778	81.7167	69.3961	73.927	91.75	35.659	20.5763	81.926	56.698	57.3576	34.9846	63.0967	85.9152	46.64	50.0337	25.9277	37.052	85.3713	53.749	81.1291	69.4722	74.0312	92.3594	57.1522	57.2891	64.4688	86.3366	46.1875	50.799	0.0	68.2873	0.0	0.0	0.0	0.0	0.0	67.7767	103.4686	97.6343	97.6629	100.4599	104.7722
sub-0173	20.7429	44.5021	86.5919	55.2038	80.9158	67.3511	74.6635	92.3232	28.0055	20.3568	81.7649	59.6672	56.8181	35.2202	61.2382	86.1913	50.8846	48.0573	19.923	33.9433	84.0895	52.3354	77.6105	65.9084	72.6897	89.5579	56.1677	55.4286	61.5844	84.2723	47.0455	47.8426	0.0	65.5772	0.0	0.0	0.0	0.0	0.0	68.7079	100.6862	91.8687	95.4912	99.0471	100.0976
sub-0174	29.4095	33.4916	86.3478	56.6578	83.3982	69.3957	74.3612	92.2819	29.2955	20.6046	82.8859	57.7168	56.5833	37.5288	62.4773	87.4332	57.2778	48.8413	29.1203	24.9379	85.5729	53.8064	82.3822	69.7518	74.3658	92.6507	56.5949	56.5944	64.177	87.8315	55.8333	49.7811	0.0	68.6185	0.0	0.0	0.0	0.0	0.0	70.6838	100.3524	96.4648	92.8915	95.4395	106.0896
sub-0175	24.2176	44.6959	83.5417	55.2428	83.1386	72.9216	76.9439	94.0851	30.3707	20.619	83.3453	59.6245	57.9101	40.2347	68.1372	87.521	54.7857	50.8107	27.1264	37.0505	85.6928	55.5829	83.7891	72.9968	77.3367	94.9447	59.2481	58.3348	70.8653	88.6675	54.0	53.0758	0.0	70.4133	0.0	0.0	0.0	0.0	0.0	70.287	101.7942	92.7311	97.8409	99.4143	102.4379
sub-0176	18.6023	37.7339	84.7292	56.3721	80.6214	67.6455	73.5269	90.9608	30.0212	20.3533	82.1968	58.9296	59.7344	33.1743	65.0304	87.1872	57.1818	45.9674	19.5632	35.7123	85.015	54.598	80.0127	66.9478	72.3121	90.5272	59.9386	57.72	63.7362	85.9341	53.0833	45.6012	0.0	64.2591	0.0	0.0	0.0	0.0	0.0	71.2313	101.5924	90.6166	97.0079	98.2375	99.8058
sub-0177	18.4899	33.456	85.7211	53.3293	80.372	66.0189	71.3547	92.4349	32.1194	17.8272	82.8605	54.5574	53.2332	33.3799	60.2493	87.1615	48.85	48.8899	14.9877	31.1368	84.0638	50.4298	78.8772	64.7293	70.2445	92.044	53.6875	51.7719	60.361	85.9809	47.7667	41.9606	0.0	62.2189	0.0	0.0	0.0	0.0	0.0	72.2656	102.1035	92.3696	99.5519	98.7408	104.3308
sub-0178	15.0951	34.3324	85.581	54.497	84.8511	70.0419	76.9843	96.0604	23.7213	18.7521	85.0571	59.1439	58.0787	29.963	66.1319	90.3456	55.4286	45.8981	14.2627	28.1333	85.3875	53.5814	84.1231	68.6361	75.6945	95.3902	57.4371	57.8976	67.7461	89.939	44.931	44.2418	0.0	67.1316	0.0	0.0	0.0	0.0	0.0	67.7434	105.3964	91.7193	97.8433	100.6576	102.2728
sub-0179	26.8014	41.4816	84.9428	56.8587	82.7002	70.6118	76.7915	92.6423	31.6544	20.6969	81.9581	59.2914	57.1025	37.1345	64.3854	87.1513	48.6944	51.4181	18.5213	34.5847	85.103	55.9153	81.8565	69.9558	76.3106	92.8073	58.0176	56.9042	65.1122	86.7381	52.05	44.9076	0.0	66.2397	0.0	0.0	0.0	0.0	0.0	77.2679	100.2851	89.8036	92.1552	97.9133	103.0103
sub-0180	32.4248	34.1061	84.1583	55.9261	82.4367	68.4614	73.5995	91.282	35.7637	21.1194	81.046	58.0714	55.712	39.1197	64.0881	86.2886	50.2941	52.1417	29.9972	30.1879	83.4178	53.3334	82.3283	68.0745	73.8489	92.015	57.2061	55.1114	63.9918	85.8475	55.2727	51.4727	0.0	65.6982	0.0	0.0	0.0	0.0	0.0	66.7556	100.8493	93.7574	92.3258	96.0977	107.4053
sub-0181	25.7103	35.2468	85.8476	57.6738	84.7889	71.5096	76.4327	94.827	38.3579	22.1458	84.343	60.6728	58.9181	37.7256	66.6289	88.347	53.2222	53.1461	24.8649	28.3375	84.8381	55.1897	83.6287	71.3481	77.2614	95.5294	59.0771	56.3047	66.3278	87.4421	55.2857	53.8936	0.0	66.0592	0.0	0.0	0.0	0.0	0.0	72.4646	101.0294	96.0792	96.3376	97.0414	105.0397
