lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0098	1095.0	1498.0	1048.0	1310.0	562.0	2013.0	1161.0	1281.0	420.0	193.0	1581.0	1149.0	298.0	824.0	3976.0	5077.0	623.0	562.0	1942.0	1123.0	1650.0	2855.0	1321.0	2130.0	1630.0	2184.0	1728.0	1691.0	1819.0	1869.0	737.0	652.0	472.0	1480.0	620.0	659.0	1835.0	2227.0	308.0	289.0	805.0	1620.0	1503.0	1643.0	2313.0	1027.0	378.0	1093.0	1208.0	1230.0	451.0	2170.0	1546.0	2741.0	238.0	1725.0	1061.0	1212.0	874.0	703.0	1670.0	292.0	527.0	1402.0	1663.0	846.0	2176.0	1642.0	822.0	701.0	885.0	1377.0	4130.0	337.0	99901.2	1324428.0	1767706.388905
sub-0099	1139.0	1705.0	1016.0	1299.0	532.0	2200.0	1092.0	1086.0	576.0	335.0	1715.0	1176.0	362.0	1120.0	3777.0	4753.0	503.0	659.0	1708.0	1384.0	1474.0	2801.0	760.0	1911.0	1978.0	2067.0	2497.0	1505.0	1908.0	2060.0	895.0	579.0	280.0	1499.0	594.0	812.0	2118.0	1873.0	268.0	417.0	708.0	1615.0	1244.0	2697.0	2122.0	783.0	362.0	960.0	1312.0	810.0	384.0	1952.0	1093.0	2170.0	362.0	3033.0	1121.0	1224.0	489.0	838.0	1569.0	376.0	589.0	1232.0	2015.0	1166.0	2314.0	1635.0	737.0	533.0	830.0	1292.0	4589.0	255.0	100841.0	1340357.0	1787979.018134
sub-0100	1057.0	1516.0	953.0	1346.0	534.0	1976.0	1134.0	1286.0	623.0	209.0	1357.0	1103.0	322.0	842.0	3832.0	6487.0	584.0	552.0	1175.0	893.0	1397.0	2253.0	806.0	2077.0	2273.0	2620.0	2872.0	1614.0	1931.0	2345.0	828.0	359.0	348.0	1585.0	630.0	713.0	2151.0	2116.0	257.0	254.0	781.0	1181.0	1312.0	1671.0	2269.0	912.0	408.0	979.0	1316.0	871.0	479.0	1652.0	981.0	2287.0	557.0	2913.0	841.0	995.0	529.0	645.0	1447.0	382.0	667.0	1357.0	1634.0	995.0	2084.0	1459.0	902.0	517.0	977.0	1544.0	4217.0	323.0	99297.2	1326269.0	1662847.267452
sub-0101	698.0	1268.0	913.0	1043.0	594.0	1528.0	804.0	1036.0	483.0	171.0	1347.0	768.0	304.0	606.0	3020.0	4279.0	519.0	420.0	1393.0	800.0	1271.0	2232.0	885.0	1602.0	1679.0	2090.0	1815.0	1530.0	1430.0	1844.0	797.0	472.0	322.0	1296.0	444.0	708.0	1830.0	1905.0	229.0	217.0	782.0	1397.0	1200.0	1705.0	1915.0	753.0	359.0	974.0	1169.0	656.0	360.0	1433.0	911.0	1979.0	307.0	1996.0	810.0	562.0	586.0	918.0	1252.0	255.0	641.0	1148.0	1675.0	937.0	2387.0	966.0	712.0	512.0	871.0	1309.0	4257.0	283.0	84570.6	1170530.0	1448074.530533
sub-0102	1000.0	964.0	1146.0	1334.0	621.0	2153.0	1024.0	1215.0	433.0	199.0	1491.0	914.0	323.0	853.0	3286.0	6275.0	528.0	620.0	2003.0	1058.0	1263.0	2340.0	869.0	2095.0	2683.0	2765.0	3085.0	1949.0	1844.0	2788.0	760.0	746.0	332.0	1711.0	706.0	1121.0	2660.0	2794.0	244.0	309.0	891.0	1267.0	1335.0	1585.0	2327.0	1017.0	482.0	1015.0	1438.0	691.0	358.0	1388.0	1086.0	2893.0	549.0	3038.0	1023.0	1190.0	614.0	1081.0	1738.0	429.0	661.0	1363.0	1622.0	1022.0	2762.0	904.0	958.0	647.0	1157.0	1812.0	5972.0	251.0	107069.0	1366345.0	1743921.110547
sub-0103	925.0	937.0	937.0	838.0	499.0	1551.0	908.0	1064.0	411.0	249.0	1506.0	1087.0	311.0	780.0	3226.0	4949.0	460.0	523.0	1416.0	953.0	1235.0	2075.0	857.0	1649.0	1614.0	2371.0	1775.0	1493.0	1740.0	1651.0	609.0	576.0	360.0	1439.0	540.0	661.0	1728.0	1609.0	270.0	219.0	799.0	1174.0	1223.0	1884.0	2052.0	685.0	396.0	954.0	1260.0	595.0	346.0	1612.0	835.0	2051.0	306.0	1979.0	736.0	898.0	634.0	815.0	1439.0	320.0	579.0	1031.0	1420.0	683.0	1910.0	1027.0	1164.0	376.0	619.0	1152.0	3995.0	312.0	85262.9	1042847.0	1306228.032015
sub-0104	908.0	1059.0	954.0	904.0	511.0	1379.0	710.0	958.0	344.0	147.0	1086.0	927.0	263.0	704.0	2766.0	4496.0	428.0	482.0	1065.0	897.0	1095.0	1690.0	621.0	1627.0	1806.0	1735.0	1964.0	1186.0	1500.0	1905.0	492.0	394.0	318.0	1176.0	511.0	625.0	1699.0	1534.0	157.0	239.0	763.0	1149.0	1080.0	1258.0	1873.0	712.0	358.0	865.0	1123.0	557.0	351.0	1138.0	1036.0	1619.0	277.0	2616.0	484.0	985.0	336.0	557.0	1422.0	353.0	431.0	1045.0	1160.0	657.0	1516.0	1279.0	803.0	432.0	870.0	887.0	3634.0	176.0	77066.2	1030459.0	1117095.897251
sub-0105	871.0	1243.0	1002.0	1044.0	751.0	1675.0	1077.0	1051.0	493.0	262.0	1691.0	938.0	451.0	956.0	2979.0	5028.0	495.0	509.0	1518.0	1205.0	1368.0	2286.0	732.0	1556.0	1669.0	2005.0	1823.0	1404.0	1635.0	1836.0	746.0	240.0	373.0	1468.0	478.0	613.0	1707.0	1760.0	177.0	212.0	705.0	1569.0	1118.0	2487.0	2068.0	760.0	383.0	1015.0	1333.0	700.0	326.0	1405.0	1293.0	1962.0	108.0	2262.0	910.0	1004.0	696.0	783.0	1312.0	373.0	535.0	1076.0	1706.0	878.0	1999.0	1213.0	788.0	483.0	661.0	1150.0	4520.0	481.0	89386.0	1145351.0	1374946.138192
sub-0106	833.0	1067.0	843.0	1122.0	484.0	1695.0	913.0	996.0	478.0	225.0	1285.0	1024.0	334.0	760.0	3302.0	4699.0	448.0	468.0	1662.0	1019.0	1171.0	2115.0	660.0	1550.0	2117.0	2011.0	2220.0	1265.0	1394.0	1927.0	654.0	304.0	326.0	1192.0	436.0	559.0	1579.0	1930.0	207.0	187.0	701.0	1508.0	1226.0	1810.0	1917.0	699.0	291.0	889.0	1116.0	522.0	373.0	1701.0	1084.0	1979.0	81.0	2351.0	945.0	811.0	518.0	639.0	1400.0	248.0	536.0	961.0	1478.0	739.0	1958.0	1137.0	794.0	608.0	885.0	1350.0	4252.0	242.0	85211.9	1097629.0	1232802.279774
sub-0107	961.0	1034.0	1119.0	1130.0	757.0	1885.0	1090.0	966.0	380.0	193.0	1225.0	1161.0	341.0	993.0	3257.0	5231.0	491.0	690.0	1932.0	936.0	1430.0	1430.0	1043.0	1902.0	2283.0	2067.0	2008.0	1625.0	1778.0	2095.0	765.0	402.0	288.0	1652.0	696.0	751.0	2201.0	2575.0	242.0	138.0	783.0	1227.0	1329.0	1235.0	2435.0	657.0	344.0	1021.0	1180.0	850.0	366.0	1828.0	1093.0	2410.0	510.0	2249.0	960.0	893.0	658.0	881.0	1472.0	297.0	665.0	1178.0	1548.0	909.0	2027.0	1347.0	991.0	805.0	963.0	1671.0	5373.0	399.0	95698.7	1233475.0	1531951.741104
sub-0108	863.0	1519.0	1370.0	1402.0	523.0	2019.0	1198.0	1258.0	405.0	256.0	1383.0	1394.0	285.0	1064.0	4061.0	6169.0	611.0	702.0	1723.0	1061.0	1601.0	2211.0	1090.0	2088.0	2097.0	2397.0	2137.0	1625.0	2165.0	1890.0	730.0	705.0	365.0	1454.0	718.0	768.0	2290.0	2289.0	225.0	300.0	873.0	1337.0	1258.0	1587.0	2304.0	832.0	556.0	1095.0	1509.0	721.0	405.0	2200.0	1186.0	2706.0	352.0	2332.0	694.0	1115.0	807.0	923.0	1924.0	420.0	462.0	1287.0	1619.0	1211.0	2278.0	1364.0	1016.0	595.0	705.0	1558.0	4785.0	134.0	102558.0	1362511.0	1837369.163244
sub-0109	956.0	970.0	1020.0	1410.0	722.0	2255.0	1135.0	1083.0	707.0	290.0	1887.0	1523.0	385.0	879.0	3789.0	5927.0	592.0	581.0	1658.0	1366.0	1577.0	2345.0	1175.0	2048.0	2378.0	2583.0	2830.0	1822.0	1713.0	2374.0	929.0	277.0	450.0	1637.0	485.0	1331.0	1911.0	1703.0	316.0	310.0	1146.0	1359.0	1206.0	2387.0	2503.0	723.0	421.0	1207.0	1455.0	710.0	495.0	2273.0	1068.0	2476.0	635.0	2533.0	708.0	901.0	670.0	927.0	1970.0	241.0	667.0	1274.0	1529.0	1006.0	2264.0	1565.0	1077.0	602.0	1152.0	897.0	4124.0	525.0	104024.0	1364880.0	1792922.374976
sub-0110	1113.0	1404.0	1088.0	1384.0	644.0	1911.0	897.0	1004.0	471.0	131.0	1363.0	999.0	376.0	902.0	4035.0	6039.0	556.0	628.0	1757.0	939.0	1283.0	2205.0	809.0	2096.0	2325.0	2259.0	2097.0	1626.0	1768.0	1698.0	759.0	343.0	332.0	1571.0	565.0	730.0	2158.0	2463.0	296.0	284.0	728.0	1457.0	1261.0	1855.0	2368.0	747.0	443.0	960.0	1402.0	744.0	433.0	1724.0	1297.0	2737.0	485.0	2468.0	750.0	997.0	580.0	884.0	1471.0	263.0	623.0	1368.0	1384.0	796.0	2171.0	1610.0	819.0	656.0	895.0	1353.0	4969.0	345.0	98352.6	1355261.0	1680204.683201
sub-0111	807.0	1111.0	1101.0	975.0	521.0	1396.0	869.0	842.0	339.0	201.0	1277.0	779.0	285.0	687.0	2639.0	4649.0	418.0	394.0	1248.0	928.0	1224.0	1946.0	900.0	1555.0	1508.0	1972.0	2205.0	1288.0	1299.0	1806.0	624.0	609.0	242.0	1335.0	421.0	607.0	1712.0	1469.0	247.0	237.0	701.0	1250.0	1058.0	1560.0	1918.0	748.0	326.0	898.0	1176.0	599.0	322.0	1471.0	779.0	1694.0	414.0	2200.0	746.0	839.0	476.0	791.0	1388.0	259.0	471.0	1060.0	1417.0	606.0	1823.0	1049.0	897.0	495.0	699.0	882.0	3602.0	278.0	79562.8	1018030.0	1380530.526494
sub-0112	938.0	1039.0	1317.0	901.0	447.0	1696.0	944.0	1120.0	413.0	175.0	1304.0	1123.0	277.0	681.0	2547.0	4536.0	413.0	453.0	1306.0	954.0	1260.0	1968.0	797.0	1701.0	1893.0	1574.0	2179.0	1219.0	1478.0	1789.0	786.0	331.0	291.0	1341.0	457.0	591.0	1605.0	1806.0	242.0	309.0	619.0	1197.0	1072.0	1481.0	1983.0	761.0	360.0	869.0	1073.0	709.0	399.0	1366.0	945.0	1963.0	149.0	2358.0	645.0	993.0	513.0	730.0	1342.0	222.0	532.0	1007.0	1405.0	684.0	2058.0	832.0	1036.0	430.0	705.0	972.0	4446.0	182.0	82240.1	1065066.0	1267466.560021
sub-0113	706.0	1221.0	894.0	985.0	582.0	1478.0	773.0	883.0	522.0	207.0	1266.0	849.0	217.0	780.0	2500.0	4300.0	380.0	405.0	1117.0	870.0	936.0	2240.0	874.0	1427.0	1866.0	2053.0	2179.0	1430.0	1438.0	2012.0	644.0	576.0	307.0	1177.0	469.0	699.0	1778.0	1671.0	234.0	250.0	743.0	1158.0	981.0	1411.0	1916.0	748.0	333.0	846.0	1004.0	607.0	358.0	1338.0	1147.0	1971.0	388.0	2259.0	497.0	718.0	305.0	594.0	1386.0	241.0	504.0	880.0	1978.0	679.0	2082.0	1203.0	888.0	420.0	749.0	1238.0	4013.0	336.0	81108.2	1045706.0	1293806.7876
sub-0114	1095.0	1194.0	1042.0	1016.0	459.0	1455.0	811.0	899.0	457.0	180.0	1186.0	902.0	316.0	660.0	3089.0	4565.0	487.0	610.0	1583.0	957.0	1251.0	1682.0	696.0	1869.0	1795.0	1791.0	2179.0	1470.0	1560.0	2048.0	670.0	338.0	330.0	1236.0	462.0	564.0	2012.0	1906.0	181.0	272.0	663.0	1235.0	1031.0	1151.0	2040.0	714.0	372.0	951.0	1121.0	612.0	313.0	1159.0	1042.0	2062.0	183.0	2435.0	845.0	975.0	755.0	829.0	1452.0	231.0	508.0	1212.0	1265.0	965.0	2232.0	1234.0	962.0	577.0	815.0	1344.0	3986.0	220.0	84762.9	1090531.0	1197587.80593
sub-0115	748.0	1104.0	1034.0	968.0	537.0	1499.0	778.0	829.0	436.0	221.0	1479.0	1023.0	266.0	847.0	2760.0	4774.0	429.0	420.0	1384.0	899.0	1217.0	2036.0	661.0	1532.0	1946.0	1758.0	2211.0	1357.0	1558.0	2065.0	623.0	394.0	265.0	1196.0	470.0	647.0	1697.0	1719.0	192.0	316.0	622.0	1301.0	1166.0	1981.0	1908.0	844.0	300.0	844.0	1175.0	583.0	315.0	1612.0	856.0	1786.0	312.0	2184.0	890.0	1030.0	528.0	648.0	1481.0	228.0	517.0	986.0	1465.0	739.0	1773.0	981.0	921.0	556.0	895.0	976.0	3916.0	312.0	82930.2	1032477.0	1392108.138436
sub-0116	928.0	1049.0	927.0	1031.0	402.0	1425.0	859.0	904.0	448.0	206.0	1266.0	898.0	364.0	769.0	2605.0	4770.0	404.0	426.0	1811.0	984.0	1384.0	2168.0	827.0	1492.0	1543.0	1761.0	1878.0	1489.0	1635.0	2180.0	615.0	507.0	271.0	1334.0	449.0	814.0	1291.0	1275.0	218.0	219.0	720.0	1669.0	1006.0	1896.0	1783.0	780.0	401.0	887.0	1133.0	596.0	302.0	1521.0	824.0	1806.0	423.0	1851.0	1111.0	654.0	453.0	596.0	1319.0	235.0	449.0	898.0	1264.0	908.0	1808.0	1107.0	903.0	467.0	791.0	977.0	3702.0	295.0	81364.5	1063668.0	1294870.702796
sub-0117	915.0	1697.0	939.0	1030.0	675.0	1652.0	809.0	866.0	373.0	277.0	1901.0	801.0	280.0	798.0	3202.0	5110.0	553.0	622.0	1669.0	1282.0	1414.0	2565.0	1028.0	1794.0	1388.0	1838.0	2304.0	1361.0	1593.0	1785.0	723.0	346.0	351.0	1437.0	560.0	614.0	1613.0	1957.0	249.0	260.0	771.0	1515.0	1236.0	2743.0	1972.0	720.0	463.0	967.0	1228.0	703.0	450.0	1363.0	912.0	2028.0	272.0	2356.0	845.0	1032.0	714.0	732.0	1521.0	295.0	575.0	1147.0	1945.0	760.0	1992.0	984.0	944.0	497.0	662.0	1179.0	3926.0	337.0	90416.6	1126977.0	1349473.739635
sub-0118	924.0	1173.0	1033.0	1101.0	531.0	2005.0	1202.0	1108.0	568.0	166.0	1385.0	1114.0	234.0	859.0	3613.0	5235.0	471.0	531.0	1500.0	1008.0	1656.0	1515.0	1174.0	1972.0	2344.0	2237.0	2394.0	1708.0	1855.0	2249.0	710.0	851.0	368.0	1390.0	519.0	626.0	2129.0	2105.0	223.0	260.0	784.0	1371.0	1224.0	1316.0	2462.0	971.0	352.0	956.0	1310.0	877.0	313.0	1896.0	1225.0	2582.0	442.0	2882.0	662.0	1137.0	607.0	718.0	1511.0	363.0	625.0	1095.0	1674.0	985.0	2359.0	1262.0	911.0	887.0	905.0	1287.0	4899.0	308.0	97205.0	1282660.0	1728881.825442
sub-0119	877.0	772.0	988.0	1353.0	429.0	1612.0	838.0	1054.0	442.0	192.0	1301.0	1153.0	331.0	971.0	3401.0	4759.0	507.0	535.0	1539.0	1083.0	1087.0	1818.0	1090.0	2002.0	1611.0	2320.0	2272.0	1593.0	1897.0	2270.0	668.0	249.0	392.0	1210.0	479.0	730.0	1472.0	1673.0	219.0	315.0	865.0	1335.0	1153.0	1713.0	2111.0	823.0	438.0	970.0	1282.0	788.0	395.0	1629.0	1085.0	1938.0	376.0	2498.0	978.0	1036.0	441.0	539.0	1584.0	419.0	507.0	1004.0	1383.0	887.0	1740.0	1421.0	1050.0	446.0	750.0	1168.0	3255.0	387.0	87897.3	1121020.0	1229718.867021
sub-0120	969.0	916.0	1039.0	1061.0	552.0	1522.0	839.0	740.0	397.0	196.0	1328.0	742.0	276.0	688.0	3192.0	5350.0	519.0	580.0	1520.0	1185.0	1297.0	2088.0	1083.0	1740.0	1887.0	2992.0	2148.0	1328.0	1430.0	1621.0	693.0	468.0	261.0	1267.0	432.0	1008.0	1652.0	1870.0	246.0	215.0	930.0	1316.0	1156.0	1558.0	1897.0	756.0	466.0	996.0	1278.0	658.0	345.0	1334.0	1137.0	1762.0	421.0	2127.0	455.0	893.0	559.0	634.0	1763.0	266.0	550.0	916.0	1712.0	736.0	2163.0	1058.0	900.0	482.0	667.0	1396.0	3658.0	329.0	86613.0	1124240.0	1546825.809346
sub-0121	914.0	1414.0	1082.0	906.0	560.0	1600.0	782.0	1035.0	387.0	188.0	1706.0	999.0	269.0	604.0	3346.0	5025.0	460.0	529.0	1593.0	1199.0	1422.0	2314.0	726.0	1591.0	1711.0	2021.0	2108.0	1760.0	1630.0	1991.0	656.0	438.0	280.0	1214.0	397.0	541.0	1759.0	1860.0	194.0	202.0	717.0	1600.0	1041.0	1799.0	2478.0	793.0	444.0	971.0	1096.0	588.0	414.0	1513.0	1304.0	1850.0	423.0	2138.0	741.0	1108.0	472.0	477.0	1551.0	339.0	504.0	939.0	1630.0	745.0	2133.0	1300.0	906.0	442.0	728.0	1189.0	4071.0	254.0	88110.9	1116627.0	1430410.226792
sub-0122	725.0	1103.0	976.0	1027.0	612.0	1635.0	794.0	993.0	408.0	215.0	1474.0	963.0	294.0	625.0	2916.0	5288.0	505.0	487.0	1583.0	949.0	1462.0	1801.0	1045.0	1816.0	1703.0	2356.0	1685.0	1370.0	1702.0	1882.0	765.0	293.0	336.0	1276.0	506.0	734.0	1783.0	1638.0	250.0	276.0	764.0	1458.0	1186.0	1685.0	2287.0	775.0	371.0	1019.0	1135.0	968.0	318.0	1168.0	795.0	2013.0	180.0	2197.0	901.0	1037.0	656.0	793.0	1245.0	235.0	559.0	1066.0	1559.0	798.0	1695.0	1105.0	889.0	478.0	657.0	1007.0	4300.0	198.0	85748.1	1188271.0	1308183.182692
sub-0123	960.0	1337.0	994.0	1397.0	770.0	2111.0	805.0	907.0	478.0	251.0	1552.0	1530.0	322.0	900.0	3252.0	5537.0	450.0	601.0	1954.0	1356.0	1317.0	1746.0	961.0	1835.0	2023.0	2173.0	2494.0	1684.0	1553.0	2191.0	678.0	737.0	400.0	1616.0	634.0	767.0	2438.0	2037.0	275.0	386.0	908.0	1686.0	1238.0	1754.0	1986.0	745.0	475.0	1038.0	1263.0	669.0	345.0	1993.0	1283.0	2172.0	327.0	2840.0	878.0	946.0	559.0	682.0	1570.0	385.0	557.0	1233.0	1659.0	1003.0	2759.0	1446.0	746.0	653.0	950.0	1466.0	4582.0	356.0	98561.3	1309732.0	1702131.883701
sub-0124	566.0	915.0	798.0	831.0	429.0	1275.0	678.0	740.0	315.0	167.0	1096.0	863.0	195.0	571.0	2309.0	3709.0	360.0	410.0	1367.0	752.0	1168.0	1620.0	898.0	1410.0	1415.0	1484.0	1651.0	1238.0	1275.0	1645.0	563.0	527.0	253.0	1086.0	401.0	591.0	1216.0	1416.0	160.0	168.0	637.0	1240.0	957.0	1264.0	1823.0	567.0	384.0	802.0	1036.0	579.0	292.0	1386.0	650.0	1575.0	57.0	1835.0	654.0	650.0	382.0	769.0	1184.0	234.0	449.0	817.0	1476.0	598.0	1682.0	992.0	615.0	391.0	652.0	823.0	3337.0	203.0	69520.5	935840.0	1052334.054241
sub-0125	1028.0	1150.0	1241.0	1193.0	541.0	2031.0	911.0	1005.0	461.0	180.0	1053.0	991.0	322.0	618.0	3173.0	5605.0	447.0	527.0	2229.0	739.0	1271.0	2455.0	1014.0	2051.0	1701.0	2545.0	1998.0	1538.0	1708.0	2489.0	681.0	746.0	393.0	1527.0	670.0	871.0	2344.0	1917.0	225.0	271.0	884.0	1578.0	1391.0	1500.0	1926.0	890.0	461.0	1087.0	1298.0	796.0	445.0	1770.0	1014.0	1945.0	197.0	2018.0	889.0	1008.0	732.0	812.0	1708.0	358.0	563.0	1269.0	1180.0	761.0	2313.0	1261.0	1112.0	545.0	959.0	1726.0	4183.0	381.0	94820.6	1235556.0	1368269.34666
sub-0126	799.0	1172.0	1076.0	1158.0	481.0	1868.0	1049.0	968.0	394.0	160.0	1192.0	956.0	266.0	711.0	3045.0	5506.0	493.0	558.0	1469.0	824.0	972.0	1651.0	703.0	1958.0	1856.0	1679.0	1747.0	1516.0	1624.0	1831.0	812.0	434.0	277.0	1401.0	578.0	736.0	2042.0	2168.0	223.0	219.0	777.0	1363.0	1019.0	1442.0	2145.0	670.0	381.0	960.0	1257.0	657.0	335.0	1545.0	1145.0	2314.0	183.0	1947.0	757.0	687.0	519.0	683.0	1436.0	166.0	664.0	1088.0	1338.0	800.0	1934.0	1203.0	890.0	528.0	768.0	1317.0	4462.0	348.0	86297.8	1168528.0	1354407.834998
sub-0127	793.0	1142.0	1056.0	1038.0	597.0	1803.0	1026.0	1161.0	344.0	184.0	1417.0	849.0	350.0	591.0	3267.0	5356.0	469.0	447.0	1323.0	851.0	955.0	1797.0	1278.0	1977.0	1778.0	1573.0	2214.0	1498.0	1414.0	1837.0	755.0	352.0	229.0	1202.0	550.0	536.0	1927.0	1777.0	179.0	234.0	685.0	1375.0	1254.0	1544.0	1863.0	762.0	468.0	1008.0	1164.0	887.0	310.0	1393.0	1487.0	2422.0	253.0	1868.0	818.0	820.0	348.0	750.0	1459.0	212.0	545.0	1178.0	1570.0	778.0	1940.0	1457.0	783.0	516.0	746.0	1070.0	4241.0	224.0	86323.1	1189014.0	1388551.522021
sub-0128	970.0	1536.0	899.0	1336.0	632.0	1496.0	798.0	938.0	391.0	316.0	1890.0	856.0	318.0	887.0	3110.0	5135.0	477.0	430.0	2112.0	1404.0	1342.0	2343.0	1017.0	1572.0	1887.0	2091.0	1880.0	1457.0	1702.0	1427.0	700.0	650.0	316.0	1455.0	503.0	732.0	1973.0	1761.0	177.0	299.0	827.0	1637.0	1124.0	2546.0	2068.0	723.0	268.0	946.0	1235.0	729.0	462.0	1650.0	1184.0	1697.0	285.0	1714.0	1330.0	1224.0	688.0	810.0	1609.0	400.0	509.0	919.0	2070.0	924.0	1917.0	1169.0	856.0	557.0	653.0	1100.0	4259.0	300.0	91604.7	1241378.0	1614246.708114
sub-0129	891.0	1160.0	1043.0	1083.0	495.0	1464.0	982.0	1000.0	593.0	185.0	1109.0	862.0	228.0	663.0	2801.0	4850.0	516.0	489.0	1552.0	731.0	1148.0	1765.0	827.0	1517.0	1986.0	2473.0	2161.0	1342.0	1626.0	2114.0	617.0	226.0	319.0	1380.0	568.0	665.0	1462.0	1704.0	185.0	292.0	890.0	1224.0	1168.0	1327.0	1983.0	761.0	370.0	785.0	1189.0	762.0	383.0	1176.0	958.0	2163.0	111.0	2373.0	593.0	830.0	570.0	515.0	1348.0	240.0	485.0	1057.0	1282.0	883.0	1768.0	1265.0	891.0	487.0	1034.0	1193.0	4339.0	302.0	83781.8	1100023.0	1286549.332646
sub-0130	690.0	1215.0	1011.0	991.0	527.0	1201.0	627.0	807.0	440.0	263.0	1581.0	939.0	382.0	975.0	3085.0	5112.0	486.0	448.0	1692.0	1018.0	1565.0	2336.0	1011.0	1660.0	1790.0	1865.0	1756.0	1230.0	1432.0	2014.0	584.0	148.0	422.0	1365.0	388.0	805.0	1643.0	1585.0	248.0	300.0	799.0	1692.0	980.0	2104.0	1897.0	694.0	368.0	907.0	1190.0	866.0	365.0	1562.0	884.0	1852.0	327.0	1987.0	899.0	891.0	641.0	671.0	1430.0	207.0	448.0	882.0	1263.0	535.0	1769.0	1086.0	850.0	541.0	924.0	793.0	3482.0	294.0	83720.9	1100980.0	1271007.993467
sub-0131	930.0	1229.0	1253.0	1190.0	540.0	1730.0	1037.0	1131.0	438.0	234.0	1681.0	1018.0	358.0	1094.0	3961.0	5974.0	510.0	455.0	1451.0	922.0	1014.0	2464.0	1053.0	2370.0	1858.0	1831.0	1841.0	1866.0	2138.0	1978.0	716.0	508.0	337.0	1435.0	619.0	621.0	1960.0	1864.0	274.0	249.0	726.0	1427.0	1289.0	2078.0	2497.0	862.0	428.0	1075.0	1269.0	950.0	515.0	2302.0	1395.0	2309.0	253.0	1925.0	672.0	1049.0	615.0	571.0	1505.0	358.0	582.0	1249.0	1605.0	1084.0	2119.0	1227.0	950.0	549.0	880.0	1114.0	4004.0	327.0	95896.4	1304447.0	1764190.675041
sub-0132	831.0	862.0	823.0	803.0	652.0	1249.0	608.0	875.0	365.0	179.0	1111.0	844.0	224.0	676.0	2814.0	3839.0	427.0	343.0	1498.0	913.0	1031.0	1544.0	819.0	1454.0	1696.0	1883.0	1861.0	1127.0	1383.0	1760.0	612.0	126.0	339.0	1474.0	325.0	926.0	1828.0	1979.0	221.0	241.0	854.0	1095.0	1286.0	1202.0	1697.0	716.0	331.0	924.0	1015.0	557.0	271.0	1349.0	1188.0	2109.0	312.0	2229.0	655.0	1041.0	650.0	722.0	1421.0	243.0	446.0	959.0	1070.0	612.0	1613.0	1156.0	667.0	557.0	752.0	978.0	4262.0	377.0	77885.8	1022236.0	1162101.650501
