rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0144	1156.0	667.0	2183.0	1863.0	519.0	3259.0	7391.0	3307.0	949.0	5527.0	3014.0	3207.0	2024.0	3888.0	651.0	1430.0	1171.0	1091.0	1691.0	1618.0	3602.0	1288.0	4820.0	4040.0	667.0	5829.0	8238.0	4876.0	4101.0	4068.0	383.0	542.0	405.0	2544.0	92006.6	1196989.0	1377598.763074
sub-0145	759.0	655.0	1878.0	1430.0	338.0	2883.0	5073.0	2806.0	839.0	4767.0	2952.0	3156.0	1808.0	3236.0	649.0	1537.0	1432.0	967.0	1443.0	1469.0	3383.0	1108.0	4471.0	3406.0	504.0	5741.0	6580.0	4804.0	3315.0	2969.0	345.0	391.0	331.0	2129.0	79550.1	1038528.0	1181004.283169
sub-0146	1206.0	723.0	2513.0	2588.0	426.0	4198.0	6418.0	4264.0	1173.0	6196.0	3162.0	4057.0	2467.0	4503.0	749.0	1702.0	1823.0	1074.0	1902.0	2263.0	4105.0	1334.0	4839.0	5198.0	628.0	7653.0	7423.0	7373.0	4216.0	4684.0	419.0	624.0	393.0	3134.0	105319.0	1309750.0	1713343.66495
sub-0147	661.0	810.0	2071.0	1499.0	508.0	2921.0	4571.0	3124.0	872.0	5261.0	3092.0	3020.0	2170.0	3298.0	561.0	1558.0	1436.0	779.0	1561.0	1334.0	3756.0	1440.0	5085.0	3824.0	539.0	6318.0	6888.0	5375.0	3624.0	3603.0	350.0	529.0	383.0	2241.0	85051.0	1108780.0	1526747.497947
sub-0148	1097.0	887.0	2422.0	2060.0	497.0	3768.0	5641.0	4127.0	1036.0	6302.0	3281.0	3441.0	2140.0	3762.0	618.0	1702.0	1647.0	1142.0	1607.0	2105.0	4799.0	1291.0	4805.0	4099.0	701.0	6559.0	7832.0	5276.0	4030.0	4421.0	288.0	490.0	388.0	2489.0	96746.7	1270800.0	1649087.282336
sub-0149	961.0	785.0	2556.0	2166.0	573.0	2992.0	7041.0	3449.0	1203.0	6575.0	3015.0	3256.0	2242.0	3830.0	749.0	1450.0	1386.0	1075.0	1418.0	1893.0	4350.0	1327.0	5686.0	4553.0	629.0	8360.0	8634.0	5823.0	3828.0	3404.0	295.0	540.0	359.0	2286.0	98667.2	1327923.0	1564750.661083
sub-0150	959.0	1044.0	2127.0	1633.0	570.0	3140.0	4862.0	3947.0	1055.0	5453.0	3196.0	2915.0	2192.0	4019.0	593.0	1360.0	1490.0	898.0	1558.0	1411.0	3797.0	1208.0	4979.0	4189.0	779.0	7351.0	8041.0	4929.0	3846.0	3455.0	385.0	527.0	402.0	2361.0	90668.7	1194002.0	1438480.083057
sub-0151	1129.0	999.0	2537.0	1848.0	530.0	3256.0	6494.0	3377.0	1203.0	4989.0	3315.0	3823.0	2346.0	3564.0	606.0	1545.0	1313.0	1078.0	1431.0	1833.0	4052.0	1585.0	4727.0	4219.0	766.0	8232.0	8336.0	5435.0	3994.0	3221.0	377.0	508.0	320.0	2397.0	95356.8	1246749.0	1676268.454142
sub-0152	1100.0	838.0	2087.0	1801.0	352.0	3522.0	5596.0	3457.0	911.0	6144.0	2920.0	3611.0	2140.0	4149.0	692.0	1667.0	1749.0	889.0	1841.0	1822.0	4326.0	1150.0	5121.0	4203.0	856.0	6290.0	7336.0	4514.0	4213.0	4431.0	342.0	391.0	349.0	2669.0	93475.2	1251317.0	1394407.333189
sub-0153	795.0	648.0	3127.0	1825.0	340.0	2885.0	5237.0	3418.0	952.0	6140.0	2909.0	3367.0	2163.0	3833.0	533.0	1532.0	1535.0	831.0	1576.0	1711.0	4109.0	1317.0	4574.0	4409.0	428.0	7068.0	8195.0	6327.0	3672.0	3861.0	373.0	444.0	353.0	2267.0	92754.2	1225167.0	1611229.257359
sub-0154	779.0	1044.0	1960.0	1821.0	515.0	3365.0	4451.0	3263.0	1168.0	5989.0	3266.0	3754.0	2335.0	4183.0	685.0	1955.0	1656.0	1153.0	2410.0	1831.0	3848.0	1599.0	5213.0	4395.0	780.0	6809.0	7837.0	6435.0	4812.0	4158.0	317.0	441.0	407.0	2963.0	97581.4	1246900.0	1409137.408525
sub-0155	958.0	649.0	2179.0	1363.0	314.0	2501.0	5414.0	2892.0	770.0	5145.0	2353.0	2971.0	1724.0	3449.0	581.0	1284.0	1451.0	956.0	1599.0	1291.0	3811.0	1030.0	4315.0	3161.0	631.0	5750.0	6071.0	4629.0	3473.0	3287.0	289.0	415.0	336.0	2109.0	79005.8	994286.0	1049766.083289
sub-0156	1123.0	836.0	2612.0	2100.0	477.0	3297.0	6451.0	3841.0	1138.0	5626.0	2963.0	3786.0	2097.0	4089.0	714.0	1643.0	1536.0	967.0	1948.0	1995.0	4525.0	1562.0	4713.0	5018.0	711.0	7186.0	8466.0	5990.0	4020.0	4305.0	434.0	454.0	377.0	2865.0	99849.7	1264599.0	1432755.508625
sub-0157	711.0	672.0	2529.0	1527.0	581.0	2558.0	4446.0	3841.0	1065.0	5009.0	2860.0	3116.0	2553.0	3096.0	673.0	1736.0	1359.0	1054.0	1602.0	1367.0	3916.0	1238.0	5265.0	4719.0	611.0	6737.0	8652.0	5276.0	3458.0	3837.0	313.0	504.0	392.0	2696.0	89961.0	1177199.0	1729902.861085
sub-0158	1148.0	1009.0	2205.0	1726.0	643.0	3661.0	7813.0	4448.0	1164.0	5783.0	3845.0	3626.0	2661.0	5016.0	799.0	1690.0	1557.0	1115.0	1963.0	1599.0	3998.0	1386.0	5446.0	4904.0	1008.0	7962.0	8726.0	6048.0	4455.0	3100.0	456.0	432.0	368.0	2175.0	103785.0	1343961.0	1603684.471626
sub-0159	886.0	565.0	1971.0	1598.0	482.0	2883.0	6068.0	3489.0	1113.0	6094.0	2844.0	3342.0	2094.0	3758.0	635.0	1366.0	1492.0	906.0	1776.0	1662.0	3951.0	1241.0	4243.0	3524.0	550.0	6576.0	7679.0	4878.0	3590.0	3237.0	344.0	493.0	335.0	2500.0	88146.2	1111586.0	1219311.015304
sub-0160	966.0	729.0	1873.0	1954.0	418.0	2801.0	5290.0	3264.0	929.0	6221.0	3096.0	3806.0	2056.0	3689.0	576.0	1435.0	1599.0	944.0	1852.0	1888.0	3628.0	1173.0	4797.0	3643.0	678.0	6103.0	7027.0	4738.0	3616.0	2769.0	328.0	425.0	302.0	2261.0	86861.2	1120869.0	1253010.735341
sub-0161	1057.0	781.0	2526.0	1825.0	309.0	3677.0	5352.0	4094.0	1113.0	6817.0	3299.0	3482.0	2292.0	4110.0	713.0	1510.0	1453.0	1061.0	1673.0	1644.0	4729.0	1258.0	5541.0	4852.0	743.0	7524.0	7183.0	6918.0	4439.0	4361.0	310.0	488.0	381.0	2954.0	100457.0	1264910.0	1678825.014059
sub-0162	1144.0	913.0	2038.0	2145.0	560.0	3442.0	6394.0	4369.0	999.0	6122.0	3464.0	3969.0	1968.0	4243.0	627.0	1330.0	1580.0	1027.0	1995.0	2094.0	3943.0	1533.0	4761.0	4337.0	804.0	8475.0	8567.0	7512.0	3887.0	4465.0	401.0	548.0	350.0	2151.0	101993.0	1348454.0	1593923.271011
sub-0163	946.0	760.0	2105.0	1814.0	494.0	3819.0	6046.0	4029.0	926.0	5054.0	2892.0	3341.0	2290.0	4080.0	667.0	1407.0	1236.0	781.0	1198.0	1757.0	3885.0	1062.0	4264.0	4536.0	580.0	6283.0	7196.0	5377.0	4272.0	3525.0	344.0	555.0	361.0	2696.0	90577.4	1184842.0	1344675.479312
sub-0164	820.0	677.0	2352.0	2150.0	438.0	3852.0	6190.0	3785.0	1139.0	5947.0	3092.0	3951.0	2026.0	3820.0	793.0	1664.0	1505.0	792.0	1524.0	1873.0	4502.0	1358.0	4742.0	4793.0	868.0	6589.0	7730.0	5674.0	3496.0	3975.0	316.0	464.0	322.0	2474.0	95691.3	1243836.0	1385993.169429
sub-0165	837.0	664.0	1824.0	1779.0	388.0	2632.0	5754.0	2732.0	911.0	5487.0	2558.0	2972.0	1974.0	3194.0	576.0	1328.0	1166.0	692.0	1301.0	1524.0	3902.0	1025.0	4975.0	3549.0	453.0	5430.0	6642.0	5035.0	3398.0	3294.0	320.0	425.0	330.0	2208.0	81277.8	1084384.0	1267159.926204
sub-0166	847.0	514.0	2657.0	1368.0	308.0	2946.0	5346.0	3340.0	953.0	4496.0	2918.0	2806.0	1963.0	4156.0	576.0	1298.0	1658.0	894.0	1893.0	1101.0	3861.0	1254.0	5043.0	4022.0	466.0	5874.0	7358.0	5575.0	3536.0	4262.0	320.0	423.0	326.0	2456.0	86812.7	1162848.0	1340410.07163
sub-0167	951.0	912.0	2063.0	1725.0	511.0	3258.0	5855.0	3340.0	1055.0	5165.0	2964.0	3303.0	2168.0	3596.0	636.0	1937.0	1279.0	998.0	1541.0	1408.0	4322.0	1554.0	5222.0	4842.0	682.0	5958.0	7762.0	6652.0	4016.0	4765.0	259.0	470.0	380.0	2404.0	93945.5	1231796.0	1553483.641544
sub-0168	1094.0	867.0	2869.0	2170.0	462.0	3321.0	6089.0	3963.0	1056.0	7010.0	3628.0	3742.0	2509.0	4352.0	687.0	1701.0	1321.0	1144.0	1710.0	2007.0	4407.0	1400.0	5271.0	5019.0	734.0	8424.0	9247.0	6334.0	4331.0	4130.0	466.0	531.0	356.0	2657.0	104978.0	1440272.0	1642326.665107
sub-0169	1086.0	741.0	2393.0	1143.0	393.0	2947.0	5818.0	3897.0	964.0	6365.0	2831.0	3431.0	2116.0	4386.0	687.0	1495.0	1558.0	847.0	1716.0	1162.0	3713.0	1141.0	4426.0	3938.0	645.0	6858.0	8688.0	5514.0	4516.0	4137.0	363.0	468.0	433.0	2269.0	93081.7	1188887.0	1592950.809898
sub-0170	999.0	923.0	2202.0	1619.0	453.0	2997.0	6107.0	2921.0	1080.0	5200.0	3037.0	3622.0	2184.0	3520.0	746.0	1513.0	1373.0	919.0	1677.0	1614.0	3830.0	1406.0	4856.0	3796.0	710.0	6809.0	7385.0	5458.0	4096.0	3425.0	336.0	398.0	306.0	2845.0	90337.1	1152500.0	1368473.641263
sub-0171	827.0	533.0	1641.0	1777.0	457.0	3297.0	4984.0	3190.0	846.0	5300.0	2815.0	2876.0	1916.0	3025.0	667.0	1358.0	1110.0	820.0	1404.0	1472.0	3498.0	1017.0	4385.0	4094.0	580.0	5099.0	6444.0	4815.0	3172.0	3147.0	315.0	467.0	262.0	2361.0	79970.0	1131183.0	1408471.73881
sub-0172	935.0	762.0	1999.0	1384.0	353.0	2518.0	5391.0	2990.0	1062.0	4908.0	2850.0	2737.0	2130.0	3481.0	616.0	1449.0	1294.0	819.0	1464.0	1398.0	3809.0	1340.0	4406.0	4068.0	584.0	5872.0	6177.0	5887.0	3376.0	3760.0	276.0	349.0	307.0	1974.0	82700.3	1068311.0	1256739.005345
sub-0173	1246.0	1033.0	2657.0	1706.0	490.0	3005.0	6623.0	4671.0	1265.0	5321.0	3219.0	3350.0	2373.0	5181.0	583.0	1540.0	1881.0	1146.0	1929.0	1400.0	4468.0	1451.0	5609.0	5912.0	883.0	7452.0	7877.0	7134.0	4506.0	4825.0	412.0	482.0	371.0	2994.0	104964.0	1395388.0	1505148.555506
sub-0174	922.0	509.0	1953.0	1860.0	457.0	2969.0	5441.0	3126.0	1017.0	4961.0	3132.0	3150.0	2231.0	4092.0	669.0	1660.0	1629.0	913.0	1477.0	1547.0	4163.0	1155.0	4784.0	4741.0	712.0	7031.0	8333.0	6657.0	3803.0	4109.0	348.0	452.0	314.0	2847.0	93149.0	1216147.0	1505026.016838
sub-0175	861.0	892.0	2429.0	1522.0	366.0	2759.0	5046.0	3921.0	794.0	4447.0	2749.0	2945.0	1931.0	3922.0	573.0	1437.0	1388.0	960.0	1499.0	1377.0	4018.0	1271.0	4705.0	3699.0	796.0	5960.0	6732.0	4740.0	3178.0	3901.0	349.0	456.0	255.0	2205.0	84083.8	1084525.0	1219229.961137
sub-0176	880.0	719.0	1777.0	1914.0	379.0	3379.0	6357.0	3338.0	1061.0	5981.0	2896.0	3594.0	2212.0	3992.0	764.0	1399.0	1561.0	957.0	1458.0	1677.0	3713.0	1123.0	4696.0	4535.0	590.0	5824.0	6307.0	5232.0	4111.0	3675.0	315.0	443.0	409.0	2238.0	89469.8	1151468.0	1369065.557594
sub-0177	792.0	611.0	2123.0	1738.0	510.0	3437.0	4586.0	3613.0	843.0	5372.0	2495.0	3334.0	1905.0	3093.0	656.0	1467.0	1240.0	883.0	1278.0	1473.0	3759.0	1108.0	4284.0	3745.0	720.0	5780.0	6350.0	6246.0	3604.0	3585.0	362.0	499.0	330.0	2190.0	84010.5	1102495.0	1236126.400688
sub-0178	1101.0	829.0	2274.0	1698.0	330.0	2765.0	5554.0	3039.0	759.0	4792.0	2742.0	3677.0	1824.0	3786.0	620.0	2132.0	1244.0	679.0	1333.0	1664.0	4577.0	813.0	5235.0	3714.0	866.0	5827.0	7893.0	5014.0	3767.0	3435.0	307.0	416.0	356.0	1960.0	87016.4	1063942.0	1278199.850986
sub-0179	805.0	619.0	2712.0	1897.0	470.0	3046.0	4893.0	3270.0	940.0	6033.0	3171.0	3523.0	1996.0	3852.0	842.0	1679.0	1465.0	1012.0	2132.0	1892.0	4629.0	1225.0	4905.0	4245.0	598.0	6336.0	6568.0	5869.0	3642.0	3751.0	341.0	505.0	328.0	2497.0	91660.0	1163461.0	1539951.066193
sub-0180	652.0	575.0	1877.0	1656.0	405.0	3377.0	4453.0	2974.0	851.0	5152.0	2698.0	3457.0	1962.0	3309.0	637.0	1410.0	1229.0	874.0	1684.0	1765.0	3582.0	1170.0	4204.0	3927.0	523.0	6200.0	7364.0	4829.0	3179.0	3343.0	285.0	485.0	315.0	2588.0	82984.1	1141772.0	1220714.112255
sub-0181	891.0	832.0	2189.0	2009.0	484.0	3253.0	6642.0	3245.0	1119.0	5162.0	3143.0	3519.0	2329.0	3413.0	644.0	1389.0	1452.0	865.0	1606.0	2037.0	4251.0	1394.0	4976.0	4055.0	702.0	6580.0	6742.0	5812.0	3697.0	3438.0	332.0	424.0	397.0	2563.0	91565.5	1222504.0	1260620.308723
sub-0182	962.0	834.0	2175.0	1695.0	359.0	2438.0	4836.0	2924.0	789.0	4953.0	2531.0	2488.0	1739.0	3119.0	555.0	1473.0	1242.0	760.0	1217.0	1589.0	3145.0	1065.0	4242.0	3515.0	508.0	4896.0	6293.0	4578.0	3061.0	2593.0	258.0	381.0	319.0	2378.0	75909.1	1040819.0	1115338.365317
sub-0183	825.0	751.0	2172.0	1508.0	544.0	3467.0	6849.0	4183.0	1043.0	5491.0	2907.0	3336.0	2485.0	3880.0	605.0	1373.0	1200.0	923.0	1378.0	1417.0	4298.0	1099.0	4331.0	4185.0	660.0	6723.0	6998.0	5228.0	3944.0	3669.0	380.0	524.0	326.0	2270.0	90972.8	1247749.0	1419483.508407
sub-0184	965.0	982.0	2997.0	1585.0	499.0	3431.0	5778.0	3906.0	914.0	5206.0	3196.0	3115.0	2385.0	3974.0	704.0	1521.0	1619.0	883.0	1525.0	1449.0	4358.0	1241.0	5947.0	4217.0	690.0	6157.0	8067.0	5344.0	3778.0	3518.0	365.0	513.0	395.0	2388.0	93601.7	1267045.0	1583717.934061
sub-0185	1261.0	949.0	2362.0	1968.0	451.0	3639.0	7398.0	3751.0	711.0	6000.0	3307.0	3760.0	2201.0	4100.0	724.0	1897.0	1359.0	933.0	1574.0	1746.0	3878.0	1307.0	5230.0	3865.0	942.0	6726.0	8375.0	5570.0	4145.0	3451.0	313.0	480.0	344.0	2273.0	96988.8	1255090.0	1652330.028091
sub-0186	982.0	845.0	1976.0	1683.0	467.0	2762.0	6421.0	3282.0	1038.0	5969.0	2615.0	3342.0	1958.0	3806.0	594.0	1568.0	1298.0	915.0	1582.0	1518.0	3716.0	1371.0	4016.0	4092.0	698.0	6711.0	6895.0	5682.0	3580.0	3313.0	327.0	410.0	319.0	2147.0	87895.1	1149252.0	1512209.915563
sub-0187	1098.0	683.0	2705.0	2221.0	480.0	4114.0	5293.0	4055.0	1228.0	7551.0	3044.0	3451.0	2457.0	4647.0	733.0	1625.0	1475.0	1043.0	1766.0	1805.0	5150.0	1379.0	5628.0	3917.0	677.0	6781.0	8525.0	5727.0	4548.0	4596.0	349.0	555.0	444.0	2981.0	102726.0	1342404.0	1767804.677934
sub-0188	829.0	718.0	1890.0	1615.0	329.0	2856.0	4938.0	3308.0	834.0	5415.0	2743.0	3000.0	1971.0	3476.0	567.0	1292.0	1438.0	835.0	1843.0	1487.0	3626.0	1217.0	4631.0	3976.0	670.0	5957.0	6027.0	5341.0	3822.0	3343.0	323.0	351.0	307.0	2242.0	83216.5	1111473.0	1476345.936567
sub-0189	917.0	946.0	2925.0	1448.0	307.0	2599.0	5085.0	3104.0	945.0	4486.0	2774.0	3065.0	1901.0	3432.0	678.0	1304.0	1427.0	796.0	1405.0	1395.0	3726.0	1363.0	4371.0	3484.0	660.0	6382.0	7013.0	4799.0	3581.0	3667.0	304.0	441.0	320.0	2211.0	83154.0	1123761.0	1313718.823216
sub-0190	905.0	691.0	2044.0	1329.0	366.0	2801.0	6012.0	2866.0	735.0	4423.0	2396.0	2860.0	1872.0	3360.0	597.0	1619.0	1171.0	948.0	1498.0	1179.0	3836.0	932.0	4496.0	3798.0	654.0	5527.0	7238.0	5849.0	3325.0	3728.0	319.0	464.0	276.0	2123.0	82226.5	1020852.0	1151732.153181
sub-0191	900.0	489.0	2558.0	1809.0	365.0	3113.0	6336.0	3918.0	1259.0	6416.0	3378.0	3336.0	2205.0	3852.0	605.0	1394.0	1152.0	977.0	1285.0	1461.0	4463.0	1208.0	5283.0	4511.0	481.0	5847.0	7504.0	5639.0	4246.0	4343.0	321.0	480.0	391.0	2420.0	93945.9	1246126.0	1388287.289127
sub-0192	1025.0	929.0	1879.0	1377.0	449.0	2521.0	5536.0	3789.0	920.0	4274.0	2905.0	2852.0	1965.0	3570.0	558.0	1286.0	1124.0	921.0	1704.0	1280.0	3724.0	1052.0	4481.0	4182.0	616.0	6268.0	6572.0	5574.0	3513.0	3006.0	279.0	433.0	323.0	2217.0	83100.9	1081319.0	1162406.586257
sub-0193	1249.0	856.0	2296.0	1570.0	520.0	3378.0	7224.0	3904.0	1153.0	5909.0	3113.0	3743.0	2292.0	4412.0	701.0	1496.0	1562.0	984.0	2131.0	1578.0	4563.0	1366.0	5416.0	4721.0	755.0	7078.0	8161.0	5225.0	4068.0	4062.0	389.0	489.0	362.0	2525.0	99223.9	1266662.0	1332789.425083
sub-0194	874.0	555.0	2066.0	1643.0	412.0	3082.0	4048.0	2938.0	840.0	4977.0	2729.0	3230.0	2077.0	3288.0	691.0	1468.0	1178.0	760.0	1318.0	1613.0	3553.0	1171.0	4243.0	3818.0	494.0	5352.0	7761.0	4982.0	3260.0	3540.0	329.0	453.0	314.0	2122.0	81172.6	1067063.0	1285366.890815
sub-0195	837.0	789.0	2026.0	1668.0	509.0	2873.0	4929.0	3526.0	973.0	5157.0	2750.0	3299.0	2015.0	3379.0	616.0	1449.0	1475.0	940.0	1681.0	1598.0	4316.0	1041.0	4528.0	3420.0	616.0	5721.0	5941.0	4932.0	3070.0	3102.0	327.0	397.0	305.0	2116.0	82322.3	1105382.0	1243040.5666
sub-0196	940.0	740.0	2163.0	1446.0	360.0	3150.0	4946.0	2631.0	785.0	4615.0	2481.0	2153.0	1659.0	3482.0	609.0	1329.0	1380.0	743.0	1309.0	1185.0	3497.0	1069.0	4231.0	3212.0	589.0	5837.0	6768.0	4479.0	3549.0	3259.0	282.0	396.0	300.0	2117.0	77683.9	1088853.0	1489571.166021
sub-0197	817.0	579.0	2749.0	1385.0	470.0	2964.0	5254.0	2921.0	886.0	4457.0	2511.0	2318.0	2023.0	3305.0	512.0	1505.0	1374.0	760.0	1322.0	1176.0	4076.0	1288.0	4688.0	4436.0	465.0	5749.0	7919.0	6706.0	3550.0	3551.0	351.0	485.0	358.0	1981.0	84878.6	1088199.0	1416704.752566
sub-0198	814.0	811.0	2318.0	1734.0	613.0	3241.0	5527.0	3941.0	993.0	5348.0	3085.0	3101.0	2166.0	3599.0	654.0	1942.0	1580.0	867.0	1501.0	1678.0	4184.0	1430.0	4884.0	5118.0	697.0	5723.0	6993.0	6437.0	3929.0	4181.0	356.0	459.0	336.0	2787.0	93027.6	1161078.0	1383827.423432
sub-0199	720.0	748.0	2013.0	1601.0	526.0	2767.0	4739.0	3201.0	775.0	5068.0	3355.0	3126.0	2041.0	3583.0	667.0	1484.0	1334.0	905.0	1362.0	1515.0	3748.0	1342.0	4305.0	3474.0	643.0	5928.0	7441.0	4418.0	3467.0	3341.0	358.0	509.0	296.0	2074.0	82875.5	1069053.0	1233451.763895
sub-0200	992.0	647.0	2147.0	1617.0	366.0	2859.0	4777.0	2867.0	884.0	4989.0	2438.0	3059.0	1570.0	3156.0	586.0	1433.0	1356.0	791.0	1323.0	1446.0	4222.0	1077.0	5035.0	3339.0	490.0	4494.0	5644.0	5489.0	3541.0	3155.0	292.0	493.0	363.0	2143.0	79062.6	1038970.0	1173940.763711
sub-0201	865.0	692.0	2299.0	1709.0	402.0	2654.0	4787.0	3094.0	871.0	4853.0	2680.0	3176.0	1975.0	3635.0	623.0	1435.0	1177.0	936.0	1342.0	1236.0	4057.0	1358.0	4525.0	4220.0	806.0	6738.0	7697.0	5933.0	3581.0	3397.0	353.0	496.0	253.0	2315.0	86168.9	1177150.0	1545884.798646
sub-0202	1062.0	855.0	2215.0	2030.0	404.0	3219.0	5510.0	3351.0	1018.0	5534.0	3055.0	3762.0	2159.0	3977.0	613.0	1841.0	1201.0	884.0	1329.0	1498.0	4201.0	1199.0	5064.0	4557.0	728.0	6476.0	7801.0	6081.0	4169.0	3741.0	333.0	427.0	334.0	2180.0	92796.5	1218075.0	1521786.356362
sub-0203	804.0	509.0	1927.0	1316.0	353.0	3006.0	5089.0	3413.0	824.0	4993.0	2164.0	2770.0	1906.0	3353.0	603.0	1124.0	1254.0	789.0	1314.0	1141.0	3639.0	941.0	4256.0	3820.0	384.0	4856.0	6677.0	5718.0	3305.0	3513.0	287.0	417.0	300.0	2110.0	78870.2	1053666.0	1041570.907857
sub-0204	1283.0	915.0	2390.0	1745.0	365.0	3284.0	7334.0	3655.0	996.0	5531.0	2680.0	3407.0	1996.0	4279.0	769.0	1544.0	1535.0	876.0	1626.0	1863.0	4304.0	1258.0	4497.0	4776.0	825.0	7231.0	7485.0	5646.0	4310.0	3402.0	409.0	440.0	374.0	2812.0	95817.5	1237737.0	1446981.337919
sub-0205	897.0	538.0	1853.0	1198.0	403.0	2811.0	6000.0	3136.0	837.0	4312.0	2569.0	2375.0	1821.0	3297.0	537.0	1200.0	1246.0	788.0	1468.0	1063.0	3821.0	1148.0	4127.0	3691.0	510.0	5199.0	5863.0	5186.0	3000.0	3892.0	252.0	432.0	285.0	2146.0	77899.3	1084128.0	1209532.464622
sub-0206	789.0	871.0	2551.0	1554.0	421.0	3020.0	4847.0	3392.0	1312.0	5974.0	2765.0	3113.0	2092.0	3903.0	518.0	1324.0	1453.0	991.0	1886.0	1684.0	4430.0	1428.0	4903.0	3963.0	744.0	7042.0	7360.0	4174.0	4178.0	4146.0	361.0	505.0	398.0	2645.0	90644.9	1163249.0	1381212.6498
sub-0207	1096.0	755.0	2638.0	1308.0	500.0	3321.0	6037.0	3636.0	862.0	4909.0	2917.0	3320.0	2154.0	3609.0	627.0	1536.0	1554.0	768.0	1369.0	1440.0	3606.0	1209.0	4468.0	4328.0	711.0	5150.0	7279.0	4746.0	3524.0	3332.0	291.0	536.0	334.0	2261.0	86122.4	1129949.0	1220692.410509
sub-0208	1091.0	700.0	2575.0	1547.0	560.0	3358.0	6075.0	4538.0	1014.0	5532.0	3094.0	2178.0	2201.0	3951.0	708.0	1647.0	1353.0	989.0	1510.0	1132.0	5040.0	1136.0	5707.0	4416.0	729.0	5706.0	8163.0	5507.0	3938.0	4019.0	325.0	618.0	350.0	2851.0	94253.3	1211414.0	1447359.780846
sub-0209	926.0	548.0	2171.0	1448.0	334.0	2611.0	5432.0	2982.0	879.0	4392.0	2556.0	2990.0	1774.0	3895.0	618.0	1373.0	1595.0	764.0	1530.0	1460.0	3400.0	1044.0	4378.0	3802.0	383.0	5450.0	6972.0	4678.0	3791.0	3554.0	305.0	393.0	318.0	2136.0	80881.0	1054415.0	1170960.651366
sub-0210	979.0	797.0	2054.0	1465.0	562.0	3100.0	5044.0	3317.0	946.0	4986.0	2576.0	3119.0	1920.0	3624.0	590.0	1425.0	1813.0	950.0	1901.0	1235.0	3882.0	1260.0	4206.0	4043.0	629.0	6079.0	5995.0	4848.0	3377.0	3575.0	366.0	466.0	282.0	2002.0	83402.0	1100164.0	1216146.373715
sub-0211	885.0	898.0	2124.0	1561.0	457.0	2697.0	5195.0	3368.0	960.0	4807.0	2837.0	2341.0	2141.0	3370.0	545.0	1316.0	1418.0	1013.0	2084.0	1185.0	3202.0	1179.0	4413.0	4263.0	634.0	7126.0	6578.0	5984.0	3689.0	3241.0	347.0	442.0	362.0	2724.0	85267.4	1093112.0	1404315.885957
sub-0212	795.0	542.0	2026.0	1574.0	603.0	2714.0	4570.0	2579.0	872.0	4523.0	2747.0	2856.0	1889.0	2715.0	540.0	1323.0	1143.0	827.0	1576.0	1345.0	3728.0	1099.0	4938.0	3511.0	511.0	4610.0	6961.0	4518.0	3276.0	3024.0	275.0	469.0	287.0	1954.0	76919.3	1000914.0	1190722.360776
sub-0213	825.0	638.0	2700.0	1802.0	565.0	3836.0	6156.0	4441.0	1140.0	6153.0	2594.0	3682.0	2053.0	4750.0	697.0	1564.0	2095.0	943.0	1944.0	1879.0	5055.0	1240.0	5081.0	4774.0	647.0	7890.0	9159.0	5117.0	4433.0	4474.0	356.0	528.0	462.0	2556.0	102223.0	1331382.0	1694139.422312
sub-0214	981.0	538.0	2312.0	1767.0	366.0	3387.0	5995.0	3240.0	1082.0	5236.0	2643.0	3511.0	1846.0	4124.0	625.0	1430.0	1299.0	1022.0	1650.0	1678.0	3989.0	1039.0	5284.0	4256.0	518.0	6829.0	7450.0	5881.0	4215.0	3779.0	340.0	398.0	410.0	2153.0	91266.1	1238617.0	1571735.586718
sub-0215	661.0	456.0	1815.0	1352.0	391.0	2234.0	4574.0	1948.0	710.0	4785.0	2015.0	2702.0	1439.0	2836.0	537.0	1148.0	1223.0	659.0	1303.0	1263.0	3345.0	800.0	3393.0	3020.0	507.0	3972.0	5539.0	4264.0	2849.0	3402.0	310.0	368.0	265.0	1713.0	67796.5	947249.0	1203225.534668
sub-0216	891.0	633.0	2145.0	1712.0	464.0	2900.0	5227.0	3089.0	943.0	5866.0	3046.0	3078.0	2108.0	2949.0	606.0	1585.0	1206.0	891.0	1630.0	1401.0	3718.0	1502.0	4498.0	3875.0	658.0	5843.0	7269.0	5613.0	3683.0	3428.0	297.0	398.0	293.0	2204.0	85646.2	1097996.0	1187253.773448
