lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0143	923.0	693.0	2086.0	1742.0	492.0	3294.0	4276.0	3707.0	1042.0	5660.0	2811.0	3729.0	1902.0	3378.0	617.0	1368.0	2012.0	718.0	1399.0	1549.0	3968.0	1175.0	4788.0	3658.0	862.0	5480.0	6761.0	4483.0	3922.0	3937.0	262.0	554.0	354.0	2475.0	86061.8	1159677.0	1261795.146594
sub-0144	1292.0	776.0	2212.0	1774.0	458.0	3529.0	5491.0	4082.0	928.0	4645.0	3018.0	3198.0	1947.0	3558.0	727.0	1146.0	1528.0	752.0	1531.0	1702.0	3783.0	1321.0	4882.0	3884.0	1070.0	5539.0	7766.0	5767.0	4393.0	3660.0	299.0	539.0	553.0	2457.0	90208.2	1196989.0	1377598.763074
sub-0145	914.0	568.0	1734.0	1444.0	331.0	2850.0	4469.0	3080.0	876.0	5355.0	2813.0	3072.0	1820.0	2946.0	611.0	1227.0	1777.0	765.0	1629.0	1300.0	3212.0	1039.0	4224.0	3168.0	665.0	5722.0	7160.0	4938.0	3716.0	3195.0	262.0	386.0	450.0	2322.0	80033.3	1038528.0	1181004.283169
sub-0146	1447.0	605.0	2645.0	2106.0	450.0	4121.0	5730.0	5046.0	1404.0	6363.0	3015.0	3638.0	2154.0	4590.0	761.0	1404.0	2189.0	753.0	1726.0	2040.0	4921.0	1368.0	4779.0	4908.0	1008.0	7559.0	8127.0	6836.0	4373.0	5059.0	297.0	522.0	465.0	3206.0	105603.0	1309750.0	1713343.66495
sub-0147	791.0	780.0	2392.0	1597.0	610.0	3276.0	3926.0	3349.0	1009.0	4961.0	2905.0	2876.0	1980.0	2799.0	646.0	1237.0	1736.0	650.0	1448.0	1316.0	3838.0	1361.0	5136.0	3954.0	932.0	5410.0	7334.0	4505.0	3852.0	3520.0	288.0	451.0	430.0	2389.0	83680.1	1108780.0	1526747.497947
sub-0148	1233.0	678.0	2215.0	2027.0	389.0	3269.0	4859.0	3945.0	1030.0	6167.0	2787.0	3604.0	1822.0	3815.0	680.0	1505.0	1971.0	802.0	1601.0	1894.0	4755.0	1585.0	5112.0	3841.0	975.0	6840.0	7608.0	5894.0	4530.0	4675.0	240.0	529.0	519.0	2637.0	95912.3	1270800.0	1649087.282336
sub-0149	1059.0	688.0	2999.0	2237.0	600.0	3132.0	4644.0	3703.0	1156.0	6107.0	3037.0	3550.0	2063.0	3583.0	856.0	1448.0	1658.0	758.0	1546.0	1763.0	4648.0	1281.0	5762.0	4127.0	873.0	7186.0	8746.0	6515.0	4720.0	5148.0	345.0	501.0	590.0	2299.0	99321.7	1327923.0	1564750.661083
sub-0150	1359.0	724.0	2599.0	1642.0	544.0	3067.0	4985.0	3693.0	1151.0	4901.0	3115.0	2881.0	2132.0	3982.0	705.0	1319.0	1618.0	788.0	1316.0	1499.0	3951.0	1441.0	4637.0	3480.0	1189.0	6365.0	9107.0	5040.0	4073.0	4031.0	283.0	487.0	372.0	2588.0	91056.2	1194002.0	1438480.083057
sub-0151	1082.0	881.0	2620.0	1695.0	774.0	3523.0	5615.0	4075.0	1329.0	5844.0	3320.0	3508.0	2141.0	3548.0	615.0	1502.0	1624.0	806.0	1363.0	1763.0	4015.0	1456.0	5663.0	3680.0	1277.0	6042.0	8596.0	5047.0	3701.0	3313.0	286.0	537.0	387.0	2798.0	94082.3	1246749.0	1676268.454142
sub-0152	1265.0	655.0	2070.0	1585.0	676.0	3541.0	5998.0	3800.0	984.0	6102.0	3351.0	3240.0	2070.0	3970.0	677.0	1395.0	1980.0	993.0	1634.0	1524.0	4629.0	1230.0	5059.0	4012.0	750.0	6322.0	7228.0	5445.0	4121.0	3695.0	255.0	496.0	387.0	2816.0	93954.3	1251317.0	1394407.333189
sub-0153	882.0	834.0	2894.0	1966.0	357.0	3156.0	3809.0	3332.0	903.0	5879.0	2576.0	2973.0	1839.0	3702.0	609.0	1487.0	1454.0	813.0	1390.0	1513.0	3967.0	1263.0	5302.0	4313.0	873.0	5970.0	8436.0	6654.0	4173.0	4674.0	260.0	406.0	456.0	2502.0	91607.0	1225167.0	1611229.257359
sub-0154	926.0	667.0	2125.0	1526.0	497.0	4083.0	4291.0	3605.0	1273.0	6357.0	3451.0	2828.0	2164.0	3212.0	802.0	1207.0	1718.0	881.0	1934.0	1412.0	4242.0	1259.0	4995.0	4721.0	1060.0	7422.0	8422.0	6046.0	4635.0	4343.0	248.0	552.0	608.0	2848.0	96345.9	1246900.0	1409137.408525
sub-0155	990.0	717.0	2083.0	1378.0	424.0	3069.0	4705.0	3141.0	830.0	5207.0	2461.0	2876.0	1534.0	2812.0	563.0	1152.0	1745.0	651.0	1280.0	1144.0	3729.0	1082.0	4469.0	3554.0	745.0	5004.0	6443.0	5196.0	3451.0	3180.0	201.0	374.0	395.0	1884.0	78467.5	994286.0	1049766.083289
sub-0156	965.0	856.0	2428.0	1755.0	526.0	3929.0	6044.0	3701.0	1224.0	5573.0	3093.0	3547.0	1734.0	3835.0	744.0	1515.0	1530.0	773.0	1480.0	1760.0	4863.0	1693.0	5060.0	4687.0	1084.0	6740.0	8336.0	6136.0	4520.0	5305.0	298.0	562.0	409.0	3220.0	99907.3	1264599.0	1432755.508625
sub-0157	853.0	789.0	2321.0	1636.0	544.0	2897.0	4307.0	3341.0	1132.0	4837.0	2942.0	2999.0	1973.0	3013.0	707.0	1384.0	1917.0	823.0	1651.0	1420.0	3861.0	1159.0	5152.0	4235.0	1128.0	6919.0	8527.0	5902.0	3862.0	3621.0	287.0	461.0	395.0	2722.0	89715.8	1177199.0	1729902.861085
sub-0158	1326.0	808.0	2595.0	1597.0	573.0	3611.0	6275.0	4553.0	1171.0	6214.0	3425.0	3707.0	2442.0	4440.0	879.0	1574.0	2104.0	830.0	1659.0	1464.0	4403.0	1309.0	4874.0	4780.0	1309.0	7170.0	9487.0	6398.0	4182.0	4858.0	322.0	516.0	449.0	2521.0	103827.0	1343961.0	1603684.471626
sub-0159	1006.0	722.0	2347.0	1422.0	364.0	3116.0	4644.0	3722.0	1085.0	5984.0	2940.0	3112.0	1840.0	3415.0	618.0	1235.0	1325.0	686.0	1243.0	1419.0	4687.0	1259.0	4749.0	3976.0	940.0	5661.0	7163.0	4479.0	4307.0	3954.0	311.0	534.0	460.0	2424.0	87148.0	1111586.0	1219311.015304
sub-0160	954.0	403.0	2104.0	1814.0	620.0	3291.0	5141.0	3328.0	976.0	5938.0	2971.0	3304.0	1987.0	3213.0	688.0	1228.0	1627.0	844.0	1352.0	1567.0	3594.0	1010.0	4728.0	3525.0	791.0	5964.0	7972.0	4975.0	3821.0	3274.0	271.0	492.0	475.0	2270.0	86493.1	1120869.0	1253010.735341
sub-0161	1223.0	898.0	2603.0	1748.0	326.0	3536.0	5570.0	4720.0	1190.0	5572.0	3007.0	3457.0	1906.0	3919.0	685.0	1553.0	1812.0	795.0	1454.0	1273.0	4343.0	1644.0	5378.0	4834.0	942.0	6530.0	7951.0	6968.0	4383.0	4171.0	277.0	472.0	494.0	3069.0	98693.4	1264910.0	1678825.014059
sub-0162	1186.0	717.0	2749.0	1784.0	578.0	3641.0	6295.0	4380.0	1171.0	6633.0	3343.0	3629.0	2288.0	4088.0	644.0	1308.0	1352.0	889.0	1505.0	1841.0	4830.0	1443.0	5253.0	4228.0	932.0	8213.0	8471.0	6625.0	4795.0	4226.0	339.0	494.0	425.0	2721.0	102908.0	1348454.0	1593923.271011
sub-0163	1532.0	757.0	2237.0	1492.0	536.0	3717.0	4083.0	4233.0	967.0	5030.0	2743.0	3152.0	1811.0	3594.0	616.0	1392.0	1073.0	619.0	1093.0	1364.0	4354.0	1217.0	4726.0	4266.0	978.0	5732.0	7804.0	5716.0	4346.0	4594.0	277.0	568.0	466.0	2896.0	89981.7	1184842.0	1344675.479312
sub-0164	1159.0	629.0	2517.0	1964.0	571.0	3645.0	4717.0	3579.0	1255.0	5731.0	2836.0	3551.0	1955.0	3896.0	827.0	1356.0	1374.0	761.0	1336.0	1919.0	4688.0	1482.0	5060.0	4248.0	901.0	5856.0	8254.0	5686.0	4408.0	5348.0	253.0	481.0	515.0	2579.0	95331.5	1243836.0	1385993.169429
sub-0165	1580.0	568.0	2501.0	1555.0	506.0	3042.0	5469.0	3495.0	907.0	5829.0	2623.0	2611.0	1738.0	3168.0	607.0	1324.0	1463.0	654.0	1408.0	1305.0	3670.0	946.0	4166.0	3694.0	773.0	5586.0	6688.0	5790.0	3470.0	3389.0	275.0	444.0	395.0	2049.0	83687.1	1084384.0	1267159.926204
sub-0166	933.0	532.0	2410.0	1446.0	537.0	3234.0	4822.0	3786.0	1044.0	4504.0	2648.0	3064.0	1927.0	3455.0	728.0	1296.0	1859.0	661.0	1489.0	1255.0	4066.0	976.0	5190.0	3994.0	931.0	5770.0	7731.0	5829.0	3477.0	4340.0	285.0	498.0	361.0	2643.0	87717.1	1162848.0	1340410.07163
sub-0167	1072.0	568.0	2881.0	1769.0	760.0	3601.0	5077.0	3518.0	1167.0	6280.0	2755.0	2992.0	1800.0	3632.0	644.0	1475.0	1700.0	667.0	1595.0	1623.0	4362.0	1223.0	5446.0	5073.0	897.0	5789.0	8065.0	6370.0	4536.0	4990.0	235.0	535.0	447.0	2930.0	96472.4	1231796.0	1553483.641544
sub-0168	1353.0	796.0	2658.0	2234.0	371.0	3701.0	5711.0	4493.0	1169.0	6747.0	3208.0	3790.0	2169.0	3963.0	738.0	1659.0	1921.0	950.0	1713.0	1892.0	4372.0	1378.0	5380.0	4683.0	1089.0	7284.0	9620.0	6349.0	4736.0	4633.0	319.0	555.0	525.0	2935.0	105080.0	1440272.0	1642326.665107
sub-0169	1163.0	580.0	2478.0	1665.0	510.0	3229.0	6543.0	3945.0	1294.0	6783.0	2828.0	3301.0	1650.0	3755.0	722.0	1249.0	1771.0	830.0	1533.0	1316.0	3888.0	1315.0	4448.0	4410.0	1023.0	6575.0	8700.0	6081.0	4590.0	4148.0	260.0	485.0	495.0	2836.0	96394.9	1188887.0	1592950.809898
sub-0170	1026.0	653.0	2744.0	1507.0	563.0	3311.0	4730.0	3649.0	924.0	5222.0	3153.0	3204.0	1886.0	3460.0	741.0	1433.0	1602.0	769.0	1283.0	1707.0	4080.0	1461.0	5334.0	3525.0	1051.0	6282.0	8045.0	5304.0	4150.0	3311.0	266.0	506.0	444.0	2902.0	90207.9	1152500.0	1368473.641263
sub-0171	775.0	652.0	1966.0	1567.0	632.0	3201.0	4460.0	3153.0	936.0	5179.0	2659.0	2927.0	1894.0	2583.0	699.0	1285.0	1294.0	670.0	1107.0	1289.0	3773.0	999.0	4317.0	3903.0	774.0	5143.0	6662.0	5359.0	3762.0	4084.0	245.0	511.0	355.0	2092.0	80899.0	1131183.0	1408471.73881
sub-0172	912.0	507.0	2067.0	1203.0	382.0	2682.0	4608.0	3137.0	1097.0	3927.0	2550.0	2659.0	1895.0	3198.0	656.0	1318.0	1797.0	615.0	1314.0	1186.0	3724.0	1255.0	4332.0	4035.0	693.0	5399.0	7021.0	6088.0	3518.0	4558.0	204.0	375.0	381.0	2157.0	81447.8	1068311.0	1256739.005345
sub-0173	1222.0	832.0	2202.0	1572.0	487.0	3813.0	6278.0	4359.0	1434.0	5959.0	3455.0	3321.0	2324.0	4591.0	777.0	1593.0	1891.0	979.0	1805.0	1208.0	4973.0	1649.0	5248.0	5485.0	1037.0	7780.0	9643.0	7108.0	4883.0	4111.0	284.0	577.0	541.0	3103.0	106515.0	1395388.0	1505148.555506
sub-0174	1209.0	511.0	2404.0	1803.0	430.0	3045.0	4927.0	3427.0	1224.0	4850.0	3168.0	3107.0	2043.0	3342.0	702.0	1568.0	1772.0	800.0	1284.0	1527.0	4392.0	1519.0	4657.0	4593.0	968.0	6287.0	8173.0	6468.0	3836.0	4744.0	267.0	487.0	398.0	2637.0	92562.0	1216147.0	1505026.016838
sub-0175	912.0	713.0	2529.0	1180.0	403.0	2941.0	4281.0	3732.0	1116.0	4163.0	3009.0	2466.0	2166.0	3569.0	610.0	1311.0	1578.0	774.0	1344.0	1035.0	3938.0	1132.0	4620.0	3794.0	864.0	5964.0	7107.0	5690.0	3240.0	4402.0	293.0	488.0	346.0	2265.0	83973.9	1084525.0	1219229.961137
sub-0176	1126.0	501.0	2025.0	1814.0	411.0	3466.0	5821.0	3589.0	1053.0	5863.0	2666.0	3296.0	1938.0	3911.0	679.0	1270.0	1639.0	747.0	1377.0	1638.0	3845.0	1138.0	4766.0	4193.0	594.0	5615.0	6774.0	5457.0	4455.0	3751.0	257.0	445.0	519.0	2224.0	88858.8	1151468.0	1369065.557594
sub-0177	843.0	699.0	1759.0	1587.0	500.0	3567.0	4678.0	3626.0	856.0	5765.0	2587.0	3113.0	1681.0	2863.0	620.0	1353.0	1511.0	716.0	1360.0	1424.0	3667.0	1167.0	4328.0	3837.0	763.0	6162.0	6871.0	5825.0	3569.0	3415.0	254.0	540.0	395.0	2515.0	84418.4	1102495.0	1236126.400688
sub-0178	948.0	826.0	2747.0	1531.0	342.0	2787.0	5095.0	3678.0	1116.0	5217.0	2675.0	3272.0	2467.0	3064.0	645.0	1304.0	1414.0	559.0	1123.0	1580.0	4076.0	1510.0	4863.0	3775.0	992.0	5842.0	7181.0	5689.0	3956.0	3456.0	312.0	427.0	459.0	2100.0	87002.1	1063942.0	1278199.850986
sub-0179	1041.0	674.0	2206.0	1790.0	573.0	3546.0	3917.0	3509.0	1080.0	6771.0	3005.0	3258.0	2156.0	3642.0	776.0	1348.0	1598.0	761.0	1685.0	1666.0	4620.0	1322.0	4841.0	3665.0	835.0	6754.0	7000.0	5203.0	4113.0	4331.0	282.0	537.0	442.0	2575.0	91511.0	1163461.0	1539951.066193
sub-0180	720.0	555.0	2212.0	1741.0	497.0	2938.0	3747.0	3181.0	974.0	5561.0	2781.0	3238.0	1626.0	3193.0	693.0	1366.0	1493.0	738.0	1332.0	1647.0	3890.0	1081.0	4596.0	3809.0	876.0	5179.0	7615.0	4846.0	3721.0	3766.0	226.0	522.0	439.0	2598.0	83384.2	1141772.0	1220714.112255
sub-0181	1222.0	484.0	1936.0	1906.0	506.0	3060.0	5275.0	3170.0	1117.0	5608.0	2882.0	3406.0	2031.0	3558.0	729.0	1421.0	1685.0	724.0	1134.0	1815.0	4468.0	1251.0	5163.0	3937.0	907.0	5784.0	8680.0	5807.0	4551.0	4102.0	255.0	426.0	450.0	2557.0	91997.3	1222504.0	1260620.308723
sub-0182	648.0	550.0	1866.0	1504.0	576.0	2680.0	3109.0	3082.0	910.0	4735.0	2711.0	2397.0	1845.0	2482.0	502.0	1241.0	1622.0	658.0	1197.0	1375.0	3813.0	1133.0	4154.0	3621.0	613.0	5175.0	7061.0	4471.0	3318.0	4256.0	245.0	436.0	379.0	2211.0	76568.5	1040819.0	1115338.365317
sub-0183	942.0	608.0	1844.0	1484.0	634.0	3636.0	5170.0	4188.0	1145.0	6089.0	2918.0	3054.0	2157.0	3587.0	685.0	1179.0	1353.0	694.0	1294.0	1147.0	4587.0	1337.0	4873.0	3512.0	861.0	6756.0	7505.0	5378.0	4089.0	4423.0	280.0	603.0	437.0	2330.0	90774.5	1247749.0	1419483.508407
sub-0184	1006.0	1232.0	2999.0	1430.0	481.0	3289.0	4725.0	3656.0	1096.0	4440.0	2972.0	3226.0	1920.0	3554.0	775.0	1488.0	2008.0	776.0	1475.0	1528.0	4401.0	1451.0	5191.0	3352.0	1337.0	5757.0	8156.0	5135.0	4289.0	4465.0	255.0	549.0	459.0	2843.0	91690.4	1267045.0	1583717.934061
sub-0185	1001.0	585.0	2492.0	1598.0	471.0	3885.0	4930.0	4058.0	1028.0	5023.0	2882.0	3451.0	1915.0	4202.0	767.0	1462.0	1428.0	818.0	1133.0	1509.0	4085.0	1176.0	5554.0	4683.0	875.0	6276.0	8449.0	6310.0	4894.0	5513.0	279.0	520.0	438.0	2553.0	96236.9	1255090.0	1652330.028091
sub-0186	952.0	636.0	2250.0	1640.0	508.0	3007.0	3942.0	3197.0	1134.0	5262.0	2807.0	3042.0	2165.0	3206.0	611.0	1232.0	1808.0	667.0	1250.0	1267.0	4200.0	1323.0	4115.0	3996.0	819.0	6332.0	7462.0	5461.0	4625.0	5149.0	258.0	499.0	372.0	2343.0	87536.7	1149252.0	1512209.915563
sub-0187	1214.0	672.0	2585.0	2016.0	551.0	3626.0	6550.0	4235.0	1100.0	7733.0	3189.0	3969.0	2375.0	4223.0	646.0	1381.0	2064.0	968.0	1478.0	1670.0	5028.0	1131.0	5849.0	4009.0	1115.0	6295.0	8533.0	5666.0	4861.0	3939.0	296.0	573.0	533.0	2534.0	102599.0	1342404.0	1767804.677934
sub-0188	913.0	426.0	2806.0	1578.0	410.0	3154.0	4554.0	3178.0	969.0	5352.0	2422.0	2878.0	1738.0	3439.0	569.0	1277.0	1348.0	614.0	1388.0	1338.0	4101.0	1133.0	4671.0	3950.0	875.0	5959.0	6049.0	5731.0	3873.0	3946.0	249.0	447.0	578.0	2651.0	84558.5	1111473.0	1476345.936567
sub-0189	1157.0	618.0	2708.0	1211.0	379.0	2856.0	4315.0	3461.0	860.0	4068.0	2682.0	2756.0	1581.0	3041.0	657.0	1169.0	1633.0	740.0	1373.0	1183.0	3852.0	1024.0	4590.0	3564.0	910.0	6500.0	7319.0	5044.0	3680.0	4145.0	233.0	478.0	472.0	2706.0	82938.5	1123761.0	1313718.823216
sub-0190	1039.0	692.0	2304.0	1165.0	415.0	2905.0	4917.0	3412.0	846.0	4449.0	2470.0	2685.0	1687.0	3341.0	566.0	1151.0	1436.0	713.0	1165.0	1042.0	3803.0	1065.0	4381.0	3917.0	889.0	5153.0	6861.0	5774.0	3689.0	3833.0	255.0	411.0	388.0	2430.0	81230.9	1020852.0	1151732.153181
sub-0191	1437.0	588.0	2162.0	1569.0	618.0	3134.0	5420.0	3708.0	1263.0	5338.0	3088.0	3033.0	1852.0	3395.0	658.0	1323.0	1362.0	848.0	1557.0	1217.0	5125.0	1354.0	4913.0	4557.0	916.0	5963.0	7186.0	5742.0	4371.0	5518.0	328.0	570.0	479.0	3003.0	93568.5	1246126.0	1388287.289127
sub-0192	985.0	602.0	2021.0	1517.0	498.0	3146.0	4794.0	3924.0	964.0	4989.0	2893.0	3034.0	1943.0	3193.0	734.0	1237.0	1579.0	855.0	1437.0	1330.0	3624.0	1229.0	4145.0	3799.0	807.0	6305.0	7092.0	5555.0	3609.0	3034.0	199.0	525.0	422.0	2023.0	84036.4	1081319.0	1162406.586257
sub-0193	1255.0	809.0	2740.0	1739.0	643.0	4634.0	5939.0	3996.0	1176.0	6181.0	3067.0	3399.0	2166.0	3896.0	893.0	1562.0	1852.0	758.0	1438.0	1454.0	4525.0	1575.0	5334.0	4097.0	1056.0	7157.0	8739.0	5770.0	4185.0	3869.0	300.0	522.0	455.0	2452.0	99415.7	1266662.0	1332789.425083
sub-0194	788.0	744.0	1878.0	1609.0	453.0	2822.0	3998.0	3229.0	975.0	5079.0	2580.0	3099.0	1851.0	2992.0	742.0	1258.0	1492.0	605.0	1219.0	1566.0	3520.0	1212.0	4323.0	3623.0	899.0	5676.0	6867.0	5317.0	3588.0	3609.0	262.0	464.0	356.0	2266.0	80958.5	1067063.0	1285366.890815
sub-0195	822.0	464.0	1928.0	1454.0	528.0	3179.0	4266.0	3516.0	912.0	5035.0	2738.0	3102.0	1814.0	2733.0	688.0	1232.0	1637.0	765.0	1471.0	1404.0	3959.0	998.0	4587.0	3763.0	778.0	5639.0	6598.0	5689.0	3437.0	3997.0	293.0	498.0	458.0	2588.0	82838.9	1105382.0	1243040.5666
sub-0196	1064.0	433.0	2007.0	1499.0	297.0	2775.0	3940.0	2976.0	867.0	4840.0	2696.0	2147.0	1619.0	2827.0	586.0	1167.0	1405.0	715.0	1421.0	1081.0	3331.0	873.0	4242.0	2905.0	669.0	5867.0	6573.0	4924.0	3973.0	4158.0	263.0	343.0	394.0	2147.0	77023.4	1088853.0	1489571.166021
sub-0197	1064.0	540.0	2198.0	1090.0	366.0	3142.0	4877.0	3207.0	1175.0	4777.0	2418.0	2048.0	1840.0	3160.0	677.0	1453.0	1734.0	690.0	1266.0	983.0	4453.0	1309.0	4650.0	4373.0	779.0	5056.0	7557.0	6230.0	3875.0	4133.0	309.0	422.0	433.0	2126.0	84406.5	1088199.0	1416704.752566
sub-0198	1275.0	637.0	2249.0	1435.0	676.0	3708.0	5650.0	4485.0	1355.0	5684.0	2930.0	2530.0	2081.0	3511.0	790.0	1583.0	1676.0	627.0	1415.0	1232.0	4304.0	1394.0	4818.0	5098.0	897.0	5743.0	7601.0	6167.0	3986.0	4343.0	282.0	564.0	494.0	2562.0	93581.7	1161078.0	1383827.423432
sub-0199	985.0	684.0	2110.0	1579.0	448.0	3285.0	4118.0	2884.0	940.0	5233.0	2908.0	3047.0	2028.0	3285.0	681.0	1310.0	1683.0	681.0	1263.0	1434.0	3928.0	1270.0	4129.0	3385.0	599.0	5820.0	7661.0	5048.0	3786.0	3911.0	324.0	437.0	399.0	2434.0	83701.9	1069053.0	1233451.763895
sub-0200	1040.0	414.0	2255.0	1576.0	505.0	2828.0	4000.0	3064.0	1065.0	5308.0	2133.0	2799.0	1354.0	3182.0	622.0	1172.0	1739.0	644.0	1146.0	1470.0	4696.0	994.0	5152.0	3328.0	526.0	4376.0	5921.0	5296.0	3906.0	3816.0	254.0	369.0	532.0	2231.0	79705.7	1038970.0	1173940.763711
sub-0201	875.0	833.0	2446.0	1528.0	495.0	2860.0	4756.0	3388.0	971.0	5016.0	2596.0	3065.0	2015.0	3298.0	623.0	1422.0	1391.0	748.0	1114.0	1265.0	4714.0	1324.0	5121.0	3856.0	1105.0	5927.0	8039.0	5490.0	3661.0	3775.0	259.0	473.0	368.0	2307.0	87114.7	1177150.0	1545884.798646
sub-0202	972.0	502.0	2682.0	1865.0	563.0	3495.0	4297.0	3887.0	1135.0	6261.0	2866.0	3311.0	1879.0	3470.0	737.0	1401.0	1425.0	721.0	1267.0	1436.0	4080.0	1034.0	5074.0	4329.0	1024.0	6338.0	7753.0	6358.0	4278.0	4079.0	293.0	529.0	444.0	2317.0	92088.0	1218075.0	1521786.356362
sub-0203	701.0	534.0	2365.0	1391.0	499.0	3408.0	4347.0	3759.0	792.0	5117.0	2275.0	2924.0	1581.0	2768.0	625.0	1231.0	1619.0	571.0	1265.0	1167.0	3771.0	1146.0	4173.0	3341.0	598.0	4728.0	6610.0	5071.0	3673.0	3647.0	252.0	447.0	533.0	2191.0	79080.4	1053666.0	1041570.907857
sub-0204	1117.0	636.0	2610.0	1669.0	402.0	3787.0	5607.0	4208.0	975.0	6634.0	2965.0	3348.0	1998.0	4221.0	828.0	1447.0	1893.0	750.0	1564.0	1783.0	3886.0	1354.0	4977.0	4260.0	840.0	6470.0	7953.0	5770.0	4361.0	4361.0	321.0	428.0	436.0	2526.0	96384.1	1237737.0	1446981.337919
sub-0205	1165.0	596.0	1954.0	1166.0	403.0	2771.0	4593.0	3071.0	881.0	4026.0	2495.0	2227.0	1812.0	3021.0	578.0	1082.0	1520.0	610.0	1395.0	951.0	3589.0	1015.0	4057.0	3684.0	549.0	5237.0	6074.0	5727.0	3393.0	4972.0	245.0	411.0	383.0	2528.0	78179.0	1084128.0	1209532.464622
sub-0206	999.0	782.0	1537.0	1400.0	403.0	3408.0	4901.0	3563.0	1270.0	5349.0	2989.0	2872.0	2153.0	3624.0	671.0	1196.0	2413.0	763.0	1744.0	1460.0	4251.0	1399.0	4675.0	3627.0	1013.0	7426.0	8342.0	4199.0	4098.0	4760.0	315.0	503.0	424.0	2645.0	91165.7	1163249.0	1381212.6498
sub-0207	966.0	615.0	2511.0	1676.0	578.0	3593.0	5020.0	3813.0	870.0	4842.0	2668.0	2922.0	1733.0	3283.0	625.0	1405.0	1704.0	691.0	1341.0	1365.0	3917.0	1097.0	4569.0	4042.0	972.0	5682.0	7572.0	5445.0	3811.0	3783.0	286.0	533.0	416.0	2417.0	86751.8	1129949.0	1220692.410509
sub-0208	1217.0	566.0	2246.0	1418.0	556.0	3342.0	5487.0	4207.0	965.0	5727.0	3183.0	2504.0	2222.0	4442.0	704.0	1772.0	1697.0	762.0	1207.0	999.0	4884.0	1236.0	5317.0	3515.0	1005.0	6394.0	8334.0	5742.0	4047.0	4523.0	294.0	556.0	425.0	2741.0	94136.8	1211414.0	1447359.780846
sub-0209	1108.0	588.0	2115.0	1231.0	346.0	2836.0	4487.0	3706.0	867.0	4639.0	2602.0	2698.0	1544.0	3363.0	548.0	1366.0	1604.0	602.0	1179.0	1346.0	3922.0	1050.0	4683.0	3549.0	541.0	4975.0	7685.0	4741.0	3731.0	4009.0	241.0	404.0	372.0	2048.0	80705.6	1054415.0	1170960.651366
sub-0210	909.0	643.0	2134.0	1440.0	596.0	2986.0	4244.0	3808.0	1240.0	5070.0	2687.0	2673.0	1875.0	3400.0	609.0	1290.0	2084.0	686.0	1358.0	1142.0	4586.0	1239.0	4284.0	3652.0	727.0	5866.0	6855.0	5147.0	3296.0	3399.0	297.0	549.0	355.0	2468.0	83595.0	1100164.0	1216146.373715
sub-0211	885.0	671.0	2116.0	1402.0	418.0	2953.0	4107.0	3355.0	1001.0	5188.0	2865.0	2392.0	1858.0	2937.0	570.0	1341.0	1602.0	697.0	1672.0	1023.0	3550.0	1200.0	5082.0	4063.0	801.0	6489.0	6738.0	5690.0	3964.0	4048.0	275.0	478.0	547.0	2350.0	84328.0	1093112.0	1404315.885957
sub-0212	849.0	428.0	1919.0	1315.0	521.0	2961.0	3461.0	2555.0	844.0	4489.0	2506.0	2703.0	1629.0	2295.0	600.0	1308.0	1313.0	616.0	1116.0	1217.0	4019.0	918.0	4573.0	3083.0	667.0	5587.0	6574.0	4997.0	3602.0	3569.0	254.0	411.0	393.0	2408.0	75689.5	1000914.0	1190722.360776
sub-0213	1269.0	579.0	3207.0	1750.0	527.0	3894.0	5141.0	3943.0	1078.0	6807.0	2655.0	3689.0	2031.0	4561.0	746.0	1269.0	1837.0	743.0	1524.0	1727.0	4775.0	1446.0	5134.0	4123.0	858.0	6720.0	9289.0	5577.0	4908.0	5976.0	321.0	486.0	454.0	2220.0	101257.0	1331382.0	1694139.422312
sub-0214	1254.0	559.0	2632.0	1589.0	429.0	3698.0	4181.0	3804.0	1177.0	5533.0	2552.0	2968.0	1673.0	3669.0	646.0	1229.0	1706.0	728.0	1539.0	1265.0	4660.0	1217.0	5191.0	4289.0	551.0	6026.0	7537.0	5513.0	4286.0	4718.0	275.0	610.0	474.0	2443.0	90612.1	1238617.0	1571735.586718
sub-0215	677.0	387.0	1596.0	1154.0	439.0	2660.0	3921.0	2498.0	757.0	4924.0	2098.0	2760.0	1494.0	2351.0	647.0	1146.0	1287.0	579.0	1078.0	1070.0	3246.0	786.0	3563.0	2913.0	502.0	4101.0	5735.0	4650.0	3137.0	3540.0	242.0	397.0	395.0	1750.0	68476.9	947249.0	1203225.534668
